torch-python	0	2s
torch-pin	0	1s
corpus-enwik8	0	1s
corpus-pile-github	0	0s
eager_fp32-enwik8	0	8s
eager_fp32-pile_github	0	8s
eager_tf32-enwik8	0	8s
eager_tf32-pile_github	0	7s
compile_fp32-enwik8	0	28s
compile_fp32-pile_github	0	23s
summary	0	0s
