env	0	0	18:09:25
pixi-get	0	2	18:09:27
pixi-install	0	7	18:09:34
pip-base	0	10	18:09:35
build-build	0	46	18:10:20
pip-cuml	0	81	18:10:56
build-build_estimators	0	39	18:10:59
download-taxi	0	13	18:11:13
build-build_svm	0	30	18:11:29
builds-done	0	124	18:11:29
ours-import	0	1	18:11:30
setup-done	0	125	18:11:30
download-istella	0	212	18:29:33
wait-decode-istella	0	820	18:29:38
prep-istella	0	23	18:30:01
race-kde-istella	0	12	18:30:13
race-svc-istella	0	10	18:30:23
