ARM optskip_noshadow_rows16 rows 16 mode IDENTICAL
PRICE optskip_noshadow_rows16 16 512x64 kernel.forward 0.015281
PRICE optskip_noshadow_rows16 16 512x64 kernel.forward 0.014951
PRICE optskip_noshadow_rows16 16 512x64 kernel.forward 0.014421
PRICE optskip_noshadow_rows16 16 512x64 kernel.forward 0.01431
PRICE optskip_noshadow_rows16 16 512x64 kernel.forward 0.014841
PRICE optskip_noshadow_rows16 16 512x64 kernel.forward 0.014741
PRICE optskip_noshadow_rows16 16 512x64 kernel.forward 0.0143
PRICE optskip_noshadow_rows16 16 512x64 kernel.backward 0.041421
PRICE optskip_noshadow_rows16 16 512x64 kernel.backward 0.034181
PRICE optskip_noshadow_rows16 16 512x64 kernel.backward 0.033311
PRICE optskip_noshadow_rows16 16 512x64 kernel.backward 0.033452
PRICE optskip_noshadow_rows16 16 512x64 kernel.backward 0.033341
PRICE optskip_noshadow_rows16 16 512x64 kernel.backward 0.033241
PRICE optskip_noshadow_rows16 16 512x64 kernel.backward 0.038631
PRICE optskip_noshadow_rows16 16 512x64 host.forward 0.249159
PRICE optskip_noshadow_rows16 16 512x64 host.forward 0.346183
PRICE optskip_noshadow_rows16 16 512x64 host.forward 0.354003
PRICE optskip_noshadow_rows16 16 512x64 host.backward 0.500339
PRICE optskip_noshadow_rows16 16 512x64 host.backward 0.499468
PRICE optskip_noshadow_rows16 16 512x64 host.backward 0.499038
PRICE optskip_noshadow_rows16 16 2048x512 kernel.forward 0.066173
PRICE optskip_noshadow_rows16 16 2048x512 kernel.forward 0.066093
PRICE optskip_noshadow_rows16 16 2048x512 kernel.forward 0.065222
PRICE optskip_noshadow_rows16 16 2048x512 kernel.forward 0.065473
PRICE optskip_noshadow_rows16 16 2048x512 kernel.forward 0.065342
PRICE optskip_noshadow_rows16 16 2048x512 kernel.forward 0.066003
PRICE optskip_noshadow_rows16 16 2048x512 kernel.forward 0.065412
PRICE optskip_noshadow_rows16 16 2048x512 kernel.backward 0.063352
PRICE optskip_noshadow_rows16 16 2048x512 kernel.backward 0.063053
PRICE optskip_noshadow_rows16 16 2048x512 kernel.backward 0.062972
PRICE optskip_noshadow_rows16 16 2048x512 kernel.backward 0.063303
PRICE optskip_noshadow_rows16 16 2048x512 kernel.backward 0.063332
PRICE optskip_noshadow_rows16 16 2048x512 kernel.backward 0.063663
PRICE optskip_noshadow_rows16 16 2048x512 kernel.backward 0.063512
PRICE optskip_noshadow_rows16 16 2048x512 host.forward 1.8763
PRICE optskip_noshadow_rows16 16 2048x512 host.forward 1.907281
PRICE optskip_noshadow_rows16 16 2048x512 host.forward 1.920602
PRICE optskip_noshadow_rows16 16 2048x512 host.backward 3.892925
PRICE optskip_noshadow_rows16 16 2048x512 host.backward 4.100903
PRICE optskip_noshadow_rows16 16 2048x512 host.backward 3.889335
PRICE optskip_noshadow_rows16 16 8192x768 kernel.forward 0.222099
PRICE optskip_noshadow_rows16 16 8192x768 kernel.forward 0.224898
PRICE optskip_noshadow_rows16 16 8192x768 kernel.forward 0.223088
PRICE optskip_noshadow_rows16 16 8192x768 kernel.forward 0.222408
PRICE optskip_noshadow_rows16 16 8192x768 kernel.forward 0.220909
PRICE optskip_noshadow_rows16 16 8192x768 kernel.forward 0.223398
PRICE optskip_noshadow_rows16 16 8192x768 kernel.forward 0.222069
PRICE optskip_noshadow_rows16 16 8192x768 kernel.backward 0.357583
PRICE optskip_noshadow_rows16 16 8192x768 kernel.backward 0.356163
PRICE optskip_noshadow_rows16 16 8192x768 kernel.backward 0.355423
PRICE optskip_noshadow_rows16 16 8192x768 kernel.backward 0.356623
PRICE optskip_noshadow_rows16 16 8192x768 kernel.backward 0.356533
PRICE optskip_noshadow_rows16 16 8192x768 kernel.backward 0.358544
PRICE optskip_noshadow_rows16 16 8192x768 kernel.backward 0.356953
PRICE optskip_noshadow_rows16 16 8192x768 host.forward 9.279655
PRICE optskip_noshadow_rows16 16 8192x768 host.forward 9.599147
PRICE optskip_noshadow_rows16 16 8192x768 host.forward 9.445881
PRICE optskip_noshadow_rows16 16 8192x768 host.backward 18.84901
PRICE optskip_noshadow_rows16 16 8192x768 host.backward 19.0959
PRICE optskip_noshadow_rows16 16 8192x768 host.backward 18.919613
PRICE optskip_noshadow_rows16 16 32768x768 kernel.forward 1.191574
PRICE optskip_noshadow_rows16 16 32768x768 kernel.forward 1.186734
PRICE optskip_noshadow_rows16 16 32768x768 kernel.forward 1.188684
PRICE optskip_noshadow_rows16 16 32768x768 kernel.forward 1.183334
PRICE optskip_noshadow_rows16 16 32768x768 kernel.forward 1.186544
PRICE optskip_noshadow_rows16 16 32768x768 kernel.forward 1.185004
PRICE optskip_noshadow_rows16 16 32768x768 kernel.forward 1.198065
PRICE optskip_noshadow_rows16 16 32768x768 kernel.backward 1.61215
PRICE optskip_noshadow_rows16 16 32768x768 kernel.backward 1.61739
PRICE optskip_noshadow_rows16 16 32768x768 kernel.backward 1.61321
PRICE optskip_noshadow_rows16 16 32768x768 kernel.backward 1.61578
PRICE optskip_noshadow_rows16 16 32768x768 kernel.backward 1.61495
PRICE optskip_noshadow_rows16 16 32768x768 kernel.backward 1.61884
PRICE optskip_noshadow_rows16 16 32768x768 kernel.backward 1.61697
