ARM optskip_noshadow_rows16 rows 16 mode IDENTICAL
PRICE optskip_noshadow_rows16 16 512x64 kernel.forward 0.014721
PRICE optskip_noshadow_rows16 16 512x64 kernel.forward 0.014161
PRICE optskip_noshadow_rows16 16 512x64 kernel.forward 0.014011
PRICE optskip_noshadow_rows16 16 512x64 kernel.forward 0.01408
PRICE optskip_noshadow_rows16 16 512x64 kernel.forward 0.013661
PRICE optskip_noshadow_rows16 16 512x64 kernel.forward 0.01375
PRICE optskip_noshadow_rows16 16 512x64 kernel.forward 0.01375
PRICE optskip_noshadow_rows16 16 512x64 kernel.backward 0.036421
PRICE optskip_noshadow_rows16 16 512x64 kernel.backward 0.037362
PRICE optskip_noshadow_rows16 16 512x64 kernel.backward 0.032581
PRICE optskip_noshadow_rows16 16 512x64 kernel.backward 0.032031
PRICE optskip_noshadow_rows16 16 512x64 kernel.backward 0.032281
PRICE optskip_noshadow_rows16 16 512x64 kernel.backward 0.031591
PRICE optskip_noshadow_rows16 16 512x64 kernel.backward 0.032041
PRICE optskip_noshadow_rows16 16 512x64 host.forward 0.240879
PRICE optskip_noshadow_rows16 16 512x64 host.forward 0.331672
PRICE optskip_noshadow_rows16 16 512x64 host.forward 0.323752
PRICE optskip_noshadow_rows16 16 512x64 host.backward 0.481358
PRICE optskip_noshadow_rows16 16 512x64 host.backward 0.466537
PRICE optskip_noshadow_rows16 16 512x64 host.backward 0.477217
PRICE optskip_noshadow_rows16 16 2048x512 kernel.forward 0.065663
PRICE optskip_noshadow_rows16 16 2048x512 kernel.forward 0.065492
PRICE optskip_noshadow_rows16 16 2048x512 kernel.forward 0.065402
PRICE optskip_noshadow_rows16 16 2048x512 kernel.forward 0.065613
PRICE optskip_noshadow_rows16 16 2048x512 kernel.forward 0.065362
PRICE optskip_noshadow_rows16 16 2048x512 kernel.forward 0.065733
PRICE optskip_noshadow_rows16 16 2048x512 kernel.forward 0.065332
PRICE optskip_noshadow_rows16 16 2048x512 kernel.backward 0.063522
PRICE optskip_noshadow_rows16 16 2048x512 kernel.backward 0.063113
PRICE optskip_noshadow_rows16 16 2048x512 kernel.backward 0.063712
PRICE optskip_noshadow_rows16 16 2048x512 kernel.backward 0.063852
PRICE optskip_noshadow_rows16 16 2048x512 kernel.backward 0.063252
PRICE optskip_noshadow_rows16 16 2048x512 kernel.backward 0.062942
PRICE optskip_noshadow_rows16 16 2048x512 kernel.backward 0.063022
PRICE optskip_noshadow_rows16 16 2048x512 host.forward 1.86777
PRICE optskip_noshadow_rows16 16 2048x512 host.forward 1.889171
PRICE optskip_noshadow_rows16 16 2048x512 host.forward 1.89786
PRICE optskip_noshadow_rows16 16 2048x512 host.backward 3.879004
PRICE optskip_noshadow_rows16 16 2048x512 host.backward 3.901125
PRICE optskip_noshadow_rows16 16 2048x512 host.backward 3.897565
PRICE optskip_noshadow_rows16 16 8192x768 kernel.forward 0.222939
PRICE optskip_noshadow_rows16 16 8192x768 kernel.forward 0.223858
PRICE optskip_noshadow_rows16 16 8192x768 kernel.forward 0.223859
PRICE optskip_noshadow_rows16 16 8192x768 kernel.forward 0.223428
PRICE optskip_noshadow_rows16 16 8192x768 kernel.forward 0.224689
PRICE optskip_noshadow_rows16 16 8192x768 kernel.forward 0.225668
PRICE optskip_noshadow_rows16 16 8192x768 kernel.forward 0.223509
PRICE optskip_noshadow_rows16 16 8192x768 kernel.backward 0.306831
PRICE optskip_noshadow_rows16 16 8192x768 kernel.backward 0.309142
PRICE optskip_noshadow_rows16 16 8192x768 kernel.backward 0.307531
PRICE optskip_noshadow_rows16 16 8192x768 kernel.backward 0.309762
PRICE optskip_noshadow_rows16 16 8192x768 kernel.backward 0.312932
PRICE optskip_noshadow_rows16 16 8192x768 kernel.backward 0.312672
PRICE optskip_noshadow_rows16 16 8192x768 kernel.backward 0.311952
PRICE optskip_noshadow_rows16 16 8192x768 host.forward 9.447951
PRICE optskip_noshadow_rows16 16 8192x768 host.forward 9.668109
PRICE optskip_noshadow_rows16 16 8192x768 host.forward 9.174062
PRICE optskip_noshadow_rows16 16 8192x768 host.backward 18.165526
PRICE optskip_noshadow_rows16 16 8192x768 host.backward 18.414895
PRICE optskip_noshadow_rows16 16 8192x768 host.backward 18.394174
PRICE optskip_noshadow_rows16 16 32768x768 kernel.forward 1.187854
PRICE optskip_noshadow_rows16 16 32768x768 kernel.forward 1.189074
PRICE optskip_noshadow_rows16 16 32768x768 kernel.forward 1.188014
PRICE optskip_noshadow_rows16 16 32768x768 kernel.forward 1.185804
PRICE optskip_noshadow_rows16 16 32768x768 kernel.forward 1.183144
PRICE optskip_noshadow_rows16 16 32768x768 kernel.forward 1.189134
PRICE optskip_noshadow_rows16 16 32768x768 kernel.forward 1.180884
PRICE optskip_noshadow_rows16 16 32768x768 kernel.backward 1.658952
PRICE optskip_noshadow_rows16 16 32768x768 kernel.backward 1.657751
PRICE optskip_noshadow_rows16 16 32768x768 kernel.backward 1.656632
PRICE optskip_noshadow_rows16 16 32768x768 kernel.backward 1.659632
PRICE optskip_noshadow_rows16 16 32768x768 kernel.backward 1.659092
PRICE optskip_noshadow_rows16 16 32768x768 kernel.backward 1.657282
PRICE optskip_noshadow_rows16 16 32768x768 kernel.backward 1.655412
