ARM optskip_noshadow_rows16 rows 16 mode IDENTICAL
PRICE optskip_noshadow_rows16 16 512x64 kernel.forward 0.015241
PRICE optskip_noshadow_rows16 16 512x64 kernel.forward 0.014751
PRICE optskip_noshadow_rows16 16 512x64 kernel.forward 0.014361
PRICE optskip_noshadow_rows16 16 512x64 kernel.forward 0.01448
PRICE optskip_noshadow_rows16 16 512x64 kernel.forward 0.014271
PRICE optskip_noshadow_rows16 16 512x64 kernel.forward 0.014391
PRICE optskip_noshadow_rows16 16 512x64 kernel.forward 0.01451
PRICE optskip_noshadow_rows16 16 512x64 kernel.backward 0.038641
PRICE optskip_noshadow_rows16 16 512x64 kernel.backward 0.040041
PRICE optskip_noshadow_rows16 16 512x64 kernel.backward 0.034512
PRICE optskip_noshadow_rows16 16 512x64 kernel.backward 0.033691
PRICE optskip_noshadow_rows16 16 512x64 kernel.backward 0.033722
PRICE optskip_noshadow_rows16 16 512x64 kernel.backward 0.033321
PRICE optskip_noshadow_rows16 16 512x64 kernel.backward 0.033331
PRICE optskip_noshadow_rows16 16 512x64 host.forward 0.24664
PRICE optskip_noshadow_rows16 16 512x64 host.forward 0.354463
PRICE optskip_noshadow_rows16 16 512x64 host.forward 0.347413
PRICE optskip_noshadow_rows16 16 512x64 host.backward 0.497298
PRICE optskip_noshadow_rows16 16 512x64 host.backward 0.499989
PRICE optskip_noshadow_rows16 16 512x64 host.backward 0.489559
PRICE optskip_noshadow_rows16 16 2048x512 kernel.forward 0.066243
PRICE optskip_noshadow_rows16 16 2048x512 kernel.forward 0.065793
PRICE optskip_noshadow_rows16 16 2048x512 kernel.forward 0.065482
PRICE optskip_noshadow_rows16 16 2048x512 kernel.forward 0.065472
PRICE optskip_noshadow_rows16 16 2048x512 kernel.forward 0.065353
PRICE optskip_noshadow_rows16 16 2048x512 kernel.forward 0.065542
PRICE optskip_noshadow_rows16 16 2048x512 kernel.forward 0.065713
PRICE optskip_noshadow_rows16 16 2048x512 kernel.backward 0.064133
PRICE optskip_noshadow_rows16 16 2048x512 kernel.backward 0.063762
PRICE optskip_noshadow_rows16 16 2048x512 kernel.backward 0.063822
PRICE optskip_noshadow_rows16 16 2048x512 kernel.backward 0.064312
PRICE optskip_noshadow_rows16 16 2048x512 kernel.backward 0.064532
PRICE optskip_noshadow_rows16 16 2048x512 kernel.backward 0.063553
PRICE optskip_noshadow_rows16 16 2048x512 kernel.backward 0.063172
PRICE optskip_noshadow_rows16 16 2048x512 host.forward 1.841798
PRICE optskip_noshadow_rows16 16 2048x512 host.forward 1.906491
PRICE optskip_noshadow_rows16 16 2048x512 host.forward 1.89742
PRICE optskip_noshadow_rows16 16 2048x512 host.backward 3.867363
PRICE optskip_noshadow_rows16 16 2048x512 host.backward 3.865874
PRICE optskip_noshadow_rows16 16 2048x512 host.backward 3.931166
PRICE optskip_noshadow_rows16 16 8192x768 kernel.forward 0.223078
PRICE optskip_noshadow_rows16 16 8192x768 kernel.forward 0.220808
PRICE optskip_noshadow_rows16 16 8192x768 kernel.forward 0.220908
PRICE optskip_noshadow_rows16 16 8192x768 kernel.forward 0.221869
PRICE optskip_noshadow_rows16 16 8192x768 kernel.forward 0.222198
PRICE optskip_noshadow_rows16 16 8192x768 kernel.forward 0.221998
PRICE optskip_noshadow_rows16 16 8192x768 kernel.forward 0.220849
PRICE optskip_noshadow_rows16 16 8192x768 kernel.backward 0.356283
PRICE optskip_noshadow_rows16 16 8192x768 kernel.backward 0.356614
PRICE optskip_noshadow_rows16 16 8192x768 kernel.backward 0.357843
PRICE optskip_noshadow_rows16 16 8192x768 kernel.backward 0.357414
PRICE optskip_noshadow_rows16 16 8192x768 kernel.backward 0.357913
PRICE optskip_noshadow_rows16 16 8192x768 kernel.backward 0.356504
PRICE optskip_noshadow_rows16 16 8192x768 kernel.backward 0.358553
PRICE optskip_noshadow_rows16 16 8192x768 host.forward 8.993615
PRICE optskip_noshadow_rows16 16 8192x768 host.forward 9.239244
PRICE optskip_noshadow_rows16 16 8192x768 host.forward 9.164171
PRICE optskip_noshadow_rows16 16 8192x768 host.backward 18.509829
PRICE optskip_noshadow_rows16 16 8192x768 host.backward 17.825843
PRICE optskip_noshadow_rows16 16 8192x768 host.backward 17.941417
PRICE optskip_noshadow_rows16 16 32768x768 kernel.forward 1.186944
PRICE optskip_noshadow_rows16 16 32768x768 kernel.forward 1.179074
PRICE optskip_noshadow_rows16 16 32768x768 kernel.forward 1.188604
PRICE optskip_noshadow_rows16 16 32768x768 kernel.forward 1.189175
PRICE optskip_noshadow_rows16 16 32768x768 kernel.forward 1.183184
PRICE optskip_noshadow_rows16 16 32768x768 kernel.forward 1.196544
PRICE optskip_noshadow_rows16 16 32768x768 kernel.forward 1.185945
PRICE optskip_noshadow_rows16 16 32768x768 kernel.backward 1.631031
PRICE optskip_noshadow_rows16 16 32768x768 kernel.backward 1.620441
PRICE optskip_noshadow_rows16 16 32768x768 kernel.backward 1.62176
PRICE optskip_noshadow_rows16 16 32768x768 kernel.backward 1.616481
PRICE optskip_noshadow_rows16 16 32768x768 kernel.backward 1.62039
PRICE optskip_noshadow_rows16 16 32768x768 kernel.backward 1.61957
PRICE optskip_noshadow_rows16 16 32768x768 kernel.backward 1.62316
