"Name","Calls","TotalDurationNs","AverageNs","Percentage","MinNs","MaxNs","StdDev"
"extratrees_ported_decisiontree6A6A6A6A_04434e2786233cb9",286,8792120065,30741678.548951,51.71,3799750,342711875,63507981.999173
"extratrees_ported_decisiontree6A6A6A6A_4ebbbad78e59a0b7",474,8071827546,17029172.037975,47.48,6520,335944677,48231362.675080
"extratrees_ported_decisiontree6A6A6A6A_2d5f8fe95fb9641d",286,24804105,86727.639860,0.1459,12160,99880,15348.087824
"__amd_rocclr_copyBuffer",5250,23526480,4481.234286,0.1384,1200,40800,1272.527540
"extratrees_ported_decisiontree6A6A6A6A_f054e513a6aceab4",286,22480201,78602.101399,0.1322,14400,698719,89545.281603
"extratrees_ported_decisiontree6A6A6A6A_bbd1706c651b6f7a",286,21219079,74192.583916,0.1248,16360,640439,77456.720672
"extratrees_ported_decisiontree6A6A6A6A_329a4e6d705a998a",286,12488520,43666.153846,0.0735,26520,47200,3785.268383
"extratrees_ported_decisiontree6A6A6A6A_1bfb8113fef77e16",286,7241662,25320.496503,0.0426,5200,272480,43693.710496
"__amd_rocclr_fillBufferAligned",1054,5307471,5035.551233,0.0312,3960,24480,2152.034278
"extratrees_ported_decisiontree6A6A6A6A_cb09cb9121de6afc",286,3963475,13858.304196,0.0233,4080,70361,12423.508212
"extratrees_ported_decisiontree6A6A6A6A_b885a1ff67cfa1f5",474,3332513,7030.618143,0.0196,4080,26360,2818.251106
"extratrees_ported_decisiontree6A6A6A6A_2b79237f263b504f",2,2783511,1391755.500000,0.0164,1150756,1632755,340824.761425
"extratrees_ported_decisiontree6A6A6A6A_5aee4290147ac7a3",474,2248875,4744.462025,0.0132,3840,5040,152.975615
"extratrees_ported_decisiontree6A6A6A6A_1b00ae08b1b84291",286,1852357,6476.772727,0.0109,4560,29440,4590.714681
"extratrees_ported_decisiontree6A6A6A6A_f398b0b9c9cfa517",286,1646155,5755.786713,9.682e-03,4680,18200,3257.298314
"extratrees_ported_decisiontree6A6A6A6A_dd94670477df3753",474,1628440,3435.527426,9.578e-03,1200,6200,1335.355713
"extratrees_ported_decisiontree6A6A6A6A_b93721a4549bd7fc",286,1591933,5566.199301,9.363e-03,4200,18080,1882.628192
"extratrees_ported_decisiontree6A6A6A6A_11c9649934bf8c9c",286,1451855,5076.416084,8.539e-03,4760,6240,224.845908
"extratrees_ported_decisiontree6A6A6A6A_7629de937fd59af7",2,388119,194059.500000,2.283e-03,131799,256320,88049.643500
