lowbit	0	17s	expected=pass	held=yes
lowbit-force-flat	0	12s	expected=pass	held=yes
lowbit-sabotage	1	12s	expected=fail	held=yes
lowbit-host-sabotage	1	12s	expected=fail	held=yes
