create (POST to ssh up)	25
arm (on-pod watchdog)	7
stage (source + R2 URL maps)	48
env (pixi binary + envs)	12
build (host bindings)	104
run (command)	19
create to first result (POST to command end)	217
cache upload (misses only)	0
fetch	2
teardown (DELETE to verified gone)	3
billed (POST to verified gone)	244
spend	$0.0163 at $0.24/hr
