lane	mode	round	seconds	hash
gbdt	FAST	1	6.748168	55d4481128b8b268
gbdt	IDENTICAL	1	7.470796	edde9bd742ac76f3
gbdt	FAST	2	6.424104	55d4481128b8b268
gbdt	IDENTICAL	2	8.04773	edde9bd742ac76f3
gbdt	FAST	3	7.26351	55d4481128b8b268
gbdt	IDENTICAL	3	7.922052	edde9bd742ac76f3
gbdt	FAST	4	7.29158	55d4481128b8b268
gbdt	IDENTICAL	4	7.848209	edde9bd742ac76f3
gbdt	FAST	5	7.37971	55d4481128b8b268
gbdt	IDENTICAL	5	8.219599	edde9bd742ac76f3
dbscan	FAST	1	0.624391	9cda87ce5c6b3c85
dbscan	IDENTICAL	1	0.779452	9cda87ce5c6b3c85
dbscan	FAST	2	0.621197	9cda87ce5c6b3c85
dbscan	IDENTICAL	2	0.853215	9cda87ce5c6b3c85
dbscan	FAST	3	0.572363	9cda87ce5c6b3c85
dbscan	IDENTICAL	3	0.805643	9cda87ce5c6b3c85
dbscan	FAST	4	0.621118	9cda87ce5c6b3c85
dbscan	IDENTICAL	4	1.012602	9cda87ce5c6b3c85
dbscan	FAST	5	0.765038	9cda87ce5c6b3c85
dbscan	IDENTICAL	5	0.840081	9cda87ce5c6b3c85
