create (POST to ssh up)	67
arm (on-pod watchdog)	5
stage (source + R2 URL maps)	16
env (pixi binary + envs)	8
build (host bindings)	2
run (command)	41
create to first result (POST to command end)	140
cache upload (misses only)	0
fetch	1
teardown (DELETE to verified gone)	2
billed (POST to verified gone)	159
spend	$0.0106 at $0.24/hr
