0, 0
1, 0
0, 0
1, 0
0, 0
1, 0
0, 0
1, 0
0, 0
1, 0
0, 0
1, 0
0, 0
1, 0
0, 0
1, 0
0, 0
1, 0
0, 0
1, 0
0, 0
1, 0
0, 0
1, 0
0, 0
1, 0
0, 0
1, 0
0, 0
1, 0
0, 0
1, 0
0, 0
1, 0
0, 0
1, 0
0, 0
1, 0
0, 0
1, 0
0, 0
1, 0
0, 0
1, 0
0, 0
1, 0
0, 0
1, 0
0, 0
1, 0
0, 0
1, 0
0, 0
1, 0
0, 0
1, 0
0, 0
1, 0
0, 0
1, 0
0, 0
1, 0
0, 0
1, 0
0, 0
1, 0
0, 0
1, 0
0, 0
1, 0
0, 0
1, 0
0, 0
1, 0
0, 0
1, 0
0, 0
1, 0
0, 0
1, 0
0, 0
1, 0
0, 0
1, 0
0, 0
1, 0
0, 0
1, 0
0, 0
1, 0
0, 0
1, 0
0, 0
1, 0
0, 0
1, 0
0, 0
1, 0
0, 0
1, 0
0, 0
1, 0
0, 0
1, 0
0, 0
1, 0
0, 0
1, 0
0, 0
1, 0
0, 0
1, 0
0, 0
1, 0
0, 0
1, 0
0, 0
1, 0
0, 0
1, 0
0, 0
1, 0
0, 0
1, 0
0, 0
1, 0
0, 0
1, 0
0, 0
1, 0
0, 0
1, 0
0, 0
1, 0
0, 0
1, 0
0, 0
1, 0
0, 0
1, 0
0, 0
1, 0
0, 0
1, 0
0, 0
1, 0
0, 0
1, 0
0, 0
1, 0
0, 0
1, 0
0, 0
1, 0
0, 0
1, 0
0, 0
1, 0
0, 0
1, 0
0, 0
1, 0
0, 0
1, 0
0, 0
1, 0
0, 0
1, 0
0, 0
1, 0
0, 0
1, 0
0, 0
1, 0
0, 0
1, 0
0, 0
1, 0
0, 0
1, 0
0, 0
1, 0
0, 0
1, 0
0, 0
1, 0
0, 0
1, 0
0, 0
1, 0
0, 0
1, 0
0, 0
1, 0
0, 0
1, 0
0, 0
1, 0
0, 0
1, 0
0, 0
1, 0
0, 0
1, 0
0, 0
1, 0
0, 0
1, 0
0, 0
1, 0
0, 0
1, 0
0, 0
1, 0
0, 0
1, 0
0, 0
1, 0
0, 0
1, 0
0, 0
1, 0
0, 0
1, 0
0, 0
1, 0
0, 0
1, 0
0, 0
1, 0
0, 0
1, 0
0, 0
1, 0
0, 0
1, 0
0, 0
1, 0
0, 0
1, 0
0, 0
1, 0
0, 0
1, 0
0, 0
1, 0
0, 0
1, 0
0, 0
1, 0
0, 0
1, 0
0, 0
1, 0
0, 0
1, 0
0, 0
1, 0
0, 0
1, 0
0, 0
1, 0
0, 0
1, 0
0, 0
1, 0
0, 0
1, 0
0, 0
1, 0
0, 0
1, 0
0, 0
1, 0
0, 0
1, 0
0, 0
1, 0
0, 2
1, 1
0, 4
1, 1
0, 22
1, 4
0, 785
1, 4
0, 785
1, 4
0, 787
1, 23
0, 787
1, 787
0, 787
1, 787
0, 789
1, 789
0, 1301
1, 789
0, 2325
1, 789
0, 2837
1, 789
0, 3861
1, 789
0, 4885
1, 789
0, 5397
1, 789
0, 6421
1, 789
0, 7189
1, 789
0, 7957
1, 789
0, 7957
1, 1813
0, 7957
1, 2325
0, 7957
1, 3349
0, 7957
1, 4373
0, 7957
1, 4885
0, 7957
1, 5909
0, 7957
1, 6933
0, 7957
1, 7445
0, 7957
1, 7957
0, 8213
1, 7957
0, 8213
1, 7957
0, 8981
1, 7957
0, 8981
1, 7957
0, 9237
1, 7957
0, 9749
1, 7957
0, 10005
1, 7957
0, 10005
1, 7957
0, 10005
1, 7957
0, 10773
1, 7957
0, 10773
1, 7957
0, 11029
1, 7957
0, 11541
1, 7957
0, 11797
1, 7957
0, 11797
1, 7957
0, 12565
1, 7957
0, 12565
1, 7957
0, 12565
1, 7957
0, 12821
1, 7957
0, 13589
1, 7957
0, 13589
1, 7957
0, 13845
1, 7957
0, 14357
1, 7957
0, 14613
1, 7957
0, 14613
1, 7957
0, 14613
1, 7957
0, 15381
1, 7957
0, 15381
1, 7957
0, 15637
1, 7957
0, 16149
1, 7957
0, 16149
1, 7957
0, 16405
1, 7957
0, 16405
1, 7957
0, 17173
1, 7957
0, 17173
1, 7957
0, 17429
1, 7957
0, 17941
1, 7957
0, 18197
