0, 0
1, 0
0, 0
1, 0
0, 0
1, 0
0, 0
1, 0
0, 0
1, 0
0, 0
1, 0
0, 0
1, 0
0, 0
1, 0
0, 0
1, 0
0, 0
1, 0
0, 0
1, 0
0, 0
1, 0
0, 0
1, 0
0, 0
1, 0
0, 0
1, 0
0, 0
1, 0
0, 0
1, 0
0, 0
1, 0
0, 0
1, 0
0, 0
1, 0
0, 0
1, 0
0, 0
1, 0
0, 0
1, 0
0, 0
1, 0
0, 0
1, 0
0, 0
1, 0
0, 0
1, 0
0, 0
1, 0
0, 0
1, 0
0, 0
1, 0
0, 0
1, 0
0, 0
1, 0
0, 0
1, 0
0, 0
1, 0
0, 0
1, 0
0, 0
1, 0
0, 0
1, 0
0, 0
1, 0
0, 0
1, 0
0, 0
1, 0
0, 0
1, 0
0, 0
1, 0
0, 0
1, 0
0, 0
1, 0
0, 0
1, 0
0, 0
1, 0
0, 0
1, 0
0, 0
1, 0
0, 0
1, 0
0, 0
1, 0
0, 0
1, 0
0, 0
1, 0
0, 0
1, 0
0, 0
1, 0
0, 0
1, 0
0, 0
1, 0
0, 0
1, 0
0, 0
1, 0
0, 0
1, 0
0, 0
1, 0
0, 0
1, 0
0, 0
1, 0
0, 0
1, 0
0, 0
1, 0
0, 0
1, 0
0, 0
1, 0
0, 0
1, 0
0, 0
1, 0
0, 0
1, 0
0, 0
1, 0
0, 0
1, 0
0, 0
1, 0
0, 0
1, 0
0, 0
1, 0
0, 0
1, 0
0, 0
1, 0
0, 0
1, 0
0, 0
1, 0
0, 0
1, 0
0, 0
1, 0
0, 0
1, 0
0, 0
1, 0
0, 0
1, 0
0, 0
1, 0
0, 0
1, 0
0, 0
1, 0
0, 0
1, 0
0, 0
1, 0
0, 0
1, 0
0, 0
1, 0
0, 0
1, 0
0, 0
1, 0
0, 0
1, 0
0, 0
1, 0
0, 0
1, 0
0, 0
1, 0
0, 0
1, 0
0, 0
1, 0
0, 0
1, 0
0, 0
1, 0
0, 0
1, 0
0, 0
1, 0
0, 1
1, 1
0, 4
1, 1
0, 4
1, 1
0, 22
1, 4
0, 785
1, 4
0, 785
1, 4
0, 787
1, 4
0, 787
1, 4
0, 787
1, 4
0, 787
1, 4
0, 787
1, 4
0, 787
1, 4
0, 1299
1, 4
0, 1299
1, 4
0, 1299
1, 4
0, 1299
1, 4
0, 1299
1, 4
0, 1299
1, 4
0, 1299
1, 4
0, 1299
1, 4
0, 1299
1, 4
0, 1299
1, 4
0, 1299
1, 4
0, 1299
1, 4
0, 1299
1, 4
0, 1299
1, 4
0, 1299
1, 4
0, 1299
1, 4
0, 1299
1, 4
0, 1299
1, 4
0, 1299
1, 4
0, 2093
1, 4
0, 2093
1, 4
0, 2093
1, 4
0, 2093
1, 4
0, 2093
1, 4
0, 2093
1, 4
0, 2093
1, 4
0, 2093
1, 4
0, 2093
1, 4
0, 2093
1, 4
0, 2093
1, 4
0, 2093
1, 4
0, 2093
1, 4
0, 2093
1, 4
0, 2093
1, 4
0, 2093
1, 4
0, 2093
1, 4
0, 2093
1, 4
0, 2093
1, 4
0, 2093
1, 4
0, 2093
1, 4
0, 2093
1, 4
0, 2093
1, 4
0, 2093
1, 4
0, 2093
1, 4
0, 2093
1, 4
0, 2093
1, 4
0, 2093
1, 4
0, 2093
1, 4
0, 2093
1, 4
0, 2093
1, 4
0, 2093
1, 4
0, 2093
1, 4
0, 2093
1, 4
0, 2093
1, 4
0, 2093
1, 4
0, 2093
1, 4
0, 2093
1, 4
0, 2093
1, 4
0, 2093
1, 4
0, 2093
1, 4
0, 2093
1, 4
0, 2093
1, 4
0, 2093
1, 4
0, 2093
1, 4
0, 2093
1, 4
0, 2093
1, 4
0, 2093
1, 4
0, 2093
1, 4
0, 2093
1, 4
0, 2093
1, 4
0, 2093
1, 4
0, 2093
1, 4
0, 2093
1, 4
0, 2093
1, 4
0, 2093
1, 4
0, 2093
1, 4
0, 2093
1, 4
0, 2093
1, 4
0, 2093
1, 4
0, 2093
1, 4
0, 2093
1, 4
0, 2112
1, 4
0, 2621
1, 4
0, 2621
1, 4
0, 2621
1, 23
0, 2621
1, 531
0, 2621
1, 531
0, 2621
1, 531
0, 2093
1, 4
0, 2093
1, 4
0, 2093
