create (POST to ssh up)	135
arm (on-pod watchdog)	8
stage (source + R2 URL maps)	135
env (pixi binary + envs)	14
build (host bindings)	15
run (command)	3831
create to first result (POST to command end)	4140
cache upload (misses only)	0
fetch	1
teardown (DELETE to verified gone)	1
billed (POST to verified gone)	4159
spend	$0.5083 at $0.44/hr
