create (POST to ssh up)	15
arm (on-pod watchdog)	7
stage (source + R2 URL maps)	21
env (pixi binary + envs)	9
build (host bindings)	2
run (command)	129
create to first result (POST to command end)	184
cache upload (misses only)	0
fetch	4
teardown (DELETE to verified gone)	1
billed (POST to verified gone)	203
spend	$0.0158 at $0.28/hr
