NOTE: --lanes scopes this diff to 4 lane(s); 0 other lane(s) the JSONs carry are not compared
NOTE: column cpu-amd-epyc-9754-128-core-processor is a CPU column: cpu_model='AMD EPYC 9754 128-Core Processor' column=cpu families=['_mojolearn_embedding_host', '_mojolearn_embedding_infer_host', '_mojolearn_ivf_host', '_mojolearn_ivf_search_host'] commit=fa0e8ccb2f28638d7326aee5beb928aea39a1d9b
| lane/fixture                 | verdict    | arm64            | nvidia-nvidia-h100-80gb-hbm3-sm_90a | amd-gfx942       | apple-m4         | nvidia-nvidia-h100-80gb-hbm3-sm_90a | amd-gfx942       | arm64            | cpu-amd-epyc-9754-128-core-processor |
|------------------------------|------------|------------------|------------------|------------------|------------------|------------------|------------------|------------------|------------------|
| embedding-sort/base          | IDENTICAL x5 | (not run)        | (not run)        | (not run)        | bcc23cf76ecd9bd0 | bcc23cf76ecd9bd0 | bcc23cf76ecd9bd0 | bcc23cf76ecd9bd0 | bcc23cf76ecd9bd0 |
| embedding-sort/denormal      | IDENTICAL x5 | (not run)        | (not run)        | (not run)        | 59595db92ff1929f | 59595db92ff1929f | 59595db92ff1929f | 59595db92ff1929f | 59595db92ff1929f |
| embedding-sort/denormal_ftz  | IDENTICAL x5 | (not run)        | (not run)        | (not run)        | 34cb2f8df00e959f | 34cb2f8df00e959f | 34cb2f8df00e959f | 34cb2f8df00e959f | 34cb2f8df00e959f |
| embedding-sort/dupes         | IDENTICAL x5 | (not run)        | (not run)        | (not run)        | 7dfca2bcb83ca2c2 | 7dfca2bcb83ca2c2 | 7dfca2bcb83ca2c2 | 7dfca2bcb83ca2c2 | 7dfca2bcb83ca2c2 |
| embedding-sort/hashed        | IDENTICAL x5 | (not run)        | (not run)        | (not run)        | fe5303d0bf6e8147 | fe5303d0bf6e8147 | fe5303d0bf6e8147 | fe5303d0bf6e8147 | fe5303d0bf6e8147 |
| embedding-sort/negative      | IDENTICAL x5 | (not run)        | (not run)        | (not run)        | b2593a24638e509d | b2593a24638e509d | b2593a24638e509d | b2593a24638e509d | b2593a24638e509d |
| embedding-sort/odd           | IDENTICAL x5 | (not run)        | (not run)        | (not run)        | bcc23cf76ecd9bd0 | bcc23cf76ecd9bd0 | bcc23cf76ecd9bd0 | bcc23cf76ecd9bd0 | bcc23cf76ecd9bd0 |
| embedding-sort/ties          | IDENTICAL x5 | (not run)        | (not run)        | (not run)        | 92011ef4bbaedb43 | 92011ef4bbaedb43 | 92011ef4bbaedb43 | 92011ef4bbaedb43 | 92011ef4bbaedb43 |
| embedding-sort/wide          | IDENTICAL x5 | (not run)        | (not run)        | (not run)        | ff761f415109a2ba | ff761f415109a2ba | ff761f415109a2ba | ff761f415109a2ba | ff761f415109a2ba |
| embedding/base               | IDENTICAL x5 | (not run)        | (not run)        | (not run)        | bcc23cf76ecd9bd0 | bcc23cf76ecd9bd0 | bcc23cf76ecd9bd0 | bcc23cf76ecd9bd0 | bcc23cf76ecd9bd0 |
| embedding/denormal           | IDENTICAL x5 | (not run)        | (not run)        | (not run)        | 59595db92ff1929f | 59595db92ff1929f | 59595db92ff1929f | 59595db92ff1929f | 59595db92ff1929f |
| embedding/denormal_ftz       | IDENTICAL x5 | (not run)        | (not run)        | (not run)        | 34cb2f8df00e959f | 34cb2f8df00e959f | 34cb2f8df00e959f | 34cb2f8df00e959f | 34cb2f8df00e959f |
| embedding/dupes              | IDENTICAL x5 | (not run)        | (not run)        | (not run)        | 7dfca2bcb83ca2c2 | 7dfca2bcb83ca2c2 | 7dfca2bcb83ca2c2 | 7dfca2bcb83ca2c2 | 7dfca2bcb83ca2c2 |
| embedding/hashed             | IDENTICAL x5 | (not run)        | (not run)        | (not run)        | fe5303d0bf6e8147 | fe5303d0bf6e8147 | fe5303d0bf6e8147 | fe5303d0bf6e8147 | fe5303d0bf6e8147 |
| embedding/negative           | IDENTICAL x5 | (not run)        | (not run)        | (not run)        | b2593a24638e509d | b2593a24638e509d | b2593a24638e509d | b2593a24638e509d | b2593a24638e509d |
| embedding/odd                | IDENTICAL x5 | (not run)        | (not run)        | (not run)        | bcc23cf76ecd9bd0 | bcc23cf76ecd9bd0 | bcc23cf76ecd9bd0 | bcc23cf76ecd9bd0 | bcc23cf76ecd9bd0 |
| embedding/ties               | IDENTICAL x5 | (not run)        | (not run)        | (not run)        | 92011ef4bbaedb43 | 92011ef4bbaedb43 | 92011ef4bbaedb43 | 92011ef4bbaedb43 | 92011ef4bbaedb43 |
| embedding/wide               | IDENTICAL x5 | (not run)        | (not run)        | (not run)        | ff761f415109a2ba | ff761f415109a2ba | ff761f415109a2ba | ff761f415109a2ba | ff761f415109a2ba |
| ivf-euclidean/base           | IDENTICAL x5 | c96b7d6a7ed08e9b | c96b7d6a7ed08e9b | c96b7d6a7ed08e9b | (not run)        | (not run)        | (not run)        | c96b7d6a7ed08e9b | c96b7d6a7ed08e9b |
| ivf-euclidean/denormal       | IDENTICAL x5 | bc555903de75c40e | bc555903de75c40e | bc555903de75c40e | (not run)        | (not run)        | (not run)        | bc555903de75c40e | bc555903de75c40e |
| ivf-euclidean/denormal_ftz   | IDENTICAL x5 | bc555903de75c40e | bc555903de75c40e | bc555903de75c40e | (not run)        | (not run)        | (not run)        | bc555903de75c40e | bc555903de75c40e |
| ivf-euclidean/dupes          | IDENTICAL x5 | eb269ad65df502ed | eb269ad65df502ed | eb269ad65df502ed | (not run)        | (not run)        | (not run)        | eb269ad65df502ed | eb269ad65df502ed |
| ivf-euclidean/hashed         | IDENTICAL x5 | cdff352d363caa07 | cdff352d363caa07 | cdff352d363caa07 | (not run)        | (not run)        | (not run)        | cdff352d363caa07 | cdff352d363caa07 |
| ivf-euclidean/negative       | IDENTICAL x5 | db3db68bcb7ef398 | db3db68bcb7ef398 | db3db68bcb7ef398 | (not run)        | (not run)        | (not run)        | db3db68bcb7ef398 | db3db68bcb7ef398 |
| ivf-euclidean/odd            | IDENTICAL x5 | ec9020ff5b2a6c07 | ec9020ff5b2a6c07 | ec9020ff5b2a6c07 | (not run)        | (not run)        | (not run)        | ec9020ff5b2a6c07 | ec9020ff5b2a6c07 |
| ivf-euclidean/ties           | IDENTICAL x5 | 2167394d0c80cc41 | 2167394d0c80cc41 | 2167394d0c80cc41 | (not run)        | (not run)        | (not run)        | 2167394d0c80cc41 | 2167394d0c80cc41 |
| ivf-euclidean/wide           | IDENTICAL x5 | d62c258ac8282595 | d62c258ac8282595 | d62c258ac8282595 | (not run)        | (not run)        | (not run)        | d62c258ac8282595 | d62c258ac8282595 |
| ivf/base                     | IDENTICAL x5 | e14f27972422d4e0 | e14f27972422d4e0 | e14f27972422d4e0 | (not run)        | (not run)        | (not run)        | e14f27972422d4e0 | e14f27972422d4e0 |
| ivf/denormal                 | IDENTICAL x5 | dc905d6cb32046d8 | dc905d6cb32046d8 | dc905d6cb32046d8 | (not run)        | (not run)        | (not run)        | dc905d6cb32046d8 | dc905d6cb32046d8 |
| ivf/denormal_ftz             | IDENTICAL x5 | dc905d6cb32046d8 | dc905d6cb32046d8 | dc905d6cb32046d8 | (not run)        | (not run)        | (not run)        | dc905d6cb32046d8 | dc905d6cb32046d8 |
| ivf/dupes                    | IDENTICAL x5 | c9eaf39f6e83e625 | c9eaf39f6e83e625 | c9eaf39f6e83e625 | (not run)        | (not run)        | (not run)        | c9eaf39f6e83e625 | c9eaf39f6e83e625 |
| ivf/hashed                   | IDENTICAL x5 | 6c061012dc979df5 | 6c061012dc979df5 | 6c061012dc979df5 | (not run)        | (not run)        | (not run)        | 6c061012dc979df5 | 6c061012dc979df5 |
| ivf/negative                 | IDENTICAL x5 | 9a7f19689600453e | 9a7f19689600453e | 9a7f19689600453e | (not run)        | (not run)        | (not run)        | 9a7f19689600453e | 9a7f19689600453e |
| ivf/odd                      | IDENTICAL x5 | 26b26d7e4be5c50a | 26b26d7e4be5c50a | 26b26d7e4be5c50a | (not run)        | (not run)        | (not run)        | 26b26d7e4be5c50a | 26b26d7e4be5c50a |
| ivf/ties                     | IDENTICAL x5 | b9d8790b40b5a6ac | b9d8790b40b5a6ac | b9d8790b40b5a6ac | (not run)        | (not run)        | (not run)        | b9d8790b40b5a6ac | b9d8790b40b5a6ac |
| ivf/wide                     | IDENTICAL x5 | 8ee39ab9ae510966 | 8ee39ab9ae510966 | 8ee39ab9ae510966 | (not run)        | (not run)        | (not run)        | 8ee39ab9ae510966 | 8ee39ab9ae510966 |

summary: IDENTICAL=36

| lane/fixture                 | column | verdict      | arm64            | nvidia-nvidia-h100-80gb-hbm3-sm_90a | amd-gfx942       | apple-m4         | nvidia-nvidia-h100-80gb-hbm3-sm_90a | amd-gfx942       | arm64            | cpu-amd-epyc-9754-128-core-processor |
|------------------------------|--------|--------------|------------------|------------------|------------------|------------------|------------------|------------------|------------------|------------------|
| embedding-sort/base          | infer  | IDENTICAL x5 | (not run)        | (not run)        | (not run)        | 9532e67b65b07c0b | 9532e67b65b07c0b | 9532e67b65b07c0b | 9532e67b65b07c0b | 9532e67b65b07c0b |
| embedding-sort/base          | model  | N/A          | (not run)        | (not run)        | (not run)        | n/a:no-save      | n/a:no-save      | n/a:no-save      | n/a:input-table  | n/a:input-table  |
| embedding-sort/base          | batch  | IDENTICAL x5 | (not run)        | (not run)        | (not run)        | aed4235f48398286 | aed4235f48398286 | aed4235f48398286 | aed4235f48398286 | aed4235f48398286 |
| embedding-sort/denormal      | infer  | IDENTICAL x5 | (not run)        | (not run)        | (not run)        | d0c81bcb36e8ac05 | d0c81bcb36e8ac05 | d0c81bcb36e8ac05 | d0c81bcb36e8ac05 | d0c81bcb36e8ac05 |
| embedding-sort/denormal      | model  | N/A          | (not run)        | (not run)        | (not run)        | n/a:no-save      | n/a:no-save      | n/a:no-save      | n/a:input-table  | n/a:input-table  |
| embedding-sort/denormal      | batch  | IDENTICAL x5 | (not run)        | (not run)        | (not run)        | 1d46be5f79dc46ad | 1d46be5f79dc46ad | 1d46be5f79dc46ad | 1d46be5f79dc46ad | 1d46be5f79dc46ad |
| embedding-sort/denormal_ftz  | infer  | IDENTICAL x5 | (not run)        | (not run)        | (not run)        | 9ed8984c16e728bb | 9ed8984c16e728bb | 9ed8984c16e728bb | 9ed8984c16e728bb | 9ed8984c16e728bb |
| embedding-sort/denormal_ftz  | model  | N/A          | (not run)        | (not run)        | (not run)        | n/a:no-save      | n/a:no-save      | n/a:no-save      | n/a:input-table  | n/a:input-table  |
| embedding-sort/denormal_ftz  | batch  | IDENTICAL x5 | (not run)        | (not run)        | (not run)        | 15b6791b83727e32 | 15b6791b83727e32 | 15b6791b83727e32 | 15b6791b83727e32 | 15b6791b83727e32 |
| embedding-sort/dupes         | infer  | IDENTICAL x5 | (not run)        | (not run)        | (not run)        | 6097b151f828645e | 6097b151f828645e | 6097b151f828645e | 6097b151f828645e | 6097b151f828645e |
| embedding-sort/dupes         | model  | N/A          | (not run)        | (not run)        | (not run)        | n/a:no-save      | n/a:no-save      | n/a:no-save      | n/a:input-table  | n/a:input-table  |
| embedding-sort/dupes         | batch  | IDENTICAL x5 | (not run)        | (not run)        | (not run)        | 87cc2100c8487475 | 87cc2100c8487475 | 87cc2100c8487475 | 87cc2100c8487475 | 87cc2100c8487475 |
| embedding-sort/hashed        | infer  | IDENTICAL x5 | (not run)        | (not run)        | (not run)        | e69443c9c64a170e | e69443c9c64a170e | e69443c9c64a170e | e69443c9c64a170e | e69443c9c64a170e |
| embedding-sort/hashed        | model  | N/A          | (not run)        | (not run)        | (not run)        | n/a:no-save      | n/a:no-save      | n/a:no-save      | n/a:input-table  | n/a:input-table  |
| embedding-sort/hashed        | batch  | IDENTICAL x5 | (not run)        | (not run)        | (not run)        | 607b839f338610b4 | 607b839f338610b4 | 607b839f338610b4 | 607b839f338610b4 | 607b839f338610b4 |
| embedding-sort/negative      | infer  | IDENTICAL x5 | (not run)        | (not run)        | (not run)        | 06de8cf62a5b291f | 06de8cf62a5b291f | 06de8cf62a5b291f | 06de8cf62a5b291f | 06de8cf62a5b291f |
| embedding-sort/negative      | model  | N/A          | (not run)        | (not run)        | (not run)        | n/a:no-save      | n/a:no-save      | n/a:no-save      | n/a:input-table  | n/a:input-table  |
| embedding-sort/negative      | batch  | IDENTICAL x5 | (not run)        | (not run)        | (not run)        | 6dc8528de4a26793 | 6dc8528de4a26793 | 6dc8528de4a26793 | 6dc8528de4a26793 | 6dc8528de4a26793 |
| embedding-sort/odd           | infer  | IDENTICAL x5 | (not run)        | (not run)        | (not run)        | 9532e67b65b07c0b | 9532e67b65b07c0b | 9532e67b65b07c0b | 9532e67b65b07c0b | 9532e67b65b07c0b |
| embedding-sort/odd           | model  | N/A          | (not run)        | (not run)        | (not run)        | n/a:no-save      | n/a:no-save      | n/a:no-save      | n/a:input-table  | n/a:input-table  |
| embedding-sort/odd           | batch  | IDENTICAL x5 | (not run)        | (not run)        | (not run)        | aed4235f48398286 | aed4235f48398286 | aed4235f48398286 | aed4235f48398286 | aed4235f48398286 |
| embedding-sort/ties          | infer  | IDENTICAL x5 | (not run)        | (not run)        | (not run)        | b2974b34e85e96d7 | b2974b34e85e96d7 | b2974b34e85e96d7 | b2974b34e85e96d7 | b2974b34e85e96d7 |
| embedding-sort/ties          | model  | N/A          | (not run)        | (not run)        | (not run)        | n/a:no-save      | n/a:no-save      | n/a:no-save      | n/a:input-table  | n/a:input-table  |
| embedding-sort/ties          | batch  | IDENTICAL x5 | (not run)        | (not run)        | (not run)        | b0d9ee4cb0d2cc65 | b0d9ee4cb0d2cc65 | b0d9ee4cb0d2cc65 | b0d9ee4cb0d2cc65 | b0d9ee4cb0d2cc65 |
| embedding-sort/wide          | infer  | IDENTICAL x5 | (not run)        | (not run)        | (not run)        | 3da637530f040675 | 3da637530f040675 | 3da637530f040675 | 3da637530f040675 | 3da637530f040675 |
| embedding-sort/wide          | model  | N/A          | (not run)        | (not run)        | (not run)        | n/a:no-save      | n/a:no-save      | n/a:no-save      | n/a:input-table  | n/a:input-table  |
| embedding-sort/wide          | batch  | IDENTICAL x5 | (not run)        | (not run)        | (not run)        | 7772d3b456315c74 | 7772d3b456315c74 | 7772d3b456315c74 | 7772d3b456315c74 | 7772d3b456315c74 |
| embedding/base               | infer  | IDENTICAL x5 | (not run)        | (not run)        | (not run)        | 9532e67b65b07c0b | 9532e67b65b07c0b | 9532e67b65b07c0b | 9532e67b65b07c0b | 9532e67b65b07c0b |
| embedding/base               | model  | N/A          | (not run)        | (not run)        | (not run)        | n/a:no-save      | n/a:no-save      | n/a:no-save      | n/a:input-table  | n/a:input-table  |
| embedding/base               | batch  | IDENTICAL x5 | (not run)        | (not run)        | (not run)        | aed4235f48398286 | aed4235f48398286 | aed4235f48398286 | aed4235f48398286 | aed4235f48398286 |
| embedding/denormal           | infer  | IDENTICAL x5 | (not run)        | (not run)        | (not run)        | d0c81bcb36e8ac05 | d0c81bcb36e8ac05 | d0c81bcb36e8ac05 | d0c81bcb36e8ac05 | d0c81bcb36e8ac05 |
| embedding/denormal           | model  | N/A          | (not run)        | (not run)        | (not run)        | n/a:no-save      | n/a:no-save      | n/a:no-save      | n/a:input-table  | n/a:input-table  |
| embedding/denormal           | batch  | IDENTICAL x5 | (not run)        | (not run)        | (not run)        | 1d46be5f79dc46ad | 1d46be5f79dc46ad | 1d46be5f79dc46ad | 1d46be5f79dc46ad | 1d46be5f79dc46ad |
| embedding/denormal_ftz       | infer  | IDENTICAL x5 | (not run)        | (not run)        | (not run)        | 9ed8984c16e728bb | 9ed8984c16e728bb | 9ed8984c16e728bb | 9ed8984c16e728bb | 9ed8984c16e728bb |
| embedding/denormal_ftz       | model  | N/A          | (not run)        | (not run)        | (not run)        | n/a:no-save      | n/a:no-save      | n/a:no-save      | n/a:input-table  | n/a:input-table  |
| embedding/denormal_ftz       | batch  | IDENTICAL x5 | (not run)        | (not run)        | (not run)        | 15b6791b83727e32 | 15b6791b83727e32 | 15b6791b83727e32 | 15b6791b83727e32 | 15b6791b83727e32 |
| embedding/dupes              | infer  | IDENTICAL x5 | (not run)        | (not run)        | (not run)        | 6097b151f828645e | 6097b151f828645e | 6097b151f828645e | 6097b151f828645e | 6097b151f828645e |
| embedding/dupes              | model  | N/A          | (not run)        | (not run)        | (not run)        | n/a:no-save      | n/a:no-save      | n/a:no-save      | n/a:input-table  | n/a:input-table  |
| embedding/dupes              | batch  | IDENTICAL x5 | (not run)        | (not run)        | (not run)        | 87cc2100c8487475 | 87cc2100c8487475 | 87cc2100c8487475 | 87cc2100c8487475 | 87cc2100c8487475 |
| embedding/hashed             | infer  | IDENTICAL x5 | (not run)        | (not run)        | (not run)        | e69443c9c64a170e | e69443c9c64a170e | e69443c9c64a170e | e69443c9c64a170e | e69443c9c64a170e |
| embedding/hashed             | model  | N/A          | (not run)        | (not run)        | (not run)        | n/a:no-save      | n/a:no-save      | n/a:no-save      | n/a:input-table  | n/a:input-table  |
| embedding/hashed             | batch  | IDENTICAL x5 | (not run)        | (not run)        | (not run)        | 607b839f338610b4 | 607b839f338610b4 | 607b839f338610b4 | 607b839f338610b4 | 607b839f338610b4 |
| embedding/negative           | infer  | IDENTICAL x5 | (not run)        | (not run)        | (not run)        | 06de8cf62a5b291f | 06de8cf62a5b291f | 06de8cf62a5b291f | 06de8cf62a5b291f | 06de8cf62a5b291f |
