NOTE: --lanes scopes this diff to 4 lane(s); 0 other lane(s) the JSONs carry are not compared
NOTE: column cpu-amd-epyc-9754-128-core-processor is a CPU column: cpu_model='AMD EPYC 9754 128-Core Processor' column=cpu families=['_mojolearn_embedding_host', '_mojolearn_embedding_infer_host', '_mojolearn_ivf_host', '_mojolearn_ivf_search_host'] commit=fa0e8ccb2f28638d7326aee5beb928aea39a1d9b
| lane/fixture                 | verdict    | arm64            | nvidia-nvidia-h100-80gb-hbm3-sm_90a | amd-gfx942       | apple-m4         | nvidia-nvidia-h100-80gb-hbm3-sm_90a | amd-gfx942       | arm64            | cpu-amd-epyc-9754-128-core-processor |
|------------------------------|------------|------------------|------------------|------------------|------------------|------------------|------------------|------------------|------------------|
| embedding-sort/base          | DIVERGENT  | parts differ: fwd,dw; agree: dw_nopad | (not run)        | (not run)        | bcc23cf76ecd9bd0 | bcc23cf76ecd9bd0 | bcc23cf76ecd9bd0 | bcc23cf76ecd9bd0 | 481d5531f8f408d8 |
| embedding-sort/denormal      | DIVERGENT  | parts differ: fwd,dw; agree: dw_nopad | (not run)        | (not run)        | 59595db92ff1929f | 59595db92ff1929f | 59595db92ff1929f | 59595db92ff1929f | 1ebeac03f3d7ef42 |
| embedding-sort/denormal_ftz  | DIVERGENT  | parts differ: fwd,dw; agree: dw_nopad | (not run)        | (not run)        | 34cb2f8df00e959f | 34cb2f8df00e959f | 34cb2f8df00e959f | 34cb2f8df00e959f | 84806bc4cd27f4cd |
| embedding-sort/dupes         | DIVERGENT  | parts differ: fwd,dw; agree: dw_nopad | (not run)        | (not run)        | 7dfca2bcb83ca2c2 | 7dfca2bcb83ca2c2 | 7dfca2bcb83ca2c2 | 7dfca2bcb83ca2c2 | 6555977f99ccf657 |
| embedding-sort/hashed        | DIVERGENT  | parts differ: fwd,dw; agree: dw_nopad | (not run)        | (not run)        | fe5303d0bf6e8147 | fe5303d0bf6e8147 | fe5303d0bf6e8147 | fe5303d0bf6e8147 | 0661d21c201b4d83 |
| embedding-sort/negative      | DIVERGENT  | parts differ: fwd,dw; agree: dw_nopad | (not run)        | (not run)        | b2593a24638e509d | b2593a24638e509d | b2593a24638e509d | b2593a24638e509d | 5ee61a2ab32c03a5 |
| embedding-sort/odd           | DIVERGENT  | parts differ: fwd,dw; agree: dw_nopad | (not run)        | (not run)        | bcc23cf76ecd9bd0 | bcc23cf76ecd9bd0 | bcc23cf76ecd9bd0 | bcc23cf76ecd9bd0 | 481d5531f8f408d8 |
| embedding-sort/ties          | DIVERGENT  | parts differ: fwd,dw; agree: dw_nopad | (not run)        | (not run)        | 92011ef4bbaedb43 | 92011ef4bbaedb43 | 92011ef4bbaedb43 | 92011ef4bbaedb43 | 66479621e1e4fc99 |
| embedding-sort/wide          | DIVERGENT  | parts differ: fwd,dw; agree: dw_nopad | (not run)        | (not run)        | ff761f415109a2ba | ff761f415109a2ba | ff761f415109a2ba | ff761f415109a2ba | 44a3e8e8e159c540 |
| embedding/base               | DIVERGENT  | parts differ: fwd,dw; agree: dw_nopad | (not run)        | (not run)        | bcc23cf76ecd9bd0 | bcc23cf76ecd9bd0 | bcc23cf76ecd9bd0 | bcc23cf76ecd9bd0 | 481d5531f8f408d8 |
| embedding/denormal           | DIVERGENT  | parts differ: fwd,dw; agree: dw_nopad | (not run)        | (not run)        | 59595db92ff1929f | 59595db92ff1929f | 59595db92ff1929f | 59595db92ff1929f | 1ebeac03f3d7ef42 |
| embedding/denormal_ftz       | DIVERGENT  | parts differ: fwd,dw; agree: dw_nopad | (not run)        | (not run)        | 34cb2f8df00e959f | 34cb2f8df00e959f | 34cb2f8df00e959f | 34cb2f8df00e959f | 84806bc4cd27f4cd |
| embedding/dupes              | DIVERGENT  | parts differ: fwd,dw; agree: dw_nopad | (not run)        | (not run)        | 7dfca2bcb83ca2c2 | 7dfca2bcb83ca2c2 | 7dfca2bcb83ca2c2 | 7dfca2bcb83ca2c2 | 6555977f99ccf657 |
| embedding/hashed             | DIVERGENT  | parts differ: fwd,dw; agree: dw_nopad | (not run)        | (not run)        | fe5303d0bf6e8147 | fe5303d0bf6e8147 | fe5303d0bf6e8147 | fe5303d0bf6e8147 | 0661d21c201b4d83 |
| embedding/negative           | DIVERGENT  | parts differ: fwd,dw; agree: dw_nopad | (not run)        | (not run)        | b2593a24638e509d | b2593a24638e509d | b2593a24638e509d | b2593a24638e509d | 5ee61a2ab32c03a5 |
| embedding/odd                | DIVERGENT  | parts differ: fwd,dw; agree: dw_nopad | (not run)        | (not run)        | bcc23cf76ecd9bd0 | bcc23cf76ecd9bd0 | bcc23cf76ecd9bd0 | bcc23cf76ecd9bd0 | 481d5531f8f408d8 |
| embedding/ties               | DIVERGENT  | parts differ: fwd,dw; agree: dw_nopad | (not run)        | (not run)        | 92011ef4bbaedb43 | 92011ef4bbaedb43 | 92011ef4bbaedb43 | 92011ef4bbaedb43 | 66479621e1e4fc99 |
| embedding/wide               | DIVERGENT  | parts differ: fwd,dw; agree: dw_nopad | (not run)        | (not run)        | ff761f415109a2ba | ff761f415109a2ba | ff761f415109a2ba | ff761f415109a2ba | 44a3e8e8e159c540 |
| ivf-euclidean/base           | DIVERGENT  | parts differ: dist; agree: idx,cand | c96b7d6a7ed08e9b | c96b7d6a7ed08e9b | (not run)        | (not run)        | (not run)        | c96b7d6a7ed08e9b | e447fc42764d2cc4 |
| ivf-euclidean/denormal       | DIVERGENT  | parts differ: dist; agree: idx,cand | bc555903de75c40e | bc555903de75c40e | (not run)        | (not run)        | (not run)        | bc555903de75c40e | 2c388e1bc8b64c36 |
| ivf-euclidean/denormal_ftz   | DIVERGENT  | parts differ: dist; agree: idx,cand | bc555903de75c40e | bc555903de75c40e | (not run)        | (not run)        | (not run)        | bc555903de75c40e | 2c388e1bc8b64c36 |
| ivf-euclidean/dupes          | DIVERGENT  | parts differ: dist,idx,cand; agree: - | eb269ad65df502ed | eb269ad65df502ed | (not run)        | (not run)        | (not run)        | eb269ad65df502ed | 4fe9e00e94d661db |
| ivf-euclidean/hashed         | DIVERGENT  | parts differ: dist,idx,cand; agree: - | cdff352d363caa07 | cdff352d363caa07 | (not run)        | (not run)        | (not run)        | cdff352d363caa07 | 7af453a0877f5e5b |
| ivf-euclidean/negative       | DIVERGENT  | parts differ: dist,idx,cand; agree: - | db3db68bcb7ef398 | db3db68bcb7ef398 | (not run)        | (not run)        | (not run)        | db3db68bcb7ef398 | 83593805c863d463 |
| ivf-euclidean/odd            | DIVERGENT  | parts differ: dist; agree: idx,cand | ec9020ff5b2a6c07 | ec9020ff5b2a6c07 | (not run)        | (not run)        | (not run)        | ec9020ff5b2a6c07 | eb928f5daf9ca5fb |
| ivf-euclidean/ties           | DIVERGENT  | parts differ: dist,idx,cand; agree: - | 2167394d0c80cc41 | 2167394d0c80cc41 | (not run)        | (not run)        | (not run)        | 2167394d0c80cc41 | 42cde0cafc645283 |
| ivf-euclidean/wide           | DIVERGENT  | parts differ: dist; agree: idx,cand | d62c258ac8282595 | d62c258ac8282595 | (not run)        | (not run)        | (not run)        | d62c258ac8282595 | f54e5a64f442b317 |
| ivf/base                     | DIVERGENT  | parts differ: dist; agree: idx,cand | e14f27972422d4e0 | e14f27972422d4e0 | (not run)        | (not run)        | (not run)        | e14f27972422d4e0 | 6ffc290c06dec9f9 |
| ivf/denormal                 | DIVERGENT  | parts differ: dist; agree: idx,cand | dc905d6cb32046d8 | dc905d6cb32046d8 | (not run)        | (not run)        | (not run)        | dc905d6cb32046d8 | ee43c83f6429ff1d |
| ivf/denormal_ftz             | DIVERGENT  | parts differ: dist; agree: idx,cand | dc905d6cb32046d8 | dc905d6cb32046d8 | (not run)        | (not run)        | (not run)        | dc905d6cb32046d8 | ee43c83f6429ff1d |
| ivf/dupes                    | DIVERGENT  | parts differ: dist,idx,cand; agree: - | c9eaf39f6e83e625 | c9eaf39f6e83e625 | (not run)        | (not run)        | (not run)        | c9eaf39f6e83e625 | 003d5b066c5d3ac1 |
| ivf/hashed                   | DIVERGENT  | parts differ: dist,idx,cand; agree: - | 6c061012dc979df5 | 6c061012dc979df5 | (not run)        | (not run)        | (not run)        | 6c061012dc979df5 | a5fecbec485fa6c2 |
| ivf/negative                 | DIVERGENT  | parts differ: dist,idx,cand; agree: - | 9a7f19689600453e | 9a7f19689600453e | (not run)        | (not run)        | (not run)        | 9a7f19689600453e | 95afdb49c7afce5e |
| ivf/odd                      | DIVERGENT  | parts differ: dist,cand; agree: idx | 26b26d7e4be5c50a | 26b26d7e4be5c50a | (not run)        | (not run)        | (not run)        | 26b26d7e4be5c50a | e4c4ae2a4258076e |
| ivf/ties                     | IDENTICAL x5 | b9d8790b40b5a6ac | b9d8790b40b5a6ac | b9d8790b40b5a6ac | (not run)        | (not run)        | (not run)        | b9d8790b40b5a6ac | b9d8790b40b5a6ac |
| ivf/wide                     | DIVERGENT  | parts differ: dist; agree: idx,cand | 8ee39ab9ae510966 | 8ee39ab9ae510966 | (not run)        | (not run)        | (not run)        | 8ee39ab9ae510966 | d2dc1f2caa9205d0 |

summary: DIVERGENT=35, IDENTICAL=1

| lane/fixture                 | column | verdict      | arm64            | nvidia-nvidia-h100-80gb-hbm3-sm_90a | amd-gfx942       | apple-m4         | nvidia-nvidia-h100-80gb-hbm3-sm_90a | amd-gfx942       | arm64            | cpu-amd-epyc-9754-128-core-processor |
|------------------------------|--------|--------------|------------------|------------------|------------------|------------------|------------------|------------------|------------------|------------------|
| embedding-sort/base          | infer  | DIVERGENT    | (not run)        | (not run)        | (not run)        | 9532e67b65b07c0b | 9532e67b65b07c0b | 9532e67b65b07c0b | 9532e67b65b07c0b | 0b5331e6dbaef6a7 |
| embedding-sort/base          | model  | N/A          | (not run)        | (not run)        | (not run)        | n/a:no-save      | n/a:no-save      | n/a:no-save      | n/a:input-table  | n/a:input-table  |
| embedding-sort/base          | batch  | DIVERGENT    | (not run)        | (not run)        | (not run)        | aed4235f48398286 | aed4235f48398286 | aed4235f48398286 | aed4235f48398286 | e7943b0ec310af0f |
| embedding-sort/denormal      | infer  | DIVERGENT    | (not run)        | (not run)        | (not run)        | d0c81bcb36e8ac05 | d0c81bcb36e8ac05 | d0c81bcb36e8ac05 | d0c81bcb36e8ac05 | f8944c10881b8781 |
| embedding-sort/denormal      | model  | N/A          | (not run)        | (not run)        | (not run)        | n/a:no-save      | n/a:no-save      | n/a:no-save      | n/a:input-table  | n/a:input-table  |
| embedding-sort/denormal      | batch  | DIVERGENT    | (not run)        | (not run)        | (not run)        | 1d46be5f79dc46ad | 1d46be5f79dc46ad | 1d46be5f79dc46ad | 1d46be5f79dc46ad | fc48bfe624a0ab59 |
| embedding-sort/denormal_ftz  | infer  | DIVERGENT    | (not run)        | (not run)        | (not run)        | 9ed8984c16e728bb | 9ed8984c16e728bb | 9ed8984c16e728bb | 9ed8984c16e728bb | 8ec198ac66c7b2b3 |
| embedding-sort/denormal_ftz  | model  | N/A          | (not run)        | (not run)        | (not run)        | n/a:no-save      | n/a:no-save      | n/a:no-save      | n/a:input-table  | n/a:input-table  |
| embedding-sort/denormal_ftz  | batch  | DIVERGENT    | (not run)        | (not run)        | (not run)        | 15b6791b83727e32 | 15b6791b83727e32 | 15b6791b83727e32 | 15b6791b83727e32 | 2d3d9cf1b109f374 |
| embedding-sort/dupes         | infer  | DIVERGENT    | (not run)        | (not run)        | (not run)        | 6097b151f828645e | 6097b151f828645e | 6097b151f828645e | 6097b151f828645e | 727ec728cdcea56d |
| embedding-sort/dupes         | model  | N/A          | (not run)        | (not run)        | (not run)        | n/a:no-save      | n/a:no-save      | n/a:no-save      | n/a:input-table  | n/a:input-table  |
| embedding-sort/dupes         | batch  | DIVERGENT    | (not run)        | (not run)        | (not run)        | 87cc2100c8487475 | 87cc2100c8487475 | 87cc2100c8487475 | 87cc2100c8487475 | b7e9ec02b94edb24 |
| embedding-sort/hashed        | infer  | DIVERGENT    | (not run)        | (not run)        | (not run)        | e69443c9c64a170e | e69443c9c64a170e | e69443c9c64a170e | e69443c9c64a170e | 12706bcbd7e7682b |
| embedding-sort/hashed        | model  | N/A          | (not run)        | (not run)        | (not run)        | n/a:no-save      | n/a:no-save      | n/a:no-save      | n/a:input-table  | n/a:input-table  |
| embedding-sort/hashed        | batch  | DIVERGENT    | (not run)        | (not run)        | (not run)        | 607b839f338610b4 | 607b839f338610b4 | 607b839f338610b4 | 607b839f338610b4 | 1cb0b43798611080 |
| embedding-sort/negative      | infer  | DIVERGENT    | (not run)        | (not run)        | (not run)        | 06de8cf62a5b291f | 06de8cf62a5b291f | 06de8cf62a5b291f | 06de8cf62a5b291f | 0829ed1c2719a213 |
| embedding-sort/negative      | model  | N/A          | (not run)        | (not run)        | (not run)        | n/a:no-save      | n/a:no-save      | n/a:no-save      | n/a:input-table  | n/a:input-table  |
| embedding-sort/negative      | batch  | DIVERGENT    | (not run)        | (not run)        | (not run)        | 6dc8528de4a26793 | 6dc8528de4a26793 | 6dc8528de4a26793 | 6dc8528de4a26793 | 222f9410a1ce2dbf |
| embedding-sort/odd           | infer  | DIVERGENT    | (not run)        | (not run)        | (not run)        | 9532e67b65b07c0b | 9532e67b65b07c0b | 9532e67b65b07c0b | 9532e67b65b07c0b | 0b5331e6dbaef6a7 |
| embedding-sort/odd           | model  | N/A          | (not run)        | (not run)        | (not run)        | n/a:no-save      | n/a:no-save      | n/a:no-save      | n/a:input-table  | n/a:input-table  |
| embedding-sort/odd           | batch  | DIVERGENT    | (not run)        | (not run)        | (not run)        | aed4235f48398286 | aed4235f48398286 | aed4235f48398286 | aed4235f48398286 | e7943b0ec310af0f |
| embedding-sort/ties          | infer  | DIVERGENT    | (not run)        | (not run)        | (not run)        | b2974b34e85e96d7 | b2974b34e85e96d7 | b2974b34e85e96d7 | b2974b34e85e96d7 | 0936db026ae4656c |
| embedding-sort/ties          | model  | N/A          | (not run)        | (not run)        | (not run)        | n/a:no-save      | n/a:no-save      | n/a:no-save      | n/a:input-table  | n/a:input-table  |
| embedding-sort/ties          | batch  | DIVERGENT    | (not run)        | (not run)        | (not run)        | b0d9ee4cb0d2cc65 | b0d9ee4cb0d2cc65 | b0d9ee4cb0d2cc65 | b0d9ee4cb0d2cc65 | aa53706982154e3d |
| embedding-sort/wide          | infer  | DIVERGENT    | (not run)        | (not run)        | (not run)        | 3da637530f040675 | 3da637530f040675 | 3da637530f040675 | 3da637530f040675 | 3a5896800c473449 |
| embedding-sort/wide          | model  | N/A          | (not run)        | (not run)        | (not run)        | n/a:no-save      | n/a:no-save      | n/a:no-save      | n/a:input-table  | n/a:input-table  |
| embedding-sort/wide          | batch  | DIVERGENT    | (not run)        | (not run)        | (not run)        | 7772d3b456315c74 | 7772d3b456315c74 | 7772d3b456315c74 | 7772d3b456315c74 | 1303545ca90cf2b8 |
| embedding/base               | infer  | DIVERGENT    | (not run)        | (not run)        | (not run)        | 9532e67b65b07c0b | 9532e67b65b07c0b | 9532e67b65b07c0b | 9532e67b65b07c0b | 0b5331e6dbaef6a7 |
| embedding/base               | model  | N/A          | (not run)        | (not run)        | (not run)        | n/a:no-save      | n/a:no-save      | n/a:no-save      | n/a:input-table  | n/a:input-table  |
| embedding/base               | batch  | DIVERGENT    | (not run)        | (not run)        | (not run)        | aed4235f48398286 | aed4235f48398286 | aed4235f48398286 | aed4235f48398286 | e7943b0ec310af0f |
| embedding/denormal           | infer  | DIVERGENT    | (not run)        | (not run)        | (not run)        | d0c81bcb36e8ac05 | d0c81bcb36e8ac05 | d0c81bcb36e8ac05 | d0c81bcb36e8ac05 | f8944c10881b8781 |
| embedding/denormal           | model  | N/A          | (not run)        | (not run)        | (not run)        | n/a:no-save      | n/a:no-save      | n/a:no-save      | n/a:input-table  | n/a:input-table  |
| embedding/denormal           | batch  | DIVERGENT    | (not run)        | (not run)        | (not run)        | 1d46be5f79dc46ad | 1d46be5f79dc46ad | 1d46be5f79dc46ad | 1d46be5f79dc46ad | fc48bfe624a0ab59 |
| embedding/denormal_ftz       | infer  | DIVERGENT    | (not run)        | (not run)        | (not run)        | 9ed8984c16e728bb | 9ed8984c16e728bb | 9ed8984c16e728bb | 9ed8984c16e728bb | 8ec198ac66c7b2b3 |
| embedding/denormal_ftz       | model  | N/A          | (not run)        | (not run)        | (not run)        | n/a:no-save      | n/a:no-save      | n/a:no-save      | n/a:input-table  | n/a:input-table  |
| embedding/denormal_ftz       | batch  | DIVERGENT    | (not run)        | (not run)        | (not run)        | 15b6791b83727e32 | 15b6791b83727e32 | 15b6791b83727e32 | 15b6791b83727e32 | 2d3d9cf1b109f374 |
| embedding/dupes              | infer  | DIVERGENT    | (not run)        | (not run)        | (not run)        | 6097b151f828645e | 6097b151f828645e | 6097b151f828645e | 6097b151f828645e | 727ec728cdcea56d |
| embedding/dupes              | model  | N/A          | (not run)        | (not run)        | (not run)        | n/a:no-save      | n/a:no-save      | n/a:no-save      | n/a:input-table  | n/a:input-table  |
| embedding/dupes              | batch  | DIVERGENT    | (not run)        | (not run)        | (not run)        | 87cc2100c8487475 | 87cc2100c8487475 | 87cc2100c8487475 | 87cc2100c8487475 | b7e9ec02b94edb24 |
| embedding/hashed             | infer  | DIVERGENT    | (not run)        | (not run)        | (not run)        | e69443c9c64a170e | e69443c9c64a170e | e69443c9c64a170e | e69443c9c64a170e | 12706bcbd7e7682b |
| embedding/hashed             | model  | N/A          | (not run)        | (not run)        | (not run)        | n/a:no-save      | n/a:no-save      | n/a:no-save      | n/a:input-table  | n/a:input-table  |
| embedding/hashed             | batch  | DIVERGENT    | (not run)        | (not run)        | (not run)        | 607b839f338610b4 | 607b839f338610b4 | 607b839f338610b4 | 607b839f338610b4 | 1cb0b43798611080 |
| embedding/negative           | infer  | DIVERGENT    | (not run)        | (not run)        | (not run)        | 06de8cf62a5b291f | 06de8cf62a5b291f | 06de8cf62a5b291f | 06de8cf62a5b291f | 0829ed1c2719a213 |
| embedding/negative           | model  | N/A          | (not run)        | (not run)        | (not run)        | n/a:no-save      | n/a:no-save      | n/a:no-save      | n/a:input-table  | n/a:input-table  |
| embedding/negative           | batch  | DIVERGENT    | (not run)        | (not run)        | (not run)        | 6dc8528de4a26793 | 6dc8528de4a26793 | 6dc8528de4a26793 | 6dc8528de4a26793 | 222f9410a1ce2dbf |
| embedding/odd                | infer  | DIVERGENT    | (not run)        | (not run)        | (not run)        | 9532e67b65b07c0b | 9532e67b65b07c0b | 9532e67b65b07c0b | 9532e67b65b07c0b | 0b5331e6dbaef6a7 |
| embedding/odd                | model  | N/A          | (not run)        | (not run)        | (not run)        | n/a:no-save      | n/a:no-save      | n/a:no-save      | n/a:input-table  | n/a:input-table  |
