build-price	0	42s
build-arms-check	0	45s
arms-check	0	3s
smoke-stash_tiled_pf	0	6s
smoke-stash_tiled_fgrid_r64	0	7s
smoke-stash_tiled_fgrid_r32	0	6s
smoke-stash_tiled_fgrid_r32_qres	0	6s
smoke-stash_tiled_fgrid_r32_qres_pf	0	7s
build-binding-base	0	35s
build-binding-byte-lm	0	96s
corpus-enwik8	0	3s
corpus-pile-github	0	21s
dump-enwik8	0	35s
dump-pilegithub	0	36s
price-stash_tiled_pf	0	8s
price-stash_tiled_fgrid_r64	0	9s
price-stash_tiled_fgrid_r32	0	9s
price-stash_tiled_fgrid_r32_qres	0	8s
price-stash_tiled_fgrid_r32_qres_pf	0	8s
lm-stash_tiled-enwik8	0	65s
lmtiming-stash_tiled-enwik8	0	46s
lm-stash_tiled_fgrid_r32_qres_pf-enwik8	0	64s
lmtiming-stash_tiled_fgrid_r32_qres_pf-enwik8	0	39s
lm-stash_tiled_pf-enwik8	0	65s
lmtiming-stash_tiled_pf-enwik8	0	39s
lm-stash_tiled-pilegithub	0	65s
lmtiming-stash_tiled-pilegithub	0	40s
lm-stash_tiled_fgrid_r32_qres_pf-pilegithub	0	63s
lmtiming-stash_tiled_fgrid_r32_qres_pf-pilegithub	0	38s
lm-stash_tiled_pf-pilegithub	0	65s
lmtiming-stash_tiled_pf-pilegithub	0	38s
