"Correlation_Id","Dispatch_Id","Agent_Id","Queue_Id","Process_Id","Thread_Id","Grid_Size","Kernel_Id","Kernel_Name","Workgroup_Size","LDS_Block_Size","Scratch_Size","VGPR_Count","Accum_VGPR_Count","SGPR_Count","Counter_Name","Counter_Value","Start_Timestamp","End_Timestamp"
1,1,1,1,8970,8970,411705344,11,"gemm_excp_ab_main_fill_kernel6A6AoA6A_b69c332405d3a959",256,0,0,8,0,16,"SQ_ACTIVE_INST_VALU",225151360.000000,1221039251333,1221040052786
1,1,1,1,8970,8970,411705344,11,"gemm_excp_ab_main_fill_kernel6A6AoA6A_b69c332405d3a959",256,0,0,8,0,16,"SQ_BUSY_CYCLES",51500457.000000,1221039251333,1221040052786
1,1,1,1,8970,8970,411705344,11,"gemm_excp_ab_main_fill_kernel6A6AoA6A_b69c332405d3a959",256,0,0,8,0,16,"SQ_INSTS_VALU",225151360.000000,1221039251333,1221040052786
1,1,1,1,8970,8970,411705344,11,"gemm_excp_ab_main_fill_kernel6A6AoA6A_b69c332405d3a959",256,0,0,8,0,16,"SQ_WAVES",6432896.000000,1221039251333,1221040052786
2,2,1,1,8970,8970,38597376,11,"gemm_excp_ab_main_fill_kernel6A6AoA6A_b69c332405d3a959",256,0,0,8,0,16,"SQ_ACTIVE_INST_VALU",21107940.000000,1221040139501,1221040216996
2,2,1,1,8970,8970,38597376,11,"gemm_excp_ab_main_fill_kernel6A6AoA6A_b69c332405d3a959",256,0,0,8,0,16,"SQ_BUSY_CYCLES",4840743.000000,1221040139501,1221040216996
2,2,1,1,8970,8970,38597376,11,"gemm_excp_ab_main_fill_kernel6A6AoA6A_b69c332405d3a959",256,0,0,8,0,16,"SQ_INSTS_VALU",21107940.000000,1221040139501,1221040216996
2,2,1,1,8970,8970,38597376,11,"gemm_excp_ab_main_fill_kernel6A6AoA6A_b69c332405d3a959",256,0,0,8,0,16,"SQ_WAVES",603084.000000,1221040139501,1221040216996
3,3,1,1,8970,8970,688128,12,"gemm_checks_gemm_identical_id6A6A6A6A6A6A_4e3063e3566ca973",256,40960,4104,128,152,112,"SQ_ACTIVE_INST_VALU",20980937664.000000,1221041413232,1221098372289
3,3,1,1,8970,8970,688128,12,"gemm_checks_gemm_identical_id6A6A6A6A6A6A_4e3063e3566ca973",256,40960,4104,128,152,112,"SQ_BUSY_CYCLES",3294319542.000000,1221041413232,1221098372289
3,3,1,1,8970,8970,688128,12,"gemm_checks_gemm_identical_id6A6A6A6A6A6A_4e3063e3566ca973",256,40960,4104,128,152,112,"SQ_INSTS_VALU",20980905912.000000,1221041413232,1221098372289
3,3,1,1,8970,8970,688128,12,"gemm_checks_gemm_identical_id6A6A6A6A6A6A_4e3063e3566ca973",256,40960,4104,128,152,112,"SQ_WAVES",10752.000000,1221041413232,1221098372289
4,4,1,1,8970,8970,6291456,13,"gemm_checks_gemm_identical_id6A6A6A6A6A6A_9e709e2daee4e9cf",256,0,0,40,0,48,"SQ_ACTIVE_INST_VALU",25067520.000000,1221098426452,1221098521066
4,4,1,1,8970,8970,6291456,13,"gemm_checks_gemm_identical_id6A6A6A6A6A6A_9e709e2daee4e9cf",256,0,0,40,0,48,"SQ_BUSY_CYCLES",4628571.000000,1221098426452,1221098521066
4,4,1,1,8970,8970,6291456,13,"gemm_checks_gemm_identical_id6A6A6A6A6A6A_9e709e2daee4e9cf",256,0,0,40,0,48,"SQ_INSTS_VALU",25067520.000000,1221098426452,1221098521066
4,4,1,1,8970,8970,6291456,13,"gemm_checks_gemm_identical_id6A6A6A6A6A6A_9e709e2daee4e9cf",256,0,0,40,0,48,"SQ_WAVES",98304.000000,1221098426452,1221098521066
5,5,1,1,8970,8970,688128,12,"gemm_checks_gemm_identical_id6A6A6A6A6A6A_4e3063e3566ca973",256,40960,4104,128,152,112,"SQ_ACTIVE_INST_VALU",20980937664.000000,1221356396487,1221413144888
5,5,1,1,8970,8970,688128,12,"gemm_checks_gemm_identical_id6A6A6A6A6A6A_4e3063e3566ca973",256,40960,4104,128,152,112,"SQ_BUSY_CYCLES",3363686753.000000,1221356396487,1221413144888
5,5,1,1,8970,8970,688128,12,"gemm_checks_gemm_identical_id6A6A6A6A6A6A_4e3063e3566ca973",256,40960,4104,128,152,112,"SQ_INSTS_VALU",20980905912.000000,1221356396487,1221413144888
5,5,1,1,8970,8970,688128,12,"gemm_checks_gemm_identical_id6A6A6A6A6A6A_4e3063e3566ca973",256,40960,4104,128,152,112,"SQ_WAVES",10752.000000,1221356396487,1221413144888
6,6,1,1,8970,8970,6291456,13,"gemm_checks_gemm_identical_id6A6A6A6A6A6A_9e709e2daee4e9cf",256,0,0,40,0,48,"SQ_ACTIVE_INST_VALU",25067520.000000,1221413228195,1221413322930
6,6,1,1,8970,8970,6291456,13,"gemm_checks_gemm_identical_id6A6A6A6A6A6A_9e709e2daee4e9cf",256,0,0,40,0,48,"SQ_BUSY_CYCLES",4635856.000000,1221413228195,1221413322930
6,6,1,1,8970,8970,6291456,13,"gemm_checks_gemm_identical_id6A6A6A6A6A6A_9e709e2daee4e9cf",256,0,0,40,0,48,"SQ_INSTS_VALU",25067520.000000,1221413228195,1221413322930
6,6,1,1,8970,8970,6291456,13,"gemm_checks_gemm_identical_id6A6A6A6A6A6A_9e709e2daee4e9cf",256,0,0,40,0,48,"SQ_WAVES",98304.000000,1221413228195,1221413322930
