create (POST to ssh up)	47
arm (on-pod watchdog)	9
stage (source + R2 URL maps)	28
env (pixi binary + envs)	5
build (host bindings)	0
run (command)	8906
create to first result (POST to command end)	8996
cache upload (misses only)	0
fetch	2
teardown (DELETE to verified gone)	2
billed (POST to verified gone)	9014
spend	$2.6040 at $1.04/hr
