"Correlation_Id","Dispatch_Id","Agent_Id","Queue_Id","Process_Id","Thread_Id","Grid_Size","Kernel_Id","Kernel_Name","Workgroup_Size","LDS_Block_Size","Scratch_Size","VGPR_Count","Accum_VGPR_Count","SGPR_Count","Counter_Name","Counter_Value","Start_Timestamp","End_Timestamp"
1,1,1,1,2497,2497,6291456,11,"gemm_excp_ab_main_fill_kernel6A6AoA6A_b69c332405d3a959",256,0,0,8,0,16,"SQ_INSTS_LDS",0.00000000e+00,353290467845,353290483561
1,1,1,1,2497,2497,6291456,11,"gemm_excp_ab_main_fill_kernel6A6AoA6A_b69c332405d3a959",256,0,0,8,0,16,"SQ_VALU_MFMA_BUSY_CYCLES",0.00000000e+00,353290467845,353290483561
1,1,1,1,2497,2497,6291456,11,"gemm_excp_ab_main_fill_kernel6A6AoA6A_b69c332405d3a959",256,0,0,8,0,16,"SQ_WAIT_INST_LDS",0.00000000e+00,353290467845,353290483561
1,1,1,1,2497,2497,6291456,11,"gemm_excp_ab_main_fill_kernel6A6AoA6A_b69c332405d3a959",256,0,0,8,0,16,"SQ_WAVE_CYCLES",22334748.000000,353290467845,353290483561
2,2,1,1,2497,2497,589824,11,"gemm_excp_ab_main_fill_kernel6A6AoA6A_b69c332405d3a959",256,0,0,8,0,16,"SQ_INSTS_LDS",0.00000000e+00,353290807741,353290810307
2,2,1,1,2497,2497,589824,11,"gemm_excp_ab_main_fill_kernel6A6AoA6A_b69c332405d3a959",256,0,0,8,0,16,"SQ_VALU_MFMA_BUSY_CYCLES",0.00000000e+00,353290807741,353290810307
2,2,1,1,2497,2497,589824,11,"gemm_excp_ab_main_fill_kernel6A6AoA6A_b69c332405d3a959",256,0,0,8,0,16,"SQ_WAIT_INST_LDS",0.00000000e+00,353290807741,353290810307
2,2,1,1,2497,2497,589824,11,"gemm_excp_ab_main_fill_kernel6A6AoA6A_b69c332405d3a959",256,0,0,8,0,16,"SQ_WAVE_CYCLES",2989926.000000,353290807741,353290810307
3,3,1,1,2497,2497,196608,12,"gemm_checks_gemm_identical_id6A6A6A6A6A6A_2181cc5e3d5ab281",256,40960,4104,128,184,112,"SQ_INSTS_LDS",2359296.000000,353292552639,353293002146
3,3,1,1,2497,2497,196608,12,"gemm_checks_gemm_identical_id6A6A6A6A6A6A_2181cc5e3d5ab281",256,40960,4104,128,184,112,"SQ_VALU_MFMA_BUSY_CYCLES",150994944.000000,353292552639,353293002146
3,3,1,1,2497,2497,196608,12,"gemm_checks_gemm_identical_id6A6A6A6A6A6A_2181cc5e3d5ab281",256,40960,4104,128,184,112,"SQ_WAIT_INST_LDS",540883.000000,353292552639,353293002146
3,3,1,1,2497,2497,196608,12,"gemm_checks_gemm_identical_id6A6A6A6A6A6A_2181cc5e3d5ab281",256,40960,4104,128,184,112,"SQ_WAVE_CYCLES",236285745.000000,353292552639,353293002146
4,4,1,1,2497,2497,6291456,13,"gemm_checks_gemm_identical_id6A6A6A6A6A6A_9e709e2daee4e9cf",256,0,0,40,0,48,"SQ_INSTS_LDS",0.00000000e+00,353293470015,353293511149
4,4,1,1,2497,2497,6291456,13,"gemm_checks_gemm_identical_id6A6A6A6A6A6A_9e709e2daee4e9cf",256,0,0,40,0,48,"SQ_VALU_MFMA_BUSY_CYCLES",0.00000000e+00,353293470015,353293511149
4,4,1,1,2497,2497,6291456,13,"gemm_checks_gemm_identical_id6A6A6A6A6A6A_9e709e2daee4e9cf",256,0,0,40,0,48,"SQ_WAIT_INST_LDS",0.00000000e+00,353293470015,353293511149
4,4,1,1,2497,2497,6291456,13,"gemm_checks_gemm_identical_id6A6A6A6A6A6A_9e709e2daee4e9cf",256,0,0,40,0,48,"SQ_WAVE_CYCLES",128467788.000000,353293470015,353293511149
5,5,1,1,2497,2497,196608,12,"gemm_checks_gemm_identical_id6A6A6A6A6A6A_2181cc5e3d5ab281",256,40960,4104,128,184,112,"SQ_INSTS_LDS",2359296.000000,353576996265,353577450944
5,5,1,1,2497,2497,196608,12,"gemm_checks_gemm_identical_id6A6A6A6A6A6A_2181cc5e3d5ab281",256,40960,4104,128,184,112,"SQ_VALU_MFMA_BUSY_CYCLES",150994944.000000,353576996265,353577450944
5,5,1,1,2497,2497,196608,12,"gemm_checks_gemm_identical_id6A6A6A6A6A6A_2181cc5e3d5ab281",256,40960,4104,128,184,112,"SQ_WAIT_INST_LDS",529265.000000,353576996265,353577450944
5,5,1,1,2497,2497,196608,12,"gemm_checks_gemm_identical_id6A6A6A6A6A6A_2181cc5e3d5ab281",256,40960,4104,128,184,112,"SQ_WAVE_CYCLES",232367210.000000,353576996265,353577450944
6,6,1,1,2497,2497,6291456,13,"gemm_checks_gemm_identical_id6A6A6A6A6A6A_9e709e2daee4e9cf",256,0,0,40,0,48,"SQ_INSTS_LDS",0.00000000e+00,353577531366,353577569293
6,6,1,1,2497,2497,6291456,13,"gemm_checks_gemm_identical_id6A6A6A6A6A6A_9e709e2daee4e9cf",256,0,0,40,0,48,"SQ_VALU_MFMA_BUSY_CYCLES",0.00000000e+00,353577531366,353577569293
6,6,1,1,2497,2497,6291456,13,"gemm_checks_gemm_identical_id6A6A6A6A6A6A_9e709e2daee4e9cf",256,0,0,40,0,48,"SQ_WAIT_INST_LDS",0.00000000e+00,353577531366,353577569293
6,6,1,1,2497,2497,6291456,13,"gemm_checks_gemm_identical_id6A6A6A6A6A6A_9e709e2daee4e9cf",256,0,0,40,0,48,"SQ_WAVE_CYCLES",128526489.000000,353577531366,353577569293
