NOTE: --lanes scopes this diff to 31 lane(s); 135 other lane(s) the JSONs carry are not compared
| lane/fixture                 | verdict    | nvidia-2xh100-sm_90a | amd-2xmi300x-gfx942 | apple-m4         | nvidia-h100-sm_90a | amd-mi325x-gfx942 |
| par-holtwinters/denormal_ftz | IDENTICAL x5 | e33dcd8e2af3c5ed | e33dcd8e2af3c5ed | e33dcd8e2af3c5ed | e33dcd8e2af3c5ed | e33dcd8e2af3c5ed |
| par-holtwinters/dupes        | IDENTICAL x5 | aa71e2e60daefca2 | aa71e2e60daefca2 | aa71e2e60daefca2 | aa71e2e60daefca2 | aa71e2e60daefca2 |
| par-holtwinters/hashed       | IDENTICAL x5 | 372d451f62fa6901 | 372d451f62fa6901 | 372d451f62fa6901 | 372d451f62fa6901 | 372d451f62fa6901 |
| par-holtwinters/negative     | IDENTICAL x5 | 27548b32b8c6abe8 | 27548b32b8c6abe8 | 27548b32b8c6abe8 | 27548b32b8c6abe8 | 27548b32b8c6abe8 |
| par-holtwinters/odd          | IDENTICAL x5 | 02b67bfea83a5c15 | 02b67bfea83a5c15 | 02b67bfea83a5c15 | 02b67bfea83a5c15 | 02b67bfea83a5c15 |
| par-holtwinters/ties         | IDENTICAL x5 | 7e871bd012a3962e | 7e871bd012a3962e | 7e871bd012a3962e | 7e871bd012a3962e | 7e871bd012a3962e |
| par-holtwinters/wide         | IDENTICAL x5 | e8ca2175544f1a73 | e8ca2175544f1a73 | e8ca2175544f1a73 | e8ca2175544f1a73 | e8ca2175544f1a73 |
| par-iforest/base             | IDENTICAL x5 | 8703d4a008ffd13d | 8703d4a008ffd13d | 8703d4a008ffd13d | 8703d4a008ffd13d | 8703d4a008ffd13d |
| par-iforest/denormal         | IDENTICAL x5 | 54ea9b5c8c3fc38b | 54ea9b5c8c3fc38b | 54ea9b5c8c3fc38b | 54ea9b5c8c3fc38b | 54ea9b5c8c3fc38b |
| par-iforest/denormal_ftz     | IDENTICAL x5 | 54ea9b5c8c3fc38b | 54ea9b5c8c3fc38b | 54ea9b5c8c3fc38b | 54ea9b5c8c3fc38b | 54ea9b5c8c3fc38b |
| par-iforest/dupes            | IDENTICAL x5 | b879bcf3dcf99f38 | b879bcf3dcf99f38 | b879bcf3dcf99f38 | b879bcf3dcf99f38 | b879bcf3dcf99f38 |
| par-iforest/hashed           | IDENTICAL x5 | 72260557474879ae | 72260557474879ae | 72260557474879ae | 72260557474879ae | 72260557474879ae |
| par-iforest/negative         | IDENTICAL x5 | a5b7676e39778af5 | a5b7676e39778af5 | a5b7676e39778af5 | a5b7676e39778af5 | a5b7676e39778af5 |
| par-iforest/odd              | IDENTICAL x5 | 9b849a13c8d35adb | 9b849a13c8d35adb | 9b849a13c8d35adb | 9b849a13c8d35adb | 9b849a13c8d35adb |
| par-iforest/ties             | IDENTICAL x5 | 5043855ee14799da | 5043855ee14799da | 5043855ee14799da | 5043855ee14799da | 5043855ee14799da |
| par-iforest/wide             | IDENTICAL x5 | 8703d4a008ffd13d | 8703d4a008ffd13d | 8703d4a008ffd13d | 8703d4a008ffd13d | 8703d4a008ffd13d |
| par-kmeans/base              | IDENTICAL x5 | 5aa44cc11034dec9 | 5aa44cc11034dec9 | 5aa44cc11034dec9 | 5aa44cc11034dec9 | 5aa44cc11034dec9 |
| par-kmeans/denormal          | IDENTICAL x5 | 993fe5caff144b0c | 993fe5caff144b0c | 993fe5caff144b0c | 993fe5caff144b0c | 993fe5caff144b0c |
| par-kmeans/denormal_ftz      | IDENTICAL x5 | 993fe5caff144b0c | 993fe5caff144b0c | 993fe5caff144b0c | 993fe5caff144b0c | 993fe5caff144b0c |
| par-kmeans/dupes             | IDENTICAL x5 | 2ae942d45a51757a | 2ae942d45a51757a | 2ae942d45a51757a | 2ae942d45a51757a | 2ae942d45a51757a |
| par-kmeans/hashed            | IDENTICAL x5 | 0a570e84b0002723 | 0a570e84b0002723 | 0a570e84b0002723 | 0a570e84b0002723 | 0a570e84b0002723 |
| par-kmeans/negative          | IDENTICAL x5 | d4cc38e75f8e2d75 | d4cc38e75f8e2d75 | d4cc38e75f8e2d75 | d4cc38e75f8e2d75 | d4cc38e75f8e2d75 |
| par-kmeans/odd               | IDENTICAL x5 | 43d8a3d3859f4143 | 43d8a3d3859f4143 | 43d8a3d3859f4143 | 43d8a3d3859f4143 | 43d8a3d3859f4143 |
| par-kmeans/ties              | IDENTICAL x5 | 3de3e103006de69c | 3de3e103006de69c | 3de3e103006de69c | 3de3e103006de69c | 3de3e103006de69c |
| par-kmeans/wide              | IDENTICAL x5 | 6f0529fcb3d60536 | 6f0529fcb3d60536 | 6f0529fcb3d60536 | 6f0529fcb3d60536 | 6f0529fcb3d60536 |
| par-logistic/base            | IDENTICAL x5 | 5b1e42c308451935 | 5b1e42c308451935 | 5b1e42c308451935 | 5b1e42c308451935 | 5b1e42c308451935 |
| par-logistic/denormal        | IDENTICAL x5 | 6b67b6ba386c99c1 | 6b67b6ba386c99c1 | 6b67b6ba386c99c1 | 6b67b6ba386c99c1 | 6b67b6ba386c99c1 |
| par-logistic/denormal_ftz    | IDENTICAL x5 | 6b67b6ba386c99c1 | 6b67b6ba386c99c1 | 6b67b6ba386c99c1 | 6b67b6ba386c99c1 | 6b67b6ba386c99c1 |
| par-logistic/dupes           | IDENTICAL x5 | 8b3071b0cd8446b2 | 8b3071b0cd8446b2 | 8b3071b0cd8446b2 | 8b3071b0cd8446b2 | 8b3071b0cd8446b2 |
| par-logistic/hashed          | IDENTICAL x5 | ec4fd3f1b3f90393 | ec4fd3f1b3f90393 | ec4fd3f1b3f90393 | ec4fd3f1b3f90393 | ec4fd3f1b3f90393 |
| par-logistic/negative        | IDENTICAL x5 | b50b9cbe101d71d8 | b50b9cbe101d71d8 | b50b9cbe101d71d8 | b50b9cbe101d71d8 | b50b9cbe101d71d8 |
| par-logistic/odd             | IDENTICAL x5 | 3c0d0924516a37e8 | 3c0d0924516a37e8 | 3c0d0924516a37e8 | 3c0d0924516a37e8 | 3c0d0924516a37e8 |
| par-logistic/ties            | IDENTICAL x5 | aa9b1fa93dc2ad08 | aa9b1fa93dc2ad08 | aa9b1fa93dc2ad08 | aa9b1fa93dc2ad08 | aa9b1fa93dc2ad08 |
| par-logistic/wide            | IDENTICAL x5 | 4e980d6d6bb17dd2 | 4e980d6d6bb17dd2 | 4e980d6d6bb17dd2 | 4e980d6d6bb17dd2 | 4e980d6d6bb17dd2 |
| par-mlp/base                 | IDENTICAL x5 | 6e5cde4953362927 | 6e5cde4953362927 | 6e5cde4953362927 | 6e5cde4953362927 | 6e5cde4953362927 |
| par-mlp/denormal             | IDENTICAL x5 | 64ac01c75bdea784 | 64ac01c75bdea784 | 64ac01c75bdea784 | 64ac01c75bdea784 | 64ac01c75bdea784 |
| par-mlp/denormal_ftz         | IDENTICAL x5 | 64ac01c75bdea784 | 64ac01c75bdea784 | 64ac01c75bdea784 | 64ac01c75bdea784 | 64ac01c75bdea784 |
| par-mlp/dupes                | IDENTICAL x5 | 6e5cde4953362927 | 6e5cde4953362927 | 6e5cde4953362927 | 6e5cde4953362927 | 6e5cde4953362927 |
| par-mlp/hashed               | IDENTICAL x5 | b4f42303ba798b0e | b4f42303ba798b0e | b4f42303ba798b0e | b4f42303ba798b0e | b4f42303ba798b0e |
| par-mlp/negative             | IDENTICAL x5 | 56b21a0ca0bc4606 | 56b21a0ca0bc4606 | 56b21a0ca0bc4606 | 56b21a0ca0bc4606 | 56b21a0ca0bc4606 |
| par-mlp/odd                  | IDENTICAL x5 | 939248cda720463f | 939248cda720463f | 939248cda720463f | 939248cda720463f | 939248cda720463f |
| par-mlp/ties                 | IDENTICAL x5 | 17c96192227e43f1 | 17c96192227e43f1 | 17c96192227e43f1 | 17c96192227e43f1 | 17c96192227e43f1 |
| par-mlp/wide                 | IDENTICAL x5 | aee8950c7eb25df8 | aee8950c7eb25df8 | aee8950c7eb25df8 | aee8950c7eb25df8 | aee8950c7eb25df8 |
| par-ordered-rmse/base        | IDENTICAL x5 | a6e77b5224108785 | a6e77b5224108785 | a6e77b5224108785 | a6e77b5224108785 | a6e77b5224108785 |
| par-ordered-rmse/denormal    | IDENTICAL x5 | 67483c1b821234ac | 67483c1b821234ac | 67483c1b821234ac | 67483c1b821234ac | 67483c1b821234ac |
| par-ordered-rmse/denormal_ftz | IDENTICAL x5 | 2a44bb38f86cd4ec | 2a44bb38f86cd4ec | 2a44bb38f86cd4ec | 2a44bb38f86cd4ec | 2a44bb38f86cd4ec |
| par-ordered-rmse/dupes       | IDENTICAL x5 | 1e39bd4034194fb0 | 1e39bd4034194fb0 | 1e39bd4034194fb0 | 1e39bd4034194fb0 | 1e39bd4034194fb0 |
| par-ordered-rmse/hashed      | IDENTICAL x5 | 30d789002f114183 | 30d789002f114183 | 30d789002f114183 | 30d789002f114183 | 30d789002f114183 |
| par-ordered-rmse/negative    | IDENTICAL x5 | 50eaef5f0c669042 | 50eaef5f0c669042 | 50eaef5f0c669042 | 50eaef5f0c669042 | 50eaef5f0c669042 |
| par-ordered-rmse/odd         | IDENTICAL x5 | d83c83930af5d802 | d83c83930af5d802 | d83c83930af5d802 | d83c83930af5d802 | d83c83930af5d802 |
| par-ordered-rmse/ties        | IDENTICAL x5 | 563f339900c22c9d | 563f339900c22c9d | 563f339900c22c9d | 563f339900c22c9d | 563f339900c22c9d |
| par-ordered-rmse/wide        | IDENTICAL x5 | 356a38c2904749c0 | 356a38c2904749c0 | 356a38c2904749c0 | 356a38c2904749c0 | 356a38c2904749c0 |
| par-queries-kde/base         | IDENTICAL x5 | e0d6e3d0623d6112 | e0d6e3d0623d6112 | e0d6e3d0623d6112 | e0d6e3d0623d6112 | e0d6e3d0623d6112 |
| par-queries-kde/denormal     | IDENTICAL x5 | 2128392fe1eb228a | 2128392fe1eb228a | 2128392fe1eb228a | 2128392fe1eb228a | 2128392fe1eb228a |
| par-queries-kde/denormal_ftz | IDENTICAL x5 | 2128392fe1eb228a | 2128392fe1eb228a | 2128392fe1eb228a | 2128392fe1eb228a | 2128392fe1eb228a |
| par-queries-kde/dupes        | IDENTICAL x5 | e0d6e3d0623d6112 | e0d6e3d0623d6112 | e0d6e3d0623d6112 | e0d6e3d0623d6112 | e0d6e3d0623d6112 |
| par-queries-kde/hashed       | IDENTICAL x5 | dc279c30b7c5d070 | dc279c30b7c5d070 | dc279c30b7c5d070 | dc279c30b7c5d070 | dc279c30b7c5d070 |
| par-queries-kde/negative     | IDENTICAL x5 | 84ca35b6a157c265 | 84ca35b6a157c265 | 84ca35b6a157c265 | 84ca35b6a157c265 | 84ca35b6a157c265 |
| par-queries-kde/odd          | IDENTICAL x5 | 8a2b6beee09a98f3 | 8a2b6beee09a98f3 | 8a2b6beee09a98f3 | 8a2b6beee09a98f3 | 8a2b6beee09a98f3 |
| par-queries-kde/ties         | IDENTICAL x5 | 0a800c7b3cca66e4 | 0a800c7b3cca66e4 | 0a800c7b3cca66e4 | 0a800c7b3cca66e4 | 0a800c7b3cca66e4 |
| par-queries-kde/wide         | IDENTICAL x5 | 36c3cbb2ef71f768 | 36c3cbb2ef71f768 | 36c3cbb2ef71f768 | 36c3cbb2ef71f768 | 36c3cbb2ef71f768 |
| par-queries-knn/base         | IDENTICAL x5 | 4b0dd36744b84c37 | 4b0dd36744b84c37 | 4b0dd36744b84c37 | 4b0dd36744b84c37 | 4b0dd36744b84c37 |
| par-queries-knn/denormal     | IDENTICAL x5 | 4313fe10444c709c | 4313fe10444c709c | 4313fe10444c709c | 4313fe10444c709c | 4313fe10444c709c |
| par-queries-knn/denormal_ftz | IDENTICAL x5 | 4313fe10444c709c | 4313fe10444c709c | 4313fe10444c709c | 4313fe10444c709c | 4313fe10444c709c |
| par-queries-knn/dupes        | IDENTICAL x5 | 6858f0a3a5c594bc | 6858f0a3a5c594bc | 6858f0a3a5c594bc | 6858f0a3a5c594bc | 6858f0a3a5c594bc |
| par-queries-knn/hashed       | IDENTICAL x5 | 71740d620eebff2c | 71740d620eebff2c | 71740d620eebff2c | 71740d620eebff2c | 71740d620eebff2c |
| par-queries-knn/negative     | IDENTICAL x5 | 228cbed4badc1c43 | 228cbed4badc1c43 | 228cbed4badc1c43 | 228cbed4badc1c43 | 228cbed4badc1c43 |
| par-queries-knn/odd          | IDENTICAL x5 | 17269e539cfec71f | 17269e539cfec71f | 17269e539cfec71f | 17269e539cfec71f | 17269e539cfec71f |
| par-queries-knn/ties         | IDENTICAL x5 | 853a07551e849373 | 853a07551e849373 | 853a07551e849373 | 853a07551e849373 | 853a07551e849373 |
| par-queries-knn/wide         | IDENTICAL x5 | dd6787fbab085855 | dd6787fbab085855 | dd6787fbab085855 | dd6787fbab085855 | dd6787fbab085855 |
| par-queries-radius/base      | IDENTICAL x5 | b4fa4ebf9623f5d0 | b4fa4ebf9623f5d0 | b4fa4ebf9623f5d0 | b4fa4ebf9623f5d0 | b4fa4ebf9623f5d0 |
| par-queries-radius/denormal  | IDENTICAL x5 | b31c83097872381e | b31c83097872381e | b31c83097872381e | b31c83097872381e | b31c83097872381e |
| par-queries-radius/denormal_ftz | IDENTICAL x5 | b31c83097872381e | b31c83097872381e | b31c83097872381e | b31c83097872381e | b31c83097872381e |
| par-queries-radius/dupes     | IDENTICAL x5 | ad02d42d5b3fded7 | ad02d42d5b3fded7 | ad02d42d5b3fded7 | ad02d42d5b3fded7 | ad02d42d5b3fded7 |
| par-queries-radius/hashed    | IDENTICAL x5 | cdc57602d696879d | cdc57602d696879d | cdc57602d696879d | cdc57602d696879d | cdc57602d696879d |
| par-queries-radius/negative  | IDENTICAL x5 | 4b7b50fe64e2d7af | 4b7b50fe64e2d7af | 4b7b50fe64e2d7af | 4b7b50fe64e2d7af | 4b7b50fe64e2d7af |
| par-queries-radius/odd       | IDENTICAL x5 | 99a3e94304f0d55a | 99a3e94304f0d55a | 99a3e94304f0d55a | 99a3e94304f0d55a | 99a3e94304f0d55a |
| par-queries-radius/ties      | IDENTICAL x5 | d4e4484a004f4042 | d4e4484a004f4042 | d4e4484a004f4042 | d4e4484a004f4042 | d4e4484a004f4042 |
| par-queries-radius/wide      | IDENTICAL x5 | 4ea06c29cad72c3a | 4ea06c29cad72c3a | 4ea06c29cad72c3a | 4ea06c29cad72c3a | 4ea06c29cad72c3a |
| par-reference-knn-reg/base   | IDENTICAL x5 | 33e7da5c3fdd343c | 33e7da5c3fdd343c | 33e7da5c3fdd343c | 33e7da5c3fdd343c | 33e7da5c3fdd343c |
| par-reference-knn-reg/denormal | IDENTICAL x5 | 4c84ea510c9509c5 | 4c84ea510c9509c5 | 4c84ea510c9509c5 | 4c84ea510c9509c5 | 4c84ea510c9509c5 |
| par-reference-knn-reg/denormal_ftz | IDENTICAL x5 | 4c84ea510c9509c5 | 4c84ea510c9509c5 | 4c84ea510c9509c5 | 4c84ea510c9509c5 | 4c84ea510c9509c5 |
| par-reference-knn-reg/dupes  | IDENTICAL x5 | 3bb71dcd3b676bd6 | 3bb71dcd3b676bd6 | 3bb71dcd3b676bd6 | 3bb71dcd3b676bd6 | 3bb71dcd3b676bd6 |
| par-reference-knn-reg/hashed | IDENTICAL x5 | 81f9b8890b3f8185 | 81f9b8890b3f8185 | 81f9b8890b3f8185 | 81f9b8890b3f8185 | 81f9b8890b3f8185 |
| par-reference-knn-reg/negative | IDENTICAL x5 | b34860cd7e03c8fe | b34860cd7e03c8fe | b34860cd7e03c8fe | b34860cd7e03c8fe | b34860cd7e03c8fe |
| par-reference-knn-reg/odd    | IDENTICAL x5 | 4fddd38927851559 | 4fddd38927851559 | 4fddd38927851559 | 4fddd38927851559 | 4fddd38927851559 |
| par-reference-knn-reg/ties   | IDENTICAL x5 | 556283a80ad1e387 | 556283a80ad1e387 | 556283a80ad1e387 | 556283a80ad1e387 | 556283a80ad1e387 |
| par-reference-knn-reg/wide   | IDENTICAL x5 | 0d128580a2408383 | 0d128580a2408383 | 0d128580a2408383 | 0d128580a2408383 | 0d128580a2408383 |
| par-reference-knn/base       | IDENTICAL x5 | 4b0dd36744b84c37 | 4b0dd36744b84c37 | 4b0dd36744b84c37 | 4b0dd36744b84c37 | 4b0dd36744b84c37 |
| par-reference-knn/denormal   | IDENTICAL x5 | 4313fe10444c709c | 4313fe10444c709c | 4313fe10444c709c | 4313fe10444c709c | 4313fe10444c709c |
| par-reference-knn/denormal_ftz | IDENTICAL x5 | 4313fe10444c709c | 4313fe10444c709c | 4313fe10444c709c | 4313fe10444c709c | 4313fe10444c709c |
| par-reference-knn/dupes      | IDENTICAL x5 | 6858f0a3a5c594bc | 6858f0a3a5c594bc | 6858f0a3a5c594bc | 6858f0a3a5c594bc | 6858f0a3a5c594bc |
| par-reference-knn/hashed     | IDENTICAL x5 | 71740d620eebff2c | 71740d620eebff2c | 71740d620eebff2c | 71740d620eebff2c | 71740d620eebff2c |
| par-reference-knn/negative   | IDENTICAL x5 | 228cbed4badc1c43 | 228cbed4badc1c43 | 228cbed4badc1c43 | 228cbed4badc1c43 | 228cbed4badc1c43 |
| par-reference-knn/odd        | IDENTICAL x5 | 17269e539cfec71f | 17269e539cfec71f | 17269e539cfec71f | 17269e539cfec71f | 17269e539cfec71f |
| par-reference-knn/ties       | IDENTICAL x5 | 853a07551e849373 | 853a07551e849373 | 853a07551e849373 | 853a07551e849373 | 853a07551e849373 |
| par-reference-knn/wide       | IDENTICAL x5 | dd6787fbab085855 | dd6787fbab085855 | dd6787fbab085855 | dd6787fbab085855 | dd6787fbab085855 |
| par-samba-clip/base          | IDENTICAL x5 | 387a63aafbcce06d | 387a63aafbcce06d | 387a63aafbcce06d | 387a63aafbcce06d | 387a63aafbcce06d |
| par-samba-clip/denormal      | IDENTICAL x5 | 8c2ae3ff8e254f9b | 8c2ae3ff8e254f9b | 8c2ae3ff8e254f9b | 8c2ae3ff8e254f9b | 8c2ae3ff8e254f9b |
| par-samba-clip/denormal_ftz  | IDENTICAL x5 | 374ecd21fbc5cb69 | 374ecd21fbc5cb69 | 374ecd21fbc5cb69 | 374ecd21fbc5cb69 | 374ecd21fbc5cb69 |
| par-samba-clip/dupes         | IDENTICAL x5 | b8ced390472a553d | b8ced390472a553d | b8ced390472a553d | b8ced390472a553d | b8ced390472a553d |
| par-samba-clip/hashed        | IDENTICAL x5 | e963a3a21f0c5297 | e963a3a21f0c5297 | e963a3a21f0c5297 | e963a3a21f0c5297 | e963a3a21f0c5297 |
| par-samba-clip/negative      | IDENTICAL x5 | e2b57bbef5c259df | e2b57bbef5c259df | e2b57bbef5c259df | e2b57bbef5c259df | e2b57bbef5c259df |
| par-samba-clip/odd           | IDENTICAL x5 | 387a63aafbcce06d | 387a63aafbcce06d | 387a63aafbcce06d | 387a63aafbcce06d | 387a63aafbcce06d |
| par-samba-clip/ties          | IDENTICAL x5 | 9ccee51aa073aff8 | 9ccee51aa073aff8 | 9ccee51aa073aff8 | 9ccee51aa073aff8 | 9ccee51aa073aff8 |
| par-samba-clip/wide          | IDENTICAL x5 | 53b13d6e08035dd3 | 53b13d6e08035dd3 | 53b13d6e08035dd3 | 53b13d6e08035dd3 | 53b13d6e08035dd3 |
| par-samba/base               | IDENTICAL x5 | 359834bee4b2789a | 359834bee4b2789a | 359834bee4b2789a | 359834bee4b2789a | 359834bee4b2789a |
| par-samba/denormal           | IDENTICAL x5 | c04ab1019588d438 | c04ab1019588d438 | c04ab1019588d438 | c04ab1019588d438 | c04ab1019588d438 |
| par-samba/denormal_ftz       | IDENTICAL x5 | afc67288c7c3a521 | afc67288c7c3a521 | afc67288c7c3a521 | afc67288c7c3a521 | afc67288c7c3a521 |
| par-samba/dupes              | IDENTICAL x5 | bbe199c298e7016f | bbe199c298e7016f | bbe199c298e7016f | bbe199c298e7016f | bbe199c298e7016f |
| par-samba/hashed             | IDENTICAL x5 | 78027e9d4a9ee36a | 78027e9d4a9ee36a | 78027e9d4a9ee36a | 78027e9d4a9ee36a | 78027e9d4a9ee36a |
| par-samba/negative           | IDENTICAL x5 | 3cacebe716d76ff0 | 3cacebe716d76ff0 | 3cacebe716d76ff0 | 3cacebe716d76ff0 | 3cacebe716d76ff0 |
| par-samba/odd                | IDENTICAL x5 | 359834bee4b2789a | 359834bee4b2789a | 359834bee4b2789a | 359834bee4b2789a | 359834bee4b2789a |
| par-samba/ties               | IDENTICAL x5 | f3eb2f9e54c68bf7 | f3eb2f9e54c68bf7 | f3eb2f9e54c68bf7 | f3eb2f9e54c68bf7 | f3eb2f9e54c68bf7 |
| par-samba/wide               | IDENTICAL x5 | b9a6f11655fecdf2 | b9a6f11655fecdf2 | b9a6f11655fecdf2 | b9a6f11655fecdf2 | b9a6f11655fecdf2 |
| par-scaler/base              | IDENTICAL x5 | c4cc661617a4b9a7 | c4cc661617a4b9a7 | c4cc661617a4b9a7 | c4cc661617a4b9a7 | c4cc661617a4b9a7 |
| par-scaler/denormal          | IDENTICAL x5 | bada066f93657c5e | bada066f93657c5e | bada066f93657c5e | bada066f93657c5e | bada066f93657c5e |
| par-scaler/denormal_ftz      | IDENTICAL x5 | bada066f93657c5e | bada066f93657c5e | bada066f93657c5e | bada066f93657c5e | bada066f93657c5e |
| par-scaler/dupes             | IDENTICAL x5 | 871f6df54f615520 | 871f6df54f615520 | 871f6df54f615520 | 871f6df54f615520 | 871f6df54f615520 |
| par-scaler/hashed            | IDENTICAL x5 | 212f9506f7d20854 | 212f9506f7d20854 | 212f9506f7d20854 | 212f9506f7d20854 | 212f9506f7d20854 |
| par-scaler/negative          | IDENTICAL x5 | 8f955b500b7eea17 | 8f955b500b7eea17 | 8f955b500b7eea17 | 8f955b500b7eea17 | 8f955b500b7eea17 |
| par-scaler/odd               | IDENTICAL x5 | 800e5f9835ae6ce5 | 800e5f9835ae6ce5 | 800e5f9835ae6ce5 | 800e5f9835ae6ce5 | 800e5f9835ae6ce5 |
| par-scaler/ties              | IDENTICAL x5 | 1ecadb87b13bb827 | 1ecadb87b13bb827 | 1ecadb87b13bb827 | 1ecadb87b13bb827 | 1ecadb87b13bb827 |
| par-scaler/wide              | IDENTICAL x5 | 5f7db2fcea40d3ca | 5f7db2fcea40d3ca | 5f7db2fcea40d3ca | 5f7db2fcea40d3ca | 5f7db2fcea40d3ca |
| par-svm/base                 | IDENTICAL x5 | dec306e940b8a444 | dec306e940b8a444 | dec306e940b8a444 | dec306e940b8a444 | dec306e940b8a444 |
| par-svm/denormal             | IDENTICAL x5 | 549c0b5c319d84cf | 549c0b5c319d84cf | 549c0b5c319d84cf | 549c0b5c319d84cf | 549c0b5c319d84cf |
| par-svm/denormal_ftz         | IDENTICAL x5 | 549c0b5c319d84cf | 549c0b5c319d84cf | 549c0b5c319d84cf | 549c0b5c319d84cf | 549c0b5c319d84cf |
| par-svm/dupes                | IDENTICAL x5 | b2f0d9a49c9f241c | b2f0d9a49c9f241c | b2f0d9a49c9f241c | b2f0d9a49c9f241c | b2f0d9a49c9f241c |
| par-svm/hashed               | IDENTICAL x5 | 274bf9087fb0750e | 274bf9087fb0750e | 274bf9087fb0750e | 274bf9087fb0750e | 274bf9087fb0750e |
| par-svm/negative             | IDENTICAL x5 | 667155f7eda847aa | 667155f7eda847aa | 667155f7eda847aa | 667155f7eda847aa | 667155f7eda847aa |
| par-svm/odd                  | IDENTICAL x5 | 61b1676a7e40c914 | 61b1676a7e40c914 | 61b1676a7e40c914 | 61b1676a7e40c914 | 61b1676a7e40c914 |
| par-svm/ties                 | IDENTICAL x5 | 2093351e33d072ed | 2093351e33d072ed | 2093351e33d072ed | 2093351e33d072ed | 2093351e33d072ed |
| par-svm/wide                 | IDENTICAL x5 | 550d1845e417ca18 | 550d1845e417ca18 | 550d1845e417ca18 | 550d1845e417ca18 | 550d1845e417ca18 |

summary: IDENTICAL=279

| lane/fixture                 | column | verdict      | nvidia-2xh100-sm_90a | amd-2xmi300x-gfx942 | apple-m4         | nvidia-h100-sm_90a | amd-mi325x-gfx942 |
|------------------------------|--------|--------------|------------------|------------------|------------------|------------------|------------------|
| par-arima/base               | infer  | IDENTICAL x5 | 9f76be0396a666ca | 9f76be0396a666ca | 9f76be0396a666ca | 9f76be0396a666ca | 9f76be0396a666ca |
| par-arima/base               | model  | N/A          | n/a:no-save      | n/a:no-save      | n/a:no-save      | n/a:no-save      | n/a:no-save      |
| par-arima/base               | batch  | IDENTICAL x5 | cef3c859431cbbaf | cef3c859431cbbaf | cef3c859431cbbaf | cef3c859431cbbaf | cef3c859431cbbaf |
| par-arima/denormal           | infer  | IDENTICAL x5 | aab930a9e876ec1e | aab930a9e876ec1e | aab930a9e876ec1e | aab930a9e876ec1e | aab930a9e876ec1e |
| par-arima/denormal           | model  | N/A          | n/a:no-save      | n/a:no-save      | n/a:no-save      | n/a:no-save      | n/a:no-save      |
| par-arima/denormal           | batch  | IDENTICAL x5 | a5e918e8c07deeeb | a5e918e8c07deeeb | a5e918e8c07deeeb | a5e918e8c07deeeb | a5e918e8c07deeeb |
| par-arima/denormal_ftz       | infer  | IDENTICAL x5 | aab930a9e876ec1e | aab930a9e876ec1e | aab930a9e876ec1e | aab930a9e876ec1e | aab930a9e876ec1e |
| par-arima/denormal_ftz       | model  | N/A          | n/a:no-save      | n/a:no-save      | n/a:no-save      | n/a:no-save      | n/a:no-save      |
| par-arima/denormal_ftz       | batch  | IDENTICAL x5 | a5e918e8c07deeeb | a5e918e8c07deeeb | a5e918e8c07deeeb | a5e918e8c07deeeb | a5e918e8c07deeeb |
| par-arima/dupes              | infer  | IDENTICAL x5 | 9f76be0396a666ca | 9f76be0396a666ca | 9f76be0396a666ca | 9f76be0396a666ca | 9f76be0396a666ca |
| par-arima/dupes              | model  | N/A          | n/a:no-save      | n/a:no-save      | n/a:no-save      | n/a:no-save      | n/a:no-save      |
| par-arima/dupes              | batch  | IDENTICAL x5 | cef3c859431cbbaf | cef3c859431cbbaf | cef3c859431cbbaf | cef3c859431cbbaf | cef3c859431cbbaf |
| par-arima/hashed             | infer  | IDENTICAL x5 | 06461dad67cfb784 | 06461dad67cfb784 | 06461dad67cfb784 | 06461dad67cfb784 | 06461dad67cfb784 |
| par-arima/hashed             | model  | N/A          | n/a:no-save      | n/a:no-save      | n/a:no-save      | n/a:no-save      | n/a:no-save      |
| par-arima/hashed             | batch  | IDENTICAL x5 | 4d744e464df6b3d6 | 4d744e464df6b3d6 | 4d744e464df6b3d6 | 4d744e464df6b3d6 | 4d744e464df6b3d6 |
| par-arima/negative           | infer  | IDENTICAL x5 | 4e0defb4e0feb99f | 4e0defb4e0feb99f | 4e0defb4e0feb99f | 4e0defb4e0feb99f | 4e0defb4e0feb99f |
| par-arima/negative           | model  | N/A          | n/a:no-save      | n/a:no-save      | n/a:no-save      | n/a:no-save      | n/a:no-save      |
| par-arima/negative           | batch  | IDENTICAL x5 | a00b86402bf13b42 | a00b86402bf13b42 | a00b86402bf13b42 | a00b86402bf13b42 | a00b86402bf13b42 |
| par-arima/odd                | infer  | IDENTICAL x5 | 4aa662dbcc728e65 | 4aa662dbcc728e65 | 4aa662dbcc728e65 | 4aa662dbcc728e65 | 4aa662dbcc728e65 |
| par-arima/odd                | model  | N/A          | n/a:no-save      | n/a:no-save      | n/a:no-save      | n/a:no-save      | n/a:no-save      |
| par-arima/odd                | batch  | IDENTICAL x5 | 8e0a0c4068873ad7 | 8e0a0c4068873ad7 | 8e0a0c4068873ad7 | 8e0a0c4068873ad7 | 8e0a0c4068873ad7 |
| par-arima/ties               | infer  | IDENTICAL x5 | e699bca0934688f0 | e699bca0934688f0 | e699bca0934688f0 | e699bca0934688f0 | e699bca0934688f0 |
| par-arima/ties               | model  | N/A          | n/a:no-save      | n/a:no-save      | n/a:no-save      | n/a:no-save      | n/a:no-save      |
