NOTE: --lanes scopes this diff to 31 lane(s); 135 other lane(s) the JSONs carry are not compared
| lane/fixture                 | verdict    | nvidia-2xh100-sm_90a | amd-2xmi300x-gfx942 | apple-m4         | nvidia-h100-sm_90a | amd-mi325x-gfx942 |
| par-arima/ties               | batch  | IDENTICAL x5 | 7abdf42416059c68 | 7abdf42416059c68 | 7abdf42416059c68 | 7abdf42416059c68 | 7abdf42416059c68 |
| par-arima/wide               | infer  | IDENTICAL x5 | 956bebc3f45a1c69 | 956bebc3f45a1c69 | 956bebc3f45a1c69 | 956bebc3f45a1c69 | 956bebc3f45a1c69 |
| par-arima/wide               | model  | N/A          | n/a:no-save      | n/a:no-save      | n/a:no-save      | n/a:no-save      | n/a:no-save      |
| par-arima/wide               | batch  | IDENTICAL x5 | 9103785606065f64 | 9103785606065f64 | 9103785606065f64 | 9103785606065f64 | 9103785606065f64 |
| par-boosting-pointwise/base  | infer  | IDENTICAL x5 | e1db044dc82354ac | e1db044dc82354ac | e1db044dc82354ac | e1db044dc82354ac | e1db044dc82354ac |
| par-boosting-pointwise/base  | model  | IDENTICAL x5 | ee776c33f052679a | ee776c33f052679a | ee776c33f052679a | ee776c33f052679a | ee776c33f052679a |
| par-boosting-pointwise/base  | batch  | IDENTICAL x5 | 9d36287df25eff95 | 9d36287df25eff95 | 9d36287df25eff95 | 9d36287df25eff95 | 9d36287df25eff95 |
| par-boosting-pointwise/denormal | infer  | IDENTICAL x5 | e1db044dc82354ac | e1db044dc82354ac | e1db044dc82354ac | e1db044dc82354ac | e1db044dc82354ac |
| par-boosting-pointwise/denormal | model  | IDENTICAL x5 | 4f2c8b24bbe2eb42 | 4f2c8b24bbe2eb42 | 4f2c8b24bbe2eb42 | 4f2c8b24bbe2eb42 | 4f2c8b24bbe2eb42 |
| par-boosting-pointwise/denormal | batch  | IDENTICAL x5 | 9d36287df25eff95 | 9d36287df25eff95 | 9d36287df25eff95 | 9d36287df25eff95 | 9d36287df25eff95 |
| par-boosting-pointwise/denormal_ftz | infer  | IDENTICAL x5 | e1db044dc82354ac | e1db044dc82354ac | e1db044dc82354ac | e1db044dc82354ac | e1db044dc82354ac |
| par-boosting-pointwise/denormal_ftz | model  | IDENTICAL x5 | 4f2c8b24bbe2eb42 | 4f2c8b24bbe2eb42 | 4f2c8b24bbe2eb42 | 4f2c8b24bbe2eb42 | 4f2c8b24bbe2eb42 |
| par-boosting-pointwise/denormal_ftz | batch  | IDENTICAL x5 | 9d36287df25eff95 | 9d36287df25eff95 | 9d36287df25eff95 | 9d36287df25eff95 | 9d36287df25eff95 |
| par-boosting-pointwise/dupes | infer  | IDENTICAL x5 | 04bc7278a6524318 | 04bc7278a6524318 | 04bc7278a6524318 | 04bc7278a6524318 | 04bc7278a6524318 |
| par-boosting-pointwise/dupes | model  | IDENTICAL x5 | 534330823f304849 | 534330823f304849 | 534330823f304849 | 534330823f304849 | 534330823f304849 |
| par-boosting-pointwise/dupes | batch  | IDENTICAL x5 | 6ea60cd70531740c | 6ea60cd70531740c | 6ea60cd70531740c | 6ea60cd70531740c | 6ea60cd70531740c |
| par-boosting-pointwise/hashed | infer  | IDENTICAL x5 | 548cebaf2b1310eb | 548cebaf2b1310eb | 548cebaf2b1310eb | 548cebaf2b1310eb | 548cebaf2b1310eb |
| par-boosting-pointwise/hashed | model  | IDENTICAL x5 | 24d9422c46dcfff9 | 24d9422c46dcfff9 | 24d9422c46dcfff9 | 24d9422c46dcfff9 | 24d9422c46dcfff9 |
| par-boosting-pointwise/hashed | batch  | IDENTICAL x5 | 8cb251b8df89f2dd | 8cb251b8df89f2dd | 8cb251b8df89f2dd | 8cb251b8df89f2dd | 8cb251b8df89f2dd |
| par-boosting-pointwise/negative | infer  | IDENTICAL x5 | 3d7847393c2eeeed | 3d7847393c2eeeed | 3d7847393c2eeeed | 3d7847393c2eeeed | 3d7847393c2eeeed |
| par-boosting-pointwise/negative | model  | IDENTICAL x5 | 145ac848bbea01ba | 145ac848bbea01ba | 145ac848bbea01ba | 145ac848bbea01ba | 145ac848bbea01ba |
| par-boosting-pointwise/negative | batch  | IDENTICAL x5 | 557ef75b0ae06946 | 557ef75b0ae06946 | 557ef75b0ae06946 | 557ef75b0ae06946 | 557ef75b0ae06946 |
| par-boosting-pointwise/odd   | infer  | IDENTICAL x5 | 24dbd6988a519e0c | 24dbd6988a519e0c | 24dbd6988a519e0c | 24dbd6988a519e0c | 24dbd6988a519e0c |
| par-boosting-pointwise/odd   | model  | IDENTICAL x5 | 3dfdadfd1961d2b5 | 3dfdadfd1961d2b5 | 3dfdadfd1961d2b5 | 3dfdadfd1961d2b5 | 3dfdadfd1961d2b5 |
| par-boosting-pointwise/odd   | batch  | IDENTICAL x5 | a60497d0f9d20e28 | a60497d0f9d20e28 | a60497d0f9d20e28 | a60497d0f9d20e28 | a60497d0f9d20e28 |
| par-boosting-pointwise/ties  | infer  | IDENTICAL x5 | e71542e71394acc3 | e71542e71394acc3 | e71542e71394acc3 | e71542e71394acc3 | e71542e71394acc3 |
| par-boosting-pointwise/ties  | model  | IDENTICAL x5 | d01adab1226baf49 | d01adab1226baf49 | d01adab1226baf49 | d01adab1226baf49 | d01adab1226baf49 |
| par-boosting-pointwise/ties  | batch  | IDENTICAL x5 | 8146b2372b89188b | 8146b2372b89188b | 8146b2372b89188b | 8146b2372b89188b | 8146b2372b89188b |
| par-boosting-pointwise/wide  | infer  | IDENTICAL x5 | 9f7630d079f43f07 | 9f7630d079f43f07 | 9f7630d079f43f07 | 9f7630d079f43f07 | 9f7630d079f43f07 |
| par-boosting-pointwise/wide  | model  | IDENTICAL x5 | 1cdaebf93c86aa45 | 1cdaebf93c86aa45 | 1cdaebf93c86aa45 | 1cdaebf93c86aa45 | 1cdaebf93c86aa45 |
| par-boosting-pointwise/wide  | batch  | IDENTICAL x5 | 09f8dd630ebbce0f | 09f8dd630ebbce0f | 09f8dd630ebbce0f | 09f8dd630ebbce0f | 09f8dd630ebbce0f |
| par-boosting/base            | infer  | IDENTICAL x5 | e1db044dc82354ac | e1db044dc82354ac | e1db044dc82354ac | e1db044dc82354ac | e1db044dc82354ac |
| par-boosting/base            | model  | IDENTICAL x5 | ee776c33f052679a | ee776c33f052679a | ee776c33f052679a | ee776c33f052679a | ee776c33f052679a |
| par-boosting/base            | batch  | IDENTICAL x5 | 9d36287df25eff95 | 9d36287df25eff95 | 9d36287df25eff95 | 9d36287df25eff95 | 9d36287df25eff95 |
| par-boosting/denormal        | infer  | IDENTICAL x5 | e1db044dc82354ac | e1db044dc82354ac | e1db044dc82354ac | e1db044dc82354ac | e1db044dc82354ac |
| par-boosting/denormal        | model  | IDENTICAL x5 | 4f2c8b24bbe2eb42 | 4f2c8b24bbe2eb42 | 4f2c8b24bbe2eb42 | 4f2c8b24bbe2eb42 | 4f2c8b24bbe2eb42 |
| par-boosting/denormal        | batch  | IDENTICAL x5 | 9d36287df25eff95 | 9d36287df25eff95 | 9d36287df25eff95 | 9d36287df25eff95 | 9d36287df25eff95 |
| par-boosting/denormal_ftz    | infer  | IDENTICAL x5 | e1db044dc82354ac | e1db044dc82354ac | e1db044dc82354ac | e1db044dc82354ac | e1db044dc82354ac |
| par-boosting/denormal_ftz    | model  | IDENTICAL x5 | 4f2c8b24bbe2eb42 | 4f2c8b24bbe2eb42 | 4f2c8b24bbe2eb42 | 4f2c8b24bbe2eb42 | 4f2c8b24bbe2eb42 |
| par-boosting/denormal_ftz    | batch  | IDENTICAL x5 | 9d36287df25eff95 | 9d36287df25eff95 | 9d36287df25eff95 | 9d36287df25eff95 | 9d36287df25eff95 |
| par-boosting/dupes           | infer  | IDENTICAL x5 | 04bc7278a6524318 | 04bc7278a6524318 | 04bc7278a6524318 | 04bc7278a6524318 | 04bc7278a6524318 |
| par-boosting/dupes           | model  | IDENTICAL x5 | 534330823f304849 | 534330823f304849 | 534330823f304849 | 534330823f304849 | 534330823f304849 |
| par-boosting/dupes           | batch  | IDENTICAL x5 | 6ea60cd70531740c | 6ea60cd70531740c | 6ea60cd70531740c | 6ea60cd70531740c | 6ea60cd70531740c |
| par-boosting/hashed          | infer  | IDENTICAL x5 | 548cebaf2b1310eb | 548cebaf2b1310eb | 548cebaf2b1310eb | 548cebaf2b1310eb | 548cebaf2b1310eb |
| par-boosting/hashed          | model  | IDENTICAL x5 | 24d9422c46dcfff9 | 24d9422c46dcfff9 | 24d9422c46dcfff9 | 24d9422c46dcfff9 | 24d9422c46dcfff9 |
| par-boosting/hashed          | batch  | IDENTICAL x5 | 8cb251b8df89f2dd | 8cb251b8df89f2dd | 8cb251b8df89f2dd | 8cb251b8df89f2dd | 8cb251b8df89f2dd |
| par-boosting/negative        | infer  | IDENTICAL x5 | 3d7847393c2eeeed | 3d7847393c2eeeed | 3d7847393c2eeeed | 3d7847393c2eeeed | 3d7847393c2eeeed |
| par-boosting/negative        | model  | IDENTICAL x5 | 145ac848bbea01ba | 145ac848bbea01ba | 145ac848bbea01ba | 145ac848bbea01ba | 145ac848bbea01ba |
| par-boosting/negative        | batch  | IDENTICAL x5 | 557ef75b0ae06946 | 557ef75b0ae06946 | 557ef75b0ae06946 | 557ef75b0ae06946 | 557ef75b0ae06946 |
| par-boosting/odd             | infer  | IDENTICAL x5 | 24dbd6988a519e0c | 24dbd6988a519e0c | 24dbd6988a519e0c | 24dbd6988a519e0c | 24dbd6988a519e0c |
| par-boosting/odd             | model  | IDENTICAL x5 | 3dfdadfd1961d2b5 | 3dfdadfd1961d2b5 | 3dfdadfd1961d2b5 | 3dfdadfd1961d2b5 | 3dfdadfd1961d2b5 |
| par-boosting/odd             | batch  | IDENTICAL x5 | a60497d0f9d20e28 | a60497d0f9d20e28 | a60497d0f9d20e28 | a60497d0f9d20e28 | a60497d0f9d20e28 |
| par-boosting/ties            | infer  | IDENTICAL x5 | e71542e71394acc3 | e71542e71394acc3 | e71542e71394acc3 | e71542e71394acc3 | e71542e71394acc3 |
| par-boosting/ties            | model  | IDENTICAL x5 | d01adab1226baf49 | d01adab1226baf49 | d01adab1226baf49 | d01adab1226baf49 | d01adab1226baf49 |
| par-boosting/ties            | batch  | IDENTICAL x5 | 8146b2372b89188b | 8146b2372b89188b | 8146b2372b89188b | 8146b2372b89188b | 8146b2372b89188b |
| par-boosting/wide            | infer  | IDENTICAL x5 | 9f7630d079f43f07 | 9f7630d079f43f07 | 9f7630d079f43f07 | 9f7630d079f43f07 | 9f7630d079f43f07 |
| par-boosting/wide            | model  | IDENTICAL x5 | 1cdaebf93c86aa45 | 1cdaebf93c86aa45 | 1cdaebf93c86aa45 | 1cdaebf93c86aa45 | 1cdaebf93c86aa45 |
| par-boosting/wide            | batch  | IDENTICAL x5 | 09f8dd630ebbce0f | 09f8dd630ebbce0f | 09f8dd630ebbce0f | 09f8dd630ebbce0f | 09f8dd630ebbce0f |
| par-byte-lm-model-pool/base  | infer  | N/A          | n/a:function     | n/a:function     | n/a:function     | n/a:function     | n/a:function     |
| par-byte-lm-model-pool/base  | model  | N/A          | n/a:no-save      | n/a:no-save      | n/a:no-save      | n/a:no-save      | n/a:no-save      |
| par-byte-lm-model-pool/base  | batch  | N/A          | n/a:no-model     | n/a:no-model     | n/a:no-model     | n/a:no-model     | n/a:no-model     |
| par-byte-lm-model-pool/denormal | infer  | N/A          | n/a:function     | n/a:function     | n/a:function     | n/a:function     | n/a:function     |
| par-byte-lm-model-pool/denormal | model  | N/A          | n/a:no-save      | n/a:no-save      | n/a:no-save      | n/a:no-save      | n/a:no-save      |
| par-byte-lm-model-pool/denormal | batch  | N/A          | n/a:no-model     | n/a:no-model     | n/a:no-model     | n/a:no-model     | n/a:no-model     |
| par-byte-lm-model-pool/denormal_ftz | infer  | N/A          | n/a:function     | n/a:function     | n/a:function     | n/a:function     | n/a:function     |
| par-byte-lm-model-pool/denormal_ftz | model  | N/A          | n/a:no-save      | n/a:no-save      | n/a:no-save      | n/a:no-save      | n/a:no-save      |
| par-byte-lm-model-pool/denormal_ftz | batch  | N/A          | n/a:no-model     | n/a:no-model     | n/a:no-model     | n/a:no-model     | n/a:no-model     |
| par-byte-lm-model-pool/dupes | infer  | N/A          | n/a:function     | n/a:function     | n/a:function     | n/a:function     | n/a:function     |
| par-byte-lm-model-pool/dupes | model  | N/A          | n/a:no-save      | n/a:no-save      | n/a:no-save      | n/a:no-save      | n/a:no-save      |
| par-byte-lm-model-pool/dupes | batch  | N/A          | n/a:no-model     | n/a:no-model     | n/a:no-model     | n/a:no-model     | n/a:no-model     |
| par-byte-lm-model-pool/hashed | infer  | N/A          | n/a:function     | n/a:function     | n/a:function     | n/a:function     | n/a:function     |
| par-byte-lm-model-pool/hashed | model  | N/A          | n/a:no-save      | n/a:no-save      | n/a:no-save      | n/a:no-save      | n/a:no-save      |
| par-byte-lm-model-pool/hashed | batch  | N/A          | n/a:no-model     | n/a:no-model     | n/a:no-model     | n/a:no-model     | n/a:no-model     |
| par-byte-lm-model-pool/negative | infer  | N/A          | n/a:function     | n/a:function     | n/a:function     | n/a:function     | n/a:function     |
| par-byte-lm-model-pool/negative | model  | N/A          | n/a:no-save      | n/a:no-save      | n/a:no-save      | n/a:no-save      | n/a:no-save      |
| par-byte-lm-model-pool/negative | batch  | N/A          | n/a:no-model     | n/a:no-model     | n/a:no-model     | n/a:no-model     | n/a:no-model     |
| par-byte-lm-model-pool/odd   | infer  | N/A          | n/a:function     | n/a:function     | n/a:function     | n/a:function     | n/a:function     |
| par-byte-lm-model-pool/odd   | model  | N/A          | n/a:no-save      | n/a:no-save      | n/a:no-save      | n/a:no-save      | n/a:no-save      |
| par-byte-lm-model-pool/odd   | batch  | N/A          | n/a:no-model     | n/a:no-model     | n/a:no-model     | n/a:no-model     | n/a:no-model     |
| par-byte-lm-model-pool/ties  | infer  | N/A          | n/a:function     | n/a:function     | n/a:function     | n/a:function     | n/a:function     |
| par-byte-lm-model-pool/ties  | model  | N/A          | n/a:no-save      | n/a:no-save      | n/a:no-save      | n/a:no-save      | n/a:no-save      |
| par-byte-lm-model-pool/ties  | batch  | N/A          | n/a:no-model     | n/a:no-model     | n/a:no-model     | n/a:no-model     | n/a:no-model     |
| par-byte-lm-model-pool/wide  | infer  | N/A          | n/a:function     | n/a:function     | n/a:function     | n/a:function     | n/a:function     |
| par-byte-lm-model-pool/wide  | model  | N/A          | n/a:no-save      | n/a:no-save      | n/a:no-save      | n/a:no-save      | n/a:no-save      |
| par-byte-lm-model-pool/wide  | batch  | N/A          | n/a:no-model     | n/a:no-model     | n/a:no-model     | n/a:no-model     | n/a:no-model     |
| par-byte-lm-offload/base     | infer  | N/A          | n/a:function     | n/a:function     | n/a:function     | n/a:function     | n/a:function     |
| par-byte-lm-offload/base     | model  | N/A          | n/a:no-save      | n/a:no-save      | n/a:no-save      | n/a:no-save      | n/a:no-save      |
| par-byte-lm-offload/base     | batch  | N/A          | n/a:no-model     | n/a:no-model     | n/a:no-model     | n/a:no-model     | n/a:no-model     |
| par-byte-lm-offload/denormal | infer  | N/A          | n/a:function     | n/a:function     | n/a:function     | n/a:function     | n/a:function     |
| par-byte-lm-offload/denormal | model  | N/A          | n/a:no-save      | n/a:no-save      | n/a:no-save      | n/a:no-save      | n/a:no-save      |
| par-byte-lm-offload/denormal | batch  | N/A          | n/a:no-model     | n/a:no-model     | n/a:no-model     | n/a:no-model     | n/a:no-model     |
| par-byte-lm-offload/denormal_ftz | infer  | N/A          | n/a:function     | n/a:function     | n/a:function     | n/a:function     | n/a:function     |
| par-byte-lm-offload/denormal_ftz | model  | N/A          | n/a:no-save      | n/a:no-save      | n/a:no-save      | n/a:no-save      | n/a:no-save      |
| par-byte-lm-offload/denormal_ftz | batch  | N/A          | n/a:no-model     | n/a:no-model     | n/a:no-model     | n/a:no-model     | n/a:no-model     |
| par-byte-lm-offload/dupes    | infer  | N/A          | n/a:function     | n/a:function     | n/a:function     | n/a:function     | n/a:function     |
| par-byte-lm-offload/dupes    | model  | N/A          | n/a:no-save      | n/a:no-save      | n/a:no-save      | n/a:no-save      | n/a:no-save      |
| par-byte-lm-offload/dupes    | batch  | N/A          | n/a:no-model     | n/a:no-model     | n/a:no-model     | n/a:no-model     | n/a:no-model     |
| par-byte-lm-offload/hashed   | infer  | N/A          | n/a:function     | n/a:function     | n/a:function     | n/a:function     | n/a:function     |
| par-byte-lm-offload/hashed   | model  | N/A          | n/a:no-save      | n/a:no-save      | n/a:no-save      | n/a:no-save      | n/a:no-save      |
| par-byte-lm-offload/hashed   | batch  | N/A          | n/a:no-model     | n/a:no-model     | n/a:no-model     | n/a:no-model     | n/a:no-model     |
| par-byte-lm-offload/negative | infer  | N/A          | n/a:function     | n/a:function     | n/a:function     | n/a:function     | n/a:function     |
| par-byte-lm-offload/negative | model  | N/A          | n/a:no-save      | n/a:no-save      | n/a:no-save      | n/a:no-save      | n/a:no-save      |
| par-byte-lm-offload/negative | batch  | N/A          | n/a:no-model     | n/a:no-model     | n/a:no-model     | n/a:no-model     | n/a:no-model     |
| par-byte-lm-offload/odd      | infer  | N/A          | n/a:function     | n/a:function     | n/a:function     | n/a:function     | n/a:function     |
| par-byte-lm-offload/odd      | model  | N/A          | n/a:no-save      | n/a:no-save      | n/a:no-save      | n/a:no-save      | n/a:no-save      |
| par-byte-lm-offload/odd      | batch  | N/A          | n/a:no-model     | n/a:no-model     | n/a:no-model     | n/a:no-model     | n/a:no-model     |
| par-byte-lm-offload/ties     | infer  | N/A          | n/a:function     | n/a:function     | n/a:function     | n/a:function     | n/a:function     |
| par-byte-lm-offload/ties     | model  | N/A          | n/a:no-save      | n/a:no-save      | n/a:no-save      | n/a:no-save      | n/a:no-save      |
| par-byte-lm-offload/ties     | batch  | N/A          | n/a:no-model     | n/a:no-model     | n/a:no-model     | n/a:no-model     | n/a:no-model     |
| par-byte-lm-offload/wide     | infer  | N/A          | n/a:function     | n/a:function     | n/a:function     | n/a:function     | n/a:function     |
| par-byte-lm-offload/wide     | model  | N/A          | n/a:no-save      | n/a:no-save      | n/a:no-save      | n/a:no-save      | n/a:no-save      |
| par-byte-lm-offload/wide     | batch  | N/A          | n/a:no-model     | n/a:no-model     | n/a:no-model     | n/a:no-model     | n/a:no-model     |
| par-byte-lm/base             | infer  | N/A          | n/a:function     | n/a:function     | n/a:function     | n/a:function     | n/a:function     |
| par-byte-lm/base             | model  | N/A          | n/a:no-save      | n/a:no-save      | n/a:no-save      | n/a:no-save      | n/a:no-save      |
| par-byte-lm/base             | batch  | N/A          | n/a:no-model     | n/a:no-model     | n/a:no-model     | n/a:no-model     | n/a:no-model     |
| par-byte-lm/denormal         | infer  | N/A          | n/a:function     | n/a:function     | n/a:function     | n/a:function     | n/a:function     |
| par-byte-lm/denormal         | model  | N/A          | n/a:no-save      | n/a:no-save      | n/a:no-save      | n/a:no-save      | n/a:no-save      |
| par-byte-lm/denormal         | batch  | N/A          | n/a:no-model     | n/a:no-model     | n/a:no-model     | n/a:no-model     | n/a:no-model     |
| par-byte-lm/denormal_ftz     | infer  | N/A          | n/a:function     | n/a:function     | n/a:function     | n/a:function     | n/a:function     |
| par-byte-lm/denormal_ftz     | model  | N/A          | n/a:no-save      | n/a:no-save      | n/a:no-save      | n/a:no-save      | n/a:no-save      |
| par-byte-lm/denormal_ftz     | batch  | N/A          | n/a:no-model     | n/a:no-model     | n/a:no-model     | n/a:no-model     | n/a:no-model     |
| par-byte-lm/dupes            | infer  | N/A          | n/a:function     | n/a:function     | n/a:function     | n/a:function     | n/a:function     |
| par-byte-lm/dupes            | model  | N/A          | n/a:no-save      | n/a:no-save      | n/a:no-save      | n/a:no-save      | n/a:no-save      |
| par-byte-lm/dupes            | batch  | N/A          | n/a:no-model     | n/a:no-model     | n/a:no-model     | n/a:no-model     | n/a:no-model     |
| par-byte-lm/hashed           | infer  | N/A          | n/a:function     | n/a:function     | n/a:function     | n/a:function     | n/a:function     |
| par-byte-lm/hashed           | model  | N/A          | n/a:no-save      | n/a:no-save      | n/a:no-save      | n/a:no-save      | n/a:no-save      |
| par-byte-lm/hashed           | batch  | N/A          | n/a:no-model     | n/a:no-model     | n/a:no-model     | n/a:no-model     | n/a:no-model     |
| par-byte-lm/negative         | infer  | N/A          | n/a:function     | n/a:function     | n/a:function     | n/a:function     | n/a:function     |
| par-byte-lm/negative         | model  | N/A          | n/a:no-save      | n/a:no-save      | n/a:no-save      | n/a:no-save      | n/a:no-save      |
| par-byte-lm/negative         | batch  | N/A          | n/a:no-model     | n/a:no-model     | n/a:no-model     | n/a:no-model     | n/a:no-model     |
| par-byte-lm/odd              | infer  | N/A          | n/a:function     | n/a:function     | n/a:function     | n/a:function     | n/a:function     |
| par-byte-lm/odd              | model  | N/A          | n/a:no-save      | n/a:no-save      | n/a:no-save      | n/a:no-save      | n/a:no-save      |
| par-byte-lm/odd              | batch  | N/A          | n/a:no-model     | n/a:no-model     | n/a:no-model     | n/a:no-model     | n/a:no-model     |
| par-byte-lm/ties             | infer  | N/A          | n/a:function     | n/a:function     | n/a:function     | n/a:function     | n/a:function     |
| par-byte-lm/ties             | model  | N/A          | n/a:no-save      | n/a:no-save      | n/a:no-save      | n/a:no-save      | n/a:no-save      |
| par-byte-lm/ties             | batch  | N/A          | n/a:no-model     | n/a:no-model     | n/a:no-model     | n/a:no-model     | n/a:no-model     |
| par-byte-lm/wide             | infer  | N/A          | n/a:function     | n/a:function     | n/a:function     | n/a:function     | n/a:function     |
| par-byte-lm/wide             | model  | N/A          | n/a:no-save      | n/a:no-save      | n/a:no-save      | n/a:no-save      | n/a:no-save      |
| par-byte-lm/wide             | batch  | N/A          | n/a:no-model     | n/a:no-model     | n/a:no-model     | n/a:no-model     | n/a:no-model     |
| par-cd/base                  | infer  | IDENTICAL x5 | 7334b38e7b651e27 | 7334b38e7b651e27 | 7334b38e7b651e27 | 7334b38e7b651e27 | 7334b38e7b651e27 |
| par-cd/base                  | model  | N/A          | n/a:no-save      | n/a:no-save      | n/a:no-save      | n/a:no-save      | n/a:no-save      |
| par-cd/base                  | batch  | IDENTICAL x5 | 17cc629044f18231 | 17cc629044f18231 | 17cc629044f18231 | 17cc629044f18231 | 17cc629044f18231 |
| par-cd/denormal              | infer  | IDENTICAL x5 | b92e9bfda9b725b4 | b92e9bfda9b725b4 | b92e9bfda9b725b4 | b92e9bfda9b725b4 | b92e9bfda9b725b4 |
| par-cd/denormal              | model  | N/A          | n/a:no-save      | n/a:no-save      | n/a:no-save      | n/a:no-save      | n/a:no-save      |
| par-cd/denormal              | batch  | IDENTICAL x5 | 569fc3172ebd0164 | 569fc3172ebd0164 | 569fc3172ebd0164 | 569fc3172ebd0164 | 569fc3172ebd0164 |
| par-cd/denormal_ftz          | infer  | IDENTICAL x5 | b92e9bfda9b725b4 | b92e9bfda9b725b4 | b92e9bfda9b725b4 | b92e9bfda9b725b4 | b92e9bfda9b725b4 |
| par-cd/denormal_ftz          | model  | N/A          | n/a:no-save      | n/a:no-save      | n/a:no-save      | n/a:no-save      | n/a:no-save      |
| par-cd/denormal_ftz          | batch  | IDENTICAL x5 | 569fc3172ebd0164 | 569fc3172ebd0164 | 569fc3172ebd0164 | 569fc3172ebd0164 | 569fc3172ebd0164 |
| par-cd/dupes                 | infer  | IDENTICAL x5 | 727d68f61ef51bfb | 727d68f61ef51bfb | 727d68f61ef51bfb | 727d68f61ef51bfb | 727d68f61ef51bfb |
| par-cd/dupes                 | model  | N/A          | n/a:no-save      | n/a:no-save      | n/a:no-save      | n/a:no-save      | n/a:no-save      |
| par-cd/dupes                 | batch  | IDENTICAL x5 | 2986d3275cbac770 | 2986d3275cbac770 | 2986d3275cbac770 | 2986d3275cbac770 | 2986d3275cbac770 |
| par-cd/hashed                | infer  | IDENTICAL x5 | 482da47ba9b49877 | 482da47ba9b49877 | 482da47ba9b49877 | 482da47ba9b49877 | 482da47ba9b49877 |
| par-cd/hashed                | model  | N/A          | n/a:no-save      | n/a:no-save      | n/a:no-save      | n/a:no-save      | n/a:no-save      |
| par-cd/hashed                | batch  | IDENTICAL x5 | 47e2908275e5aadb | 47e2908275e5aadb | 47e2908275e5aadb | 47e2908275e5aadb | 47e2908275e5aadb |
| par-cd/negative              | infer  | IDENTICAL x5 | 0167126d36a4243d | 0167126d36a4243d | 0167126d36a4243d | 0167126d36a4243d | 0167126d36a4243d |
| par-cd/negative              | model  | N/A          | n/a:no-save      | n/a:no-save      | n/a:no-save      | n/a:no-save      | n/a:no-save      |
| par-cd/negative              | batch  | IDENTICAL x5 | 2cafc45caf97e130 | 2cafc45caf97e130 | 2cafc45caf97e130 | 2cafc45caf97e130 | 2cafc45caf97e130 |
| par-cd/odd                   | infer  | IDENTICAL x5 | 1c17e2eb1ef6a2e2 | 1c17e2eb1ef6a2e2 | 1c17e2eb1ef6a2e2 | 1c17e2eb1ef6a2e2 | 1c17e2eb1ef6a2e2 |
| par-cd/odd                   | model  | N/A          | n/a:no-save      | n/a:no-save      | n/a:no-save      | n/a:no-save      | n/a:no-save      |
| par-cd/odd                   | batch  | IDENTICAL x5 | 14762f161b0b7377 | 14762f161b0b7377 | 14762f161b0b7377 | 14762f161b0b7377 | 14762f161b0b7377 |
| par-cd/ties                  | infer  | IDENTICAL x5 | ff61f45db38db46d | ff61f45db38db46d | ff61f45db38db46d | ff61f45db38db46d | ff61f45db38db46d |
| par-cd/ties                  | model  | N/A          | n/a:no-save      | n/a:no-save      | n/a:no-save      | n/a:no-save      | n/a:no-save      |
| par-cd/ties                  | batch  | IDENTICAL x5 | a286c692435fdad1 | a286c692435fdad1 | a286c692435fdad1 | a286c692435fdad1 | a286c692435fdad1 |
| par-cd/wide                  | infer  | IDENTICAL x5 | 1f85238c927b088e | 1f85238c927b088e | 1f85238c927b088e | 1f85238c927b088e | 1f85238c927b088e |
| par-cd/wide                  | model  | N/A          | n/a:no-save      | n/a:no-save      | n/a:no-save      | n/a:no-save      | n/a:no-save      |
| par-cd/wide                  | batch  | IDENTICAL x5 | 5ac4ffd6acd1e500 | 5ac4ffd6acd1e500 | 5ac4ffd6acd1e500 | 5ac4ffd6acd1e500 | 5ac4ffd6acd1e500 |
| par-dbscan/base              | infer  | N/A          | n/a:transductive | n/a:transductive | n/a:transductive | n/a:transductive | n/a:transductive |
| par-dbscan/base              | model  | N/A          | n/a:no-save      | n/a:no-save      | n/a:no-save      | n/a:no-save      | n/a:no-save      |
| par-dbscan/base              | batch  | N/A          | n/a:transductive | n/a:transductive | n/a:transductive | n/a:transductive | n/a:transductive |
| par-dbscan/denormal          | infer  | N/A          | n/a:transductive | n/a:transductive | n/a:transductive | n/a:transductive | n/a:transductive |
| par-dbscan/denormal          | model  | N/A          | n/a:no-save      | n/a:no-save      | n/a:no-save      | n/a:no-save      | n/a:no-save      |
| par-dbscan/denormal          | batch  | N/A          | n/a:transductive | n/a:transductive | n/a:transductive | n/a:transductive | n/a:transductive |
| par-dbscan/denormal_ftz      | infer  | N/A          | n/a:transductive | n/a:transductive | n/a:transductive | n/a:transductive | n/a:transductive |
| par-dbscan/denormal_ftz      | model  | N/A          | n/a:no-save      | n/a:no-save      | n/a:no-save      | n/a:no-save      | n/a:no-save      |
| par-dbscan/denormal_ftz      | batch  | N/A          | n/a:transductive | n/a:transductive | n/a:transductive | n/a:transductive | n/a:transductive |
| par-dbscan/dupes             | infer  | N/A          | n/a:transductive | n/a:transductive | n/a:transductive | n/a:transductive | n/a:transductive |
| par-dbscan/dupes             | model  | N/A          | n/a:no-save      | n/a:no-save      | n/a:no-save      | n/a:no-save      | n/a:no-save      |
| par-dbscan/dupes             | batch  | N/A          | n/a:transductive | n/a:transductive | n/a:transductive | n/a:transductive | n/a:transductive |
