| lane/fixture                 | verdict    | apple-m4         | nvidia-h100-sm_90a | amd-mi325x-gfx942 |
| knn/negative                 | model  | IDENTICAL x3 | 5f934babcd0bc097 | 5f934babcd0bc097 | 5f934babcd0bc097 |
| knn/negative                 | batch  | IDENTICAL x3 | 463c61ecae0ba9ba | 463c61ecae0ba9ba | 463c61ecae0ba9ba |
| knn/odd                      | infer  | IDENTICAL x3 | ef7c64cd35cc99ad | ef7c64cd35cc99ad | ef7c64cd35cc99ad |
| knn/odd                      | model  | IDENTICAL x3 | 8e7ac0d7c257cac6 | 8e7ac0d7c257cac6 | 8e7ac0d7c257cac6 |
| knn/odd                      | batch  | IDENTICAL x3 | 40a0d676a63306ea | 40a0d676a63306ea | 40a0d676a63306ea |
| knn/ties                     | infer  | IDENTICAL x3 | 234e9e649f45c983 | 234e9e649f45c983 | 234e9e649f45c983 |
| knn/ties                     | model  | IDENTICAL x3 | 4049122e7b37a94e | 4049122e7b37a94e | 4049122e7b37a94e |
| knn/ties                     | batch  | IDENTICAL x3 | be9dd86463c63469 | be9dd86463c63469 | be9dd86463c63469 |
| knn/wide                     | infer  | IDENTICAL x3 | 3173e563e425be1c | 3173e563e425be1c | 3173e563e425be1c |
| knn/wide                     | model  | IDENTICAL x3 | 244f616088763b08 | 244f616088763b08 | 244f616088763b08 |
| knn/wide                     | batch  | IDENTICAL x3 | 2a40f9f684c1406d | 2a40f9f684c1406d | 2a40f9f684c1406d |
| kpss/base                    | infer  | N/A          | n/a:function     | n/a:function     | n/a:function     |
| kpss/base                    | model  | N/A          | n/a:no-save      | n/a:no-save      | n/a:no-save      |
| kpss/base                    | batch  | IDENTICAL x3 | 07aca9e3b47f6d07 | 07aca9e3b47f6d07 | 07aca9e3b47f6d07 |
| kpss/denormal                | infer  | N/A          | n/a:function     | n/a:function     | n/a:function     |
| kpss/denormal                | model  | N/A          | n/a:no-save      | n/a:no-save      | n/a:no-save      |
| kpss/denormal                | batch  | IDENTICAL x3 | 1c34fb059d9ab646 | 1c34fb059d9ab646 | 1c34fb059d9ab646 |
| kpss/denormal_ftz            | infer  | N/A          | n/a:function     | n/a:function     | n/a:function     |
| kpss/denormal_ftz            | model  | N/A          | n/a:no-save      | n/a:no-save      | n/a:no-save      |
| kpss/denormal_ftz            | batch  | IDENTICAL x3 | 1c34fb059d9ab646 | 1c34fb059d9ab646 | 1c34fb059d9ab646 |
| kpss/dupes                   | infer  | N/A          | n/a:function     | n/a:function     | n/a:function     |
| kpss/dupes                   | model  | N/A          | n/a:no-save      | n/a:no-save      | n/a:no-save      |
| kpss/dupes                   | batch  | IDENTICAL x3 | 07aca9e3b47f6d07 | 07aca9e3b47f6d07 | 07aca9e3b47f6d07 |
| kpss/hashed                  | infer  | N/A          | n/a:function     | n/a:function     | n/a:function     |
| kpss/hashed                  | model  | N/A          | n/a:no-save      | n/a:no-save      | n/a:no-save      |
| kpss/hashed                  | batch  | IDENTICAL x3 | 41604ef54f7db2ab | 41604ef54f7db2ab | 41604ef54f7db2ab |
| kpss/negative                | infer  | N/A          | n/a:function     | n/a:function     | n/a:function     |
| kpss/negative                | model  | N/A          | n/a:no-save      | n/a:no-save      | n/a:no-save      |
| kpss/negative                | batch  | IDENTICAL x3 | 4c2bc40bf5f1e37d | 4c2bc40bf5f1e37d | 4c2bc40bf5f1e37d |
| kpss/odd                     | infer  | N/A          | n/a:function     | n/a:function     | n/a:function     |
| kpss/odd                     | model  | N/A          | n/a:no-save      | n/a:no-save      | n/a:no-save      |
| kpss/odd                     | batch  | IDENTICAL x3 | a4ea6b1ced22e034 | a4ea6b1ced22e034 | a4ea6b1ced22e034 |
| kpss/ties                    | infer  | N/A          | n/a:function     | n/a:function     | n/a:function     |
| kpss/ties                    | model  | N/A          | n/a:no-save      | n/a:no-save      | n/a:no-save      |
| kpss/ties                    | batch  | IDENTICAL x3 | 01b57441a0e5e751 | 01b57441a0e5e751 | 01b57441a0e5e751 |
| kpss/wide                    | infer  | N/A          | n/a:function     | n/a:function     | n/a:function     |
| kpss/wide                    | model  | N/A          | n/a:no-save      | n/a:no-save      | n/a:no-save      |
| kpss/wide                    | batch  | IDENTICAL x3 | c50376063c1008ed | c50376063c1008ed | c50376063c1008ed |
| lasso/base                   | infer  | IDENTICAL x3 | 7334b38e7b651e27 | 7334b38e7b651e27 | 7334b38e7b651e27 |
| lasso/base                   | model  | N/A          | n/a:no-save      | n/a:no-save      | n/a:no-save      |
| lasso/base                   | batch  | IDENTICAL x3 | 17cc629044f18231 | 17cc629044f18231 | 17cc629044f18231 |
| lasso/denormal               | infer  | IDENTICAL x3 | b92e9bfda9b725b4 | b92e9bfda9b725b4 | b92e9bfda9b725b4 |
| lasso/denormal               | model  | N/A          | n/a:no-save      | n/a:no-save      | n/a:no-save      |
| lasso/denormal               | batch  | IDENTICAL x3 | 569fc3172ebd0164 | 569fc3172ebd0164 | 569fc3172ebd0164 |
| lasso/denormal_ftz           | infer  | IDENTICAL x3 | b92e9bfda9b725b4 | b92e9bfda9b725b4 | b92e9bfda9b725b4 |
| lasso/denormal_ftz           | model  | N/A          | n/a:no-save      | n/a:no-save      | n/a:no-save      |
| lasso/denormal_ftz           | batch  | IDENTICAL x3 | 569fc3172ebd0164 | 569fc3172ebd0164 | 569fc3172ebd0164 |
| lasso/dupes                  | infer  | IDENTICAL x3 | 727d68f61ef51bfb | 727d68f61ef51bfb | 727d68f61ef51bfb |
| lasso/dupes                  | model  | N/A          | n/a:no-save      | n/a:no-save      | n/a:no-save      |
| lasso/dupes                  | batch  | IDENTICAL x3 | 2986d3275cbac770 | 2986d3275cbac770 | 2986d3275cbac770 |
| lasso/hashed                 | infer  | IDENTICAL x3 | 482da47ba9b49877 | 482da47ba9b49877 | 482da47ba9b49877 |
| lasso/hashed                 | model  | N/A          | n/a:no-save      | n/a:no-save      | n/a:no-save      |
| lasso/hashed                 | batch  | IDENTICAL x3 | 47e2908275e5aadb | 47e2908275e5aadb | 47e2908275e5aadb |
| lasso/negative               | infer  | IDENTICAL x3 | 0167126d36a4243d | 0167126d36a4243d | 0167126d36a4243d |
| lasso/negative               | model  | N/A          | n/a:no-save      | n/a:no-save      | n/a:no-save      |
| lasso/negative               | batch  | IDENTICAL x3 | 2cafc45caf97e130 | 2cafc45caf97e130 | 2cafc45caf97e130 |
| lasso/odd                    | infer  | IDENTICAL x3 | 1c17e2eb1ef6a2e2 | 1c17e2eb1ef6a2e2 | 1c17e2eb1ef6a2e2 |
| lasso/odd                    | model  | N/A          | n/a:no-save      | n/a:no-save      | n/a:no-save      |
| lasso/odd                    | batch  | IDENTICAL x3 | 14762f161b0b7377 | 14762f161b0b7377 | 14762f161b0b7377 |
| lasso/ties                   | infer  | IDENTICAL x3 | ff61f45db38db46d | ff61f45db38db46d | ff61f45db38db46d |
| lasso/ties                   | model  | N/A          | n/a:no-save      | n/a:no-save      | n/a:no-save      |
| lasso/ties                   | batch  | IDENTICAL x3 | a286c692435fdad1 | a286c692435fdad1 | a286c692435fdad1 |
| lasso/wide                   | infer  | IDENTICAL x3 | 1f85238c927b088e | 1f85238c927b088e | 1f85238c927b088e |
| lasso/wide                   | model  | N/A          | n/a:no-save      | n/a:no-save      | n/a:no-save      |
| lasso/wide                   | batch  | IDENTICAL x3 | 5ac4ffd6acd1e500 | 5ac4ffd6acd1e500 | 5ac4ffd6acd1e500 |
| logistic-elasticnet/base     | infer  | IDENTICAL x3 | bb41dcdcc6b956cb | bb41dcdcc6b956cb | bb41dcdcc6b956cb |
| logistic-elasticnet/base     | model  | IDENTICAL x3 | 73c4066bfcea08e1 | 73c4066bfcea08e1 | 73c4066bfcea08e1 |
| logistic-elasticnet/base     | batch  | IDENTICAL x3 | 790a349c8d79c171 | 790a349c8d79c171 | 790a349c8d79c171 |
| logistic-elasticnet/denormal | infer  | IDENTICAL x3 | 9124d29f98d5f3a3 | 9124d29f98d5f3a3 | 9124d29f98d5f3a3 |
| logistic-elasticnet/denormal | model  | IDENTICAL x3 | 0fc41d637c47c533 | 0fc41d637c47c533 | 0fc41d637c47c533 |
| logistic-elasticnet/denormal | batch  | IDENTICAL x3 | dd992527e3a3b1b2 | dd992527e3a3b1b2 | dd992527e3a3b1b2 |
| logistic-elasticnet/denormal_ftz | infer  | IDENTICAL x3 | 9124d29f98d5f3a3 | 9124d29f98d5f3a3 | 9124d29f98d5f3a3 |
| logistic-elasticnet/denormal_ftz | model  | IDENTICAL x3 | 0fc41d637c47c533 | 0fc41d637c47c533 | 0fc41d637c47c533 |
| logistic-elasticnet/denormal_ftz | batch  | IDENTICAL x3 | dd992527e3a3b1b2 | dd992527e3a3b1b2 | dd992527e3a3b1b2 |
| logistic-elasticnet/dupes    | infer  | IDENTICAL x3 | 0f518684011b22e9 | 0f518684011b22e9 | 0f518684011b22e9 |
| logistic-elasticnet/dupes    | model  | IDENTICAL x3 | 42da9f5996d189c8 | 42da9f5996d189c8 | 42da9f5996d189c8 |
| logistic-elasticnet/dupes    | batch  | IDENTICAL x3 | 4576596ea892ada2 | 4576596ea892ada2 | 4576596ea892ada2 |
| logistic-elasticnet/hashed   | infer  | IDENTICAL x3 | 26321409b30aaa10 | 26321409b30aaa10 | 26321409b30aaa10 |
| logistic-elasticnet/hashed   | model  | IDENTICAL x3 | 61ee562a40b9aeeb | 61ee562a40b9aeeb | 61ee562a40b9aeeb |
| logistic-elasticnet/hashed   | batch  | IDENTICAL x3 | 4befac316dd97391 | 4befac316dd97391 | 4befac316dd97391 |
| logistic-elasticnet/negative | infer  | IDENTICAL x3 | 08fda042a95186ae | 08fda042a95186ae | 08fda042a95186ae |
| logistic-elasticnet/negative | model  | IDENTICAL x3 | 99a00eb36727ec29 | 99a00eb36727ec29 | 99a00eb36727ec29 |
| logistic-elasticnet/negative | batch  | IDENTICAL x3 | 55d051ee1826d598 | 55d051ee1826d598 | 55d051ee1826d598 |
| logistic-elasticnet/odd      | infer  | IDENTICAL x3 | 959dbbc72b9e84fd | 959dbbc72b9e84fd | 959dbbc72b9e84fd |
| logistic-elasticnet/odd      | model  | IDENTICAL x3 | 2fc5c63d76b381f2 | 2fc5c63d76b381f2 | 2fc5c63d76b381f2 |
| logistic-elasticnet/odd      | batch  | IDENTICAL x3 | 4139fcaafcc5beec | 4139fcaafcc5beec | 4139fcaafcc5beec |
| logistic-elasticnet/ties     | infer  | IDENTICAL x3 | 257fb6f28d485ed1 | 257fb6f28d485ed1 | 257fb6f28d485ed1 |
| logistic-elasticnet/ties     | model  | IDENTICAL x3 | b50e8a857b70b850 | b50e8a857b70b850 | b50e8a857b70b850 |
| logistic-elasticnet/ties     | batch  | IDENTICAL x3 | 4a5d204d643a9871 | 4a5d204d643a9871 | 4a5d204d643a9871 |
| logistic-elasticnet/wide     | infer  | IDENTICAL x3 | 4a14d6109afc60c4 | 4a14d6109afc60c4 | 4a14d6109afc60c4 |
| logistic-elasticnet/wide     | model  | IDENTICAL x3 | ef403b6c61459578 | ef403b6c61459578 | ef403b6c61459578 |
| logistic-elasticnet/wide     | batch  | IDENTICAL x3 | b298f3053f1d2b2b | b298f3053f1d2b2b | b298f3053f1d2b2b |
| logistic-l1/base             | infer  | IDENTICAL x3 | 87f24b6ab0f699de | 87f24b6ab0f699de | 87f24b6ab0f699de |
| logistic-l1/base             | model  | IDENTICAL x3 | e8c4053e100eb43b | e8c4053e100eb43b | e8c4053e100eb43b |
| logistic-l1/base             | batch  | IDENTICAL x3 | db991c1fff13c957 | db991c1fff13c957 | db991c1fff13c957 |
| logistic-l1/denormal         | infer  | IDENTICAL x3 | 9d5061f6cc0e010e | 9d5061f6cc0e010e | 9d5061f6cc0e010e |
| logistic-l1/denormal         | model  | IDENTICAL x3 | cbaa801dd6c0e8d0 | cbaa801dd6c0e8d0 | cbaa801dd6c0e8d0 |
| logistic-l1/denormal         | batch  | IDENTICAL x3 | 5d0f088a5893e0ef | 5d0f088a5893e0ef | 5d0f088a5893e0ef |
| logistic-l1/denormal_ftz     | infer  | IDENTICAL x3 | 9d5061f6cc0e010e | 9d5061f6cc0e010e | 9d5061f6cc0e010e |
| logistic-l1/denormal_ftz     | model  | IDENTICAL x3 | cbaa801dd6c0e8d0 | cbaa801dd6c0e8d0 | cbaa801dd6c0e8d0 |
| logistic-l1/denormal_ftz     | batch  | IDENTICAL x3 | 5d0f088a5893e0ef | 5d0f088a5893e0ef | 5d0f088a5893e0ef |
| logistic-l1/dupes            | infer  | IDENTICAL x3 | 70737d71cd542eb0 | 70737d71cd542eb0 | 70737d71cd542eb0 |
| logistic-l1/dupes            | model  | IDENTICAL x3 | 1b15c8e79e533958 | 1b15c8e79e533958 | 1b15c8e79e533958 |
| logistic-l1/dupes            | batch  | IDENTICAL x3 | ce6cb22c5ba7a8b4 | ce6cb22c5ba7a8b4 | ce6cb22c5ba7a8b4 |
| logistic-l1/hashed           | infer  | IDENTICAL x3 | 6b9e0e5b2c91ea4e | 6b9e0e5b2c91ea4e | 6b9e0e5b2c91ea4e |
| logistic-l1/hashed           | model  | IDENTICAL x3 | ca2c03c54f9a362b | ca2c03c54f9a362b | ca2c03c54f9a362b |
| logistic-l1/hashed           | batch  | IDENTICAL x3 | b1b54c95f98f04e3 | b1b54c95f98f04e3 | b1b54c95f98f04e3 |
| logistic-l1/negative         | infer  | IDENTICAL x3 | dd42789c5a7f5cca | dd42789c5a7f5cca | dd42789c5a7f5cca |
| logistic-l1/negative         | model  | IDENTICAL x3 | 095e67f431263844 | 095e67f431263844 | 095e67f431263844 |
| logistic-l1/negative         | batch  | IDENTICAL x3 | 6ebe130ca40ba14e | 6ebe130ca40ba14e | 6ebe130ca40ba14e |
| logistic-l1/odd              | infer  | IDENTICAL x3 | b792319498542c26 | b792319498542c26 | b792319498542c26 |
| logistic-l1/odd              | model  | IDENTICAL x3 | c4194b58746aff39 | c4194b58746aff39 | c4194b58746aff39 |
| logistic-l1/odd              | batch  | IDENTICAL x3 | a412f35d8b8f12f3 | a412f35d8b8f12f3 | a412f35d8b8f12f3 |
| logistic-l1/ties             | infer  | IDENTICAL x3 | debcfad80b7533c9 | debcfad80b7533c9 | debcfad80b7533c9 |
| logistic-l1/ties             | model  | IDENTICAL x3 | bc5054ceb93d1d3c | bc5054ceb93d1d3c | bc5054ceb93d1d3c |
| logistic-l1/ties             | batch  | IDENTICAL x3 | 8bf9d1c65c734daa | 8bf9d1c65c734daa | 8bf9d1c65c734daa |
| logistic-l1/wide             | infer  | IDENTICAL x3 | 32d9c092078cbbf4 | 32d9c092078cbbf4 | 32d9c092078cbbf4 |
| logistic-l1/wide             | model  | IDENTICAL x3 | 4e867c075e29e0a1 | 4e867c075e29e0a1 | 4e867c075e29e0a1 |
| logistic-l1/wide             | batch  | IDENTICAL x3 | 86a3e8ce3a8281ab | 86a3e8ce3a8281ab | 86a3e8ce3a8281ab |
| logistic-multiclass/base     | infer  | IDENTICAL x3 | 9603308580e1a294 | 9603308580e1a294 | 9603308580e1a294 |
| logistic-multiclass/base     | model  | IDENTICAL x3 | b4b216d91d0e4ba7 | b4b216d91d0e4ba7 | b4b216d91d0e4ba7 |
| logistic-multiclass/base     | batch  | IDENTICAL x3 | 65c83b052abd0434 | 65c83b052abd0434 | 65c83b052abd0434 |
| logistic-multiclass/denormal | infer  | IDENTICAL x3 | 5a55ffdebeec9e6f | 5a55ffdebeec9e6f | 5a55ffdebeec9e6f |
| logistic-multiclass/denormal | model  | IDENTICAL x3 | d218014d1003ca6f | d218014d1003ca6f | d218014d1003ca6f |
| logistic-multiclass/denormal | batch  | IDENTICAL x3 | 645fbd470f6484a8 | 645fbd470f6484a8 | 645fbd470f6484a8 |
| logistic-multiclass/denormal_ftz | infer  | IDENTICAL x3 | 5a55ffdebeec9e6f | 5a55ffdebeec9e6f | 5a55ffdebeec9e6f |
| logistic-multiclass/denormal_ftz | model  | IDENTICAL x3 | d218014d1003ca6f | d218014d1003ca6f | d218014d1003ca6f |
| logistic-multiclass/denormal_ftz | batch  | IDENTICAL x3 | 645fbd470f6484a8 | 645fbd470f6484a8 | 645fbd470f6484a8 |
| logistic-multiclass/dupes    | infer  | IDENTICAL x3 | 1a7502a44255504c | 1a7502a44255504c | 1a7502a44255504c |
| logistic-multiclass/dupes    | model  | IDENTICAL x3 | eba7445d0f4ff605 | eba7445d0f4ff605 | eba7445d0f4ff605 |
| logistic-multiclass/dupes    | batch  | IDENTICAL x3 | 5b85c4812792ede3 | 5b85c4812792ede3 | 5b85c4812792ede3 |
| logistic-multiclass/hashed   | infer  | IDENTICAL x3 | 2f2abf53a96c07f3 | 2f2abf53a96c07f3 | 2f2abf53a96c07f3 |
| logistic-multiclass/hashed   | model  | IDENTICAL x3 | 2673362e9e8716e4 | 2673362e9e8716e4 | 2673362e9e8716e4 |
| logistic-multiclass/hashed   | batch  | IDENTICAL x3 | 5ca13d2b791bad22 | 5ca13d2b791bad22 | 5ca13d2b791bad22 |
| logistic-multiclass/negative | infer  | IDENTICAL x3 | 776efb8677ed42eb | 776efb8677ed42eb | 776efb8677ed42eb |
| logistic-multiclass/negative | model  | IDENTICAL x3 | 534c14d079eed480 | 534c14d079eed480 | 534c14d079eed480 |
| logistic-multiclass/negative | batch  | IDENTICAL x3 | d2620a052334bacd | d2620a052334bacd | d2620a052334bacd |
| logistic-multiclass/odd      | infer  | IDENTICAL x3 | 335e25d487fe0eb0 | 335e25d487fe0eb0 | 335e25d487fe0eb0 |
| logistic-multiclass/odd      | model  | IDENTICAL x3 | f719d5ae4760729e | f719d5ae4760729e | f719d5ae4760729e |
| logistic-multiclass/odd      | batch  | IDENTICAL x3 | 77f23c9706cbc655 | 77f23c9706cbc655 | 77f23c9706cbc655 |
| logistic-multiclass/ties     | infer  | IDENTICAL x3 | ec57465dcbb52769 | ec57465dcbb52769 | ec57465dcbb52769 |
| logistic-multiclass/ties     | model  | IDENTICAL x3 | 61105df92f03899b | 61105df92f03899b | 61105df92f03899b |
| logistic-multiclass/ties     | batch  | IDENTICAL x3 | a215249040d7dade | a215249040d7dade | a215249040d7dade |
| logistic-multiclass/wide     | infer  | IDENTICAL x3 | c425664f9a79cdfc | c425664f9a79cdfc | c425664f9a79cdfc |
| logistic-multiclass/wide     | model  | IDENTICAL x3 | c9e4f0408b970bd5 | c9e4f0408b970bd5 | c9e4f0408b970bd5 |
| logistic-multiclass/wide     | batch  | IDENTICAL x3 | 3ad954fd86549d13 | 3ad954fd86549d13 | 3ad954fd86549d13 |
| logistic-unpenalized-no-intercept/base | infer  | IDENTICAL x3 | cdf9799cd24dc82b | cdf9799cd24dc82b | cdf9799cd24dc82b |
| logistic-unpenalized-no-intercept/base | model  | IDENTICAL x3 | 39289af0a057344b | 39289af0a057344b | 39289af0a057344b |
| logistic-unpenalized-no-intercept/base | batch  | IDENTICAL x3 | 78b7d1e815634918 | 78b7d1e815634918 | 78b7d1e815634918 |
| logistic-unpenalized-no-intercept/denormal | infer  | IDENTICAL x3 | bb1c22a7662b5818 | bb1c22a7662b5818 | bb1c22a7662b5818 |
| logistic-unpenalized-no-intercept/denormal | model  | IDENTICAL x3 | d69f80caed7c3bf0 | d69f80caed7c3bf0 | d69f80caed7c3bf0 |
| logistic-unpenalized-no-intercept/denormal | batch  | IDENTICAL x3 | eba48adb0f43e69c | eba48adb0f43e69c | eba48adb0f43e69c |
| logistic-unpenalized-no-intercept/denormal_ftz | infer  | IDENTICAL x3 | bb1c22a7662b5818 | bb1c22a7662b5818 | bb1c22a7662b5818 |
| logistic-unpenalized-no-intercept/denormal_ftz | model  | IDENTICAL x3 | d69f80caed7c3bf0 | d69f80caed7c3bf0 | d69f80caed7c3bf0 |
| logistic-unpenalized-no-intercept/denormal_ftz | batch  | IDENTICAL x3 | eba48adb0f43e69c | eba48adb0f43e69c | eba48adb0f43e69c |
| logistic-unpenalized-no-intercept/dupes | infer  | IDENTICAL x3 | 134809a4502c6363 | 134809a4502c6363 | 134809a4502c6363 |
| logistic-unpenalized-no-intercept/dupes | model  | IDENTICAL x3 | 71e3780659cb12b9 | 71e3780659cb12b9 | 71e3780659cb12b9 |
| logistic-unpenalized-no-intercept/dupes | batch  | IDENTICAL x3 | a2dd6aa66245b5f2 | a2dd6aa66245b5f2 | a2dd6aa66245b5f2 |
| logistic-unpenalized-no-intercept/hashed | infer  | IDENTICAL x3 | 4e56c27678586451 | 4e56c27678586451 | 4e56c27678586451 |
| logistic-unpenalized-no-intercept/hashed | model  | IDENTICAL x3 | 5e472ffe0eca8844 | 5e472ffe0eca8844 | 5e472ffe0eca8844 |
| logistic-unpenalized-no-intercept/hashed | batch  | IDENTICAL x3 | d188625de03d29e1 | d188625de03d29e1 | d188625de03d29e1 |
| logistic-unpenalized-no-intercept/negative | infer  | IDENTICAL x3 | 8da131b207c6a0a0 | 8da131b207c6a0a0 | 8da131b207c6a0a0 |
| logistic-unpenalized-no-intercept/negative | model  | IDENTICAL x3 | 500b422fe687f5e5 | 500b422fe687f5e5 | 500b422fe687f5e5 |
| logistic-unpenalized-no-intercept/negative | batch  | IDENTICAL x3 | d06d4839c290962d | d06d4839c290962d | d06d4839c290962d |
| logistic-unpenalized-no-intercept/odd | infer  | IDENTICAL x3 | 96b781fca9afcde0 | 96b781fca9afcde0 | 96b781fca9afcde0 |
| logistic-unpenalized-no-intercept/odd | model  | IDENTICAL x3 | e82a04f98e35b088 | e82a04f98e35b088 | e82a04f98e35b088 |
| logistic-unpenalized-no-intercept/odd | batch  | IDENTICAL x3 | 580129145dacc4f5 | 580129145dacc4f5 | 580129145dacc4f5 |
| logistic-unpenalized-no-intercept/ties | infer  | IDENTICAL x3 | 38f30d575ed0e3ae | 38f30d575ed0e3ae | 38f30d575ed0e3ae |
| logistic-unpenalized-no-intercept/ties | model  | IDENTICAL x3 | 75ac09d41ecaa620 | 75ac09d41ecaa620 | 75ac09d41ecaa620 |
| logistic-unpenalized-no-intercept/ties | batch  | IDENTICAL x3 | 90b523ba197cf6a0 | 90b523ba197cf6a0 | 90b523ba197cf6a0 |
| logistic-unpenalized-no-intercept/wide | infer  | IDENTICAL x3 | 0b4e034053a507a6 | 0b4e034053a507a6 | 0b4e034053a507a6 |
| logistic-unpenalized-no-intercept/wide | model  | IDENTICAL x3 | d57eff7feb004860 | d57eff7feb004860 | d57eff7feb004860 |
| logistic-unpenalized-no-intercept/wide | batch  | IDENTICAL x3 | a975cc495acc07a6 | a975cc495acc07a6 | a975cc495acc07a6 |
| logistic/base                | infer  | IDENTICAL x3 | 103f76e4a2b23c03 | 103f76e4a2b23c03 | 103f76e4a2b23c03 |
| logistic/base                | model  | IDENTICAL x3 | 1b51b4eabdcf59e2 | 1b51b4eabdcf59e2 | 1b51b4eabdcf59e2 |
| logistic/base                | batch  | IDENTICAL x3 | 24b0ec1feb4c7f73 | 24b0ec1feb4c7f73 | 24b0ec1feb4c7f73 |
| logistic/denormal            | infer  | IDENTICAL x3 | 2092f79961286d8a | 2092f79961286d8a | 2092f79961286d8a |
| logistic/denormal            | model  | IDENTICAL x3 | 0f11207a162b3b64 | 0f11207a162b3b64 | 0f11207a162b3b64 |
| logistic/denormal            | batch  | IDENTICAL x3 | 97c78eb44e1988d5 | 97c78eb44e1988d5 | 97c78eb44e1988d5 |
| logistic/denormal_ftz        | infer  | IDENTICAL x3 | 2092f79961286d8a | 2092f79961286d8a | 2092f79961286d8a |
| logistic/denormal_ftz        | model  | IDENTICAL x3 | 0f11207a162b3b64 | 0f11207a162b3b64 | 0f11207a162b3b64 |
| logistic/denormal_ftz        | batch  | IDENTICAL x3 | 97c78eb44e1988d5 | 97c78eb44e1988d5 | 97c78eb44e1988d5 |
| logistic/dupes               | infer  | IDENTICAL x3 | df012d0cb1286818 | df012d0cb1286818 | df012d0cb1286818 |
| logistic/dupes               | model  | IDENTICAL x3 | 4b387ce327c969d6 | 4b387ce327c969d6 | 4b387ce327c969d6 |
| logistic/dupes               | batch  | IDENTICAL x3 | f04513e96fac907b | f04513e96fac907b | f04513e96fac907b |
| logistic/hashed              | infer  | IDENTICAL x3 | dfe219d0b67a77ca | dfe219d0b67a77ca | dfe219d0b67a77ca |
| logistic/hashed              | model  | IDENTICAL x3 | ee3cb3e174ae7c73 | ee3cb3e174ae7c73 | ee3cb3e174ae7c73 |
| logistic/hashed              | batch  | IDENTICAL x3 | d97f6965451c3618 | d97f6965451c3618 | d97f6965451c3618 |
| logistic/negative            | infer  | IDENTICAL x3 | 00fff477b42c65a0 | 00fff477b42c65a0 | 00fff477b42c65a0 |
| logistic/negative            | model  | IDENTICAL x3 | 61cb0a45d1792d44 | 61cb0a45d1792d44 | 61cb0a45d1792d44 |
| logistic/negative            | batch  | IDENTICAL x3 | f447ab7a48eabfde | f447ab7a48eabfde | f447ab7a48eabfde |
| logistic/odd                 | infer  | IDENTICAL x3 | 7540ab14779d65c6 | 7540ab14779d65c6 | 7540ab14779d65c6 |
| logistic/odd                 | model  | IDENTICAL x3 | 1be05ca406afb6a5 | 1be05ca406afb6a5 | 1be05ca406afb6a5 |
| logistic/odd                 | batch  | IDENTICAL x3 | bfcf2fb97fd7a14c | bfcf2fb97fd7a14c | bfcf2fb97fd7a14c |
| logistic/ties                | infer  | IDENTICAL x3 | 31ae5dc087daddea | 31ae5dc087daddea | 31ae5dc087daddea |
| logistic/ties                | model  | IDENTICAL x3 | eff4803be10700c8 | eff4803be10700c8 | eff4803be10700c8 |
| logistic/ties                | batch  | IDENTICAL x3 | 2eb32fc5060dcf00 | 2eb32fc5060dcf00 | 2eb32fc5060dcf00 |
| logistic/wide                | infer  | IDENTICAL x3 | 0b4e034053a507a6 | 0b4e034053a507a6 | 0b4e034053a507a6 |
| logistic/wide                | model  | IDENTICAL x3 | 576c92b63ada584d | 576c92b63ada584d | 576c92b63ada584d |
| logistic/wide                | batch  | IDENTICAL x3 | a975cc495acc07a6 | a975cc495acc07a6 | a975cc495acc07a6 |
| mamba1/base                  | infer  | IDENTICAL x3 | 97e86b9db80719a7 | 97e86b9db80719a7 | 97e86b9db80719a7 |
| mamba1/base                  | model  | N/A          | n/a:no-save      | n/a:no-save      | n/a:no-save      |
| mamba1/base                  | batch  | IDENTICAL x3 | fbb1f3233000006e | fbb1f3233000006e | fbb1f3233000006e |
| mamba1/denormal              | infer  | IDENTICAL x3 | 79e0f910c5525ef7 | 79e0f910c5525ef7 | 79e0f910c5525ef7 |
| mamba1/denormal              | model  | N/A          | n/a:no-save      | n/a:no-save      | n/a:no-save      |
| mamba1/denormal              | batch  | IDENTICAL x3 | a17b09e0f608dab7 | a17b09e0f608dab7 | a17b09e0f608dab7 |
| mamba1/denormal_ftz          | infer  | IDENTICAL x3 | 79e0f910c5525ef7 | 79e0f910c5525ef7 | 79e0f910c5525ef7 |
| mamba1/denormal_ftz          | model  | N/A          | n/a:no-save      | n/a:no-save      | n/a:no-save      |
| mamba1/denormal_ftz          | batch  | IDENTICAL x3 | a17b09e0f608dab7 | a17b09e0f608dab7 | a17b09e0f608dab7 |
| mamba1/dupes                 | infer  | IDENTICAL x3 | 4f1ca2b3595ec583 | 4f1ca2b3595ec583 | 4f1ca2b3595ec583 |
| mamba1/dupes                 | model  | N/A          | n/a:no-save      | n/a:no-save      | n/a:no-save      |
| mamba1/dupes                 | batch  | IDENTICAL x3 | 7eb2c68796e0f91a | 7eb2c68796e0f91a | 7eb2c68796e0f91a |
| mamba1/hashed                | infer  | IDENTICAL x3 | b2e6c1006bf3a5ce | b2e6c1006bf3a5ce | b2e6c1006bf3a5ce |
| mamba1/hashed                | model  | N/A          | n/a:no-save      | n/a:no-save      | n/a:no-save      |
| mamba1/hashed                | batch  | IDENTICAL x3 | 29fc3810bca1e78a | 29fc3810bca1e78a | 29fc3810bca1e78a |
