create (POST to ssh up)	57
arm (on-pod watchdog)	6
stage (source + R2 URL maps)	17
env (pixi binary + envs)	4
build (host bindings)	0
run (command)	533
create to first result (POST to command end)	619
cache upload (misses only)	0
fetch	1
teardown (DELETE to verified gone)	2
billed (POST to verified gone)	625
spend	$0.0417 at $0.24/hr
