create (POST to ssh up)	57
arm (on-pod watchdog)	7
stage (source + R2 URL maps)	102
env (pixi binary + envs)	7
build (host bindings)	39
run (command)	2
create to first result (POST to command end)	216
cache upload (misses only)	0
fetch	2
teardown (DELETE to verified gone)	2
billed (POST to verified gone)	239
spend	$0.0159 at $0.24/hr
