3328 external/tcmalloc+/tcmalloc/internal/system_allocator.h:713] Warning: Unable to mbind memory (errno=1, base=0x112800000000, nodemask=1)
3328 external/tcmalloc+/tcmalloc/internal/system_allocator.h:713] Warning: Unable to mbind memory (errno=1, base=0x7bd0c0000000, nodemask=2)
# vendor=nvidia-nvidia-h100-80gb-hbm3-sm_90a commit=71faae7815f4c93921de494b9f1625e7c1abf821 (commit.txt)
# identity_break  mode=identical  2026-09-14 11:20:46  Linux-6.8.0-106-generic-x86_64-with-glibc2.35
# per lane: the train row, then an `infer` row (held-out rows) and a `model` row (saved bytes) where the lane has them
| lane                   | base             | ties             | hashed           | wide             | denormal         | denormal_ftz     | dupes            | odd              | negative         |
| ridge-no-intercept     | 273f820b187f1a36 | a04fd8be6a2ec146 | d905a127eab389ad | a0f42bb4b18abcff | 606b59a04cbd098a | 606b59a04cbd098a | 18ed26993435b857 | 64449bd167f8e9cf | c5b079ddb52a50c2 |
| ridge-no-intercept infer | de95aa3133824540 | e423add665b18193 | b4ae297aa1832286 | 354c6a53f37f598f | 63dff4ada90afa03 | 63dff4ada90afa03 | 8d7ae8b821b3128a | 1ac4267394e4baca | 5a7b1be2bb744ba2 |
| ridge-no-intercept model | 63c4b76f9b193631 | b336fdb831b79929 | 46a86175338cb8b5 | 7d044a7963776763 | 5079aebbea7e74ce | 5079aebbea7e74ce | 3b34875150522c3d | 1378173105e52beb | 60ac8f6b0f169de4 |
| logistic-l1            | 2a6077809e43f596 | 79ff5ac4492f7401 | 53ff34b79f85f58c | 6f360d85f3f9f386 | b03374c1e49f2ae8 | b03374c1e49f2ae8 | cbe1f48468aa6530 | d165146dba6f3d02 | 562da320e1cd55be |
| logistic-l1 infer      | 87f24b6ab0f699de | debcfad80b7533c9 | 6b9e0e5b2c91ea4e | 32d9c092078cbbf4 | 9d5061f6cc0e010e | 9d5061f6cc0e010e | 70737d71cd542eb0 | b792319498542c26 | dd42789c5a7f5cca |
| logistic-l1 model      | e8c4053e100eb43b | bc5054ceb93d1d3c | ca2c03c54f9a362b | 4e867c075e29e0a1 | cbaa801dd6c0e8d0 | cbaa801dd6c0e8d0 | 1b15c8e79e533958 | c4194b58746aff39 | 095e67f431263844 |
| logistic-elasticnet    | 13d16c952886809e | d2bc706e71212b54 | 991c9b4ed18b3e9f | 781aa26a1678ad9b | d057c6546ef4a432 | d057c6546ef4a432 | 559ad72663917741 | c3c78dc7813e1dd1 | 320589d139a22d0a |
| logistic-elasticnet infer | bb41dcdcc6b956cb | 257fb6f28d485ed1 | 26321409b30aaa10 | 4a14d6109afc60c4 | 9124d29f98d5f3a3 | 9124d29f98d5f3a3 | 0f518684011b22e9 | 959dbbc72b9e84fd | 08fda042a95186ae |
| logistic-elasticnet model | 73c4066bfcea08e1 | b50e8a857b70b850 | 61ee562a40b9aeeb | ef403b6c61459578 | 0fc41d637c47c533 | 0fc41d637c47c533 | 42da9f5996d189c8 | 2fc5c63d76b381f2 | 99a00eb36727ec29 |
| logistic-unpenalized-no-intercept | 2d680bec24348fb1 | d033051f5a6423bc | 568f4ba985007559 | 4e980d6d6bb17dd2 | 626de4d1000c3305 | 626de4d1000c3305 | 47baf3583d5b3a72 | 4c2b1a307f3901c0 | 214df080ade37c23 |
| logistic-unpenalized-no-intercept infer | cdf9799cd24dc82b | 38f30d575ed0e3ae | 4e56c27678586451 | 0b4e034053a507a6 | bb1c22a7662b5818 | bb1c22a7662b5818 | 134809a4502c6363 | 96b781fca9afcde0 | 8da131b207c6a0a0 |
| logistic-unpenalized-no-intercept model | 39289af0a057344b | 75ac09d41ecaa620 | 5e472ffe0eca8844 | d57eff7feb004860 | d69f80caed7c3bf0 | d69f80caed7c3bf0 | 71e3780659cb12b9 | e82a04f98e35b088 | 500b422fe687f5e5 |
| elasticnet-l2end-no-intercept | 5346e205a1021396 | c9ddfed0e2aeb402 | 616704ae22274dcc | 8e62b0c2cbfe68e5 | 87ba9a45e3804809 | 87ba9a45e3804809 | 03c8673aa2774336 | 810604d104c7fb79 | 973c0cbcd6292982 |
| elasticnet-l2end-no-intercept infer | 63a154f8f524d3be | f70e5c317a9b5c70 | 54af6be4ea87a52c | 6b043d0bb7c7ea28 | 00300017193bf8a5 | 00300017193bf8a5 | 60301adb3099b712 | c03221f3656309a4 | 2b47097c9163dc2f |
| svc-linear             | ea455a36adc828f6 | 00f7ef2e388552ce | 242efe7ec72f90f3 | 81a22bcf18af303a | de901b9dd9b1a5de | de901b9dd9b1a5de | ac51b25e0fe9f025 | 317e327ff51753d7 | 4960f9099fbcc78b |
| svc-linear infer       | 56f9c5365639a18c | 5f1ac2bd8cdedb37 | df8336c5f6f10c87 | 13a42e44c4f10341 | 4a5c2c031ec7dff0 | 4a5c2c031ec7dff0 | fadf613aac58bb2e | 3168620c6f3ae12c | b2c86345f107deb8 |
| svc-linear model       | 459c70b4ba8ff834 | 598ac7f417511df2 | c0ee95bb96c362c9 | d20d3409e8bbe13c | c19e40cd16fed228 | 4e307fa3c2c6fc08 | cd81cda921bf813f | 54e7b312a1b15a11 | 929a54ba699aa82a |
| svr-linear             | 74332c8857a736ea | bcd20eb461932946 | 18e87da2c303274f | 47f3250c713331ec | cb2923a432777cbf | cb2923a432777cbf | 206a5b47b31112c9 | 9f24de3d4f565901 | b02f913776ce2257 |
| svr-linear infer       | 47a826efcac5b4a2 | 9d7ace00e8f6c77c | 907b00ff5b0fdb02 | 6cb99dcf9158f93b | 9d90f5d093b45743 | 9d90f5d093b45743 | ef3ff08602a7cce2 | 654716e9cda8c843 | 8573aacb58661873 |
| knn-sqeuclidean        | 8516edaa4529c5de | e1330827a49fa48c | 6734a34e35fcd6d9 | 614e7cc6db2c44f8 | e911a632efe00e32 | e911a632efe00e32 | b65d62b3b0dfe602 | cf6105ee7f63dcb5 | 34699c15e4653945 |
| knn-sqeuclidean infer  | 76baacee7d15c095 | 8b1d0d2c178dcbc9 | c29fcd5dba3ddf9a | 315037decede5e9b | a840743c8e7783ec | a840743c8e7783ec | 5de321ac7c644998 | 0c6f8232cafe242c | c922704979aa128b |
| knn-sqeuclidean model  | 220a6df6b7f08ecb | 8096f29c3e671db0 | 6a238cf6dee71105 | d79417b3b836be90 | ca456a3b69e74f5b | 1dcf8efaf98e595d | a106a8dd4166ef57 | 2e5f790a836299dc | a3e609f5ba879213 |
| knn-manhattan          | df1cd4d404b1a5c0 | 8fef9cc1bfef43c5 | c2109fa1c4ee57bb | d7489bca7dd97685 | 8f9ba3a71a19e94c | 8f9ba3a71a19e94c | df38b77bd3ed392d | 56a067bdc8b52a76 | 8484fc4952f900d5 |
| knn-manhattan infer    | 0c50c33ce8d101a4 | e1e159dd9c916c14 | d977799baeb8f042 | fae81abe9bed9aaa | 9f8d4c079e765688 | 9f8d4c079e765688 | e281a4103fbaaef2 | b06518cd286b18fe | 15defde8b5ddf06d |
| knn-manhattan model    | cd79f58159bc6f62 | 1016d1125951292d | 260f67359fc2f243 | de0412f2090931f3 | 79c426f53bdfd96b | ff1324196230341b | 4236e13a4f7525bd | 85d5f1e623f86eb1 | e4d91ae9fa60afe6 |
| knn-chebyshev          | 216fff8aa5989758 | ffb6231807d08ca5 | 38c9ba5b53bf50b4 | 5d9dd46c34e7ea9b | 7529dc2d3cbeffa9 | 7529dc2d3cbeffa9 | e99889dfad36b7f9 | 14e51035498fb41b | a072add0bea1061c |
| knn-chebyshev infer    | 85bf9daf0386b59f | 61fdcb8274d164a4 | 7d8d316420265922 | 1d44f07f5d59684e | bf5de0931ab4b7a3 | bf5de0931ab4b7a3 | 42aa74427e3c4f6a | 59a6f79d244e35f9 | 5843b582766bc3f1 |
| knn-chebyshev model    | 9fcdb70c0e9f5be8 | 5243539c628d2238 | cae31f9540e4d4d2 | e17507466bf1509b | 26e61503a445cfbf | bafb044a74f8fc98 | dd5631e90586bfcf | 10eaf9c8e17d945b | d46a6b5b3c433661 |
| knn-cosine             | be2fe881dd0df53e | 206c8bdc271bc1e7 | 262d2662ebe6917c | dbc33d7526b1322b | 418429e14db4ffde | 418429e14db4ffde | 283e29961c629516 | 1b728c25890ac7d2 | 5daef21e2ef055c5 |
| knn-cosine infer       | 45f87790aaba81b4 | ef08d9ae912ae104 | 4d957fb8ee856b7f | 9f12a3eef1a18272 | b2cb64372b84fdec | b2cb64372b84fdec | ed02b98206dc7b42 | 1187c6eebfa94235 | e77cde5b09677ccb |
| knn-cosine model       | a6427c8352b608b8 | af099d8dc056f48b | f0b5ec3e5c1ef41f | 359d5ba839ede73e | ec7c6213c976454a | 3be498ee096ad3ea | 8b93c8f69f7f0dc1 | 355934afd7db6e52 | 8a8c8987151691c5 |
| knn-minkowski-p3       | 29ae306635a3f3fb | bdcd5a382d301db9 | a1f9bd7e2edb78b7 | ec4a1f13d1b508e1 | 7a2a07ae9152e078 | 7a2a07ae9152e078 | d38f7d7bbd7402ec | 69c6535e725897e8 | eb221aadbb301af9 |
| knn-minkowski-p3 infer | b10c67db8cf2d93f | 8a62d9a7de10894d | 4466d12af0551e09 | ca5b4480fc62c85a | 98b8e77bc62484ca | 98b8e77bc62484ca | 8763bf8d122dfa14 | 887742009da6b7bc | b48193f231cf831a |
| knn-minkowski-p3 model | 2e10324808b3d9d2 | ca7e170fd4dbb367 | 86f268788d10f4e4 | cafdbe43eeca7368 | eda94d85fdc805a8 | cd0481cdfbb1ff69 | 41955aa18f1ba955 | 9445d0f2e3fceb97 | c6d62b82aba926ab |
| knn-rbc                | 1d3aafd15744f092 | 23daf3a923d4c74f | 7e05fb5ad376e5b1 | 1feee6f8805973d2 | db2e42f33a66c6f6 | db2e42f33a66c6f6 | 48f8078b7abf02f5 | 9b810e50d7279e59 | 41939520e7b705d9 |
| knn-rbc infer          | 94547b3dc58e2d86 | 234e9e649f45c983 | b5c50681d55c154e | 2e7d2dc9f4939b14 | efaf6f918c3053ef | efaf6f918c3053ef | 590cec8ee362b9d0 | 5abacc5b3dc16b57 | f7159dbae89faf64 |
| knn-rbc model          | 88fe338f22e892ce | 0184787f1d03ee52 | 74e1d4bf6383b153 | db0673aa3230762c | 89332bf156119399 | 2f6461a7cebcf9cd | 71980f97cd4c3be7 | 36649907ba5db9d5 | 60a968568084d660 |
| knn-clf-distance       | 5d6f66edfe15362c | 5f7ed9edc31eb1ec | f904e61e0194d01a | 9391e4e4cd54795b | b049f105466d025f | b049f105466d025f | 65656a96c0304161 | 32663deab2ca83f8 | e75299d3a91e1db0 |
| knn-clf-distance infer | 27345d180c69e075 | 51fbb53f70ef95fe | 359639676aeba81b | 277b1687374533da | 161b9103ffcfdd91 | 161b9103ffcfdd91 | df3825c0aa9b0795 | 440957e05a506027 | 39d87d163805dcf3 |
| knn-clf-distance model | 13ba9e3acab2179f | 9d81f24bb5a3a46d | 59c29fd8202e117b | 9e05696904110682 | 0f588d898c892f10 | 4f2ca5a9a8656623 | 7dd29e4d99cb3e1d | 8c424019c7957f8a | 0798677ba91e437e |
| knn-reg-distance       | c52330c7caf6200d | 084f6006e76cc290 | c8d6e79b6c4b3da5 | 13d462b4371cd9fa | 7ca8089e55b7f464 | 7ca8089e55b7f464 | bcaba27f35bbd28b | fa33e2cc29f115b1 | fa87cf03ee9f543b |
| knn-reg-distance infer | 4fd5cf34814e724c | 1b019d878594bccc | a42b18d43fb0bbae | 1e274443af7a2296 | 9b6ea23bcb256e4a | 9b6ea23bcb256e4a | 26f173ab47f2a29b | 0d909ae385a8ee89 | 525084ce53178a55 |
| knn-reg-distance model | b82ff06f8b739f98 | 7070fd3a026689f1 | 192c0ceb43186f36 | df97943874096a51 | de4201997ae487ac | 109f24aa28862975 | 661b72798b99c396 | 1c60557b010ba215 | d3e76acaacc6629f |
| radius-manhattan       | adbab4c619ab70dc | f4469b7cc5451c2b | f520a1cd60de3a00 | 96656c718463c3c0 | b3066725061ddd46 | b3066725061ddd46 | f57dcac1b9d84889 | 372fb9c534550f4d | 39bcca9c46c29872 |
| radius-manhattan infer | 51e361a7911b9eb7 | c641c75dd063a967 | 80d08244b239ac42 | f5b2dde4c595864e | d467cf36242844c9 | d467cf36242844c9 | b3ebfcda94a96aa3 | b28b2b565e51540d | d7960118855980db |
| radius-chebyshev       | 1be89376fd4bbea3 | 93e842a257c1cbb1 | d616368af4777cd7 | 345e90650359bb7f | 61ce01e6618e5028 | 61ce01e6618e5028 | 99b1b6404107eda5 | e5d80437361c13b9 | a251b503af39d952 |
| radius-chebyshev infer | 47f179252c05327e | 7b5a2419abc8f304 | 6f0dd5e75ecfd9e4 | abcd9366c6e9697a | 32fdf6cafa080fdd | 32fdf6cafa080fdd | 4f42e54d861fc686 | 43e568967a392b5e | 67e8e395dc4ee1ba |
| radius-minkowski-p3    | b132db7ad58141aa | 1ffd20a4b0de4753 | 26b9387b18775ebd | e00b98e48925e909 | 6c81dc794832ad12 | 6c81dc794832ad12 | 570ca9be0cd30129 | 719f2301e2d663c0 | 24200fcd26a4d801 |
| radius-minkowski-p3 infer | 2d41cf8a43dd0a2c | e5a4d7644387eab9 | 00c1a2ba4f724cc8 | 839efe755774007f | a50411d34da25d30 | a50411d34da25d30 | 6853e189dcd43a88 | d844548968cd9cdd | 89ddc1bb6f4ad18c |
| standard-scaler-no-mean | 8e822e639ac24f60 | 0412162fc3bfe9cb | 9a476aef60a9ea57 | 84065fc61b886877 | 7688757091a44290 | 7688757091a44290 | 03598f5f8db36eee | e96dbecddd2bb06a | 8889ef983f5c9846 |
| standard-scaler-no-mean infer | e103471072f6f93c | 83a83cced083480b | 63cf5d7aec069c81 | c875c4073659becc | 43674cd8b2e13d95 | 43674cd8b2e13d95 | c68c6dcc12408dba | 4286a08fcc88b3e4 | 33cb619e130052a2 |
| standard-scaler-no-std | a381f22821f82024 | eab958a301375afe | c4116df11012a8fe | e946f9a48c4e720c | 8ac8111d55fd1f91 | 8ac8111d55fd1f91 | e71c39df12686819 | 2ac9839d045e284d | acb8de4d02240509 |
| standard-scaler-no-std infer | 3e359a1ee902bec9 | 95025dd3f018ecbc | 9d19be2902512846 | 6ee26f14e52e0c67 | 3c22fb9e38e0528c | 3c22fb9e38e0528c | cea18e69d3eddaa9 | 5c562c5c90fb0b9d | d9a9ae103c6a6f63 |
| minmax-scaler-clip     | 2c223d868d9144bd | f1298679b745b29b | 67c2166801048ab9 | edb2e0426b5c1e55 | 7dc0c86e7125bd63 | 7dc0c86e7125bd63 | 955c04cca5eb76be | 44e4955bb9a96707 | 366aed9379e98367 |
| minmax-scaler-clip infer | 601b3471b9f7478a | 5ba8c342c3d9c886 | d5f21c683499f346 | 942acca018084fd5 | 672201861cc97847 | 672201861cc97847 | 259a35479339e724 | 667e82d3d7ee49dd | 2439f220c2c8d2c1 |
| spectral-precomputed   | 8df6d51dbff9ddaf | 32ed236da838cb22 | fafd67318e66c8e9 | ebeb9c5c4008a66d | 134d1fdd8654374a | 134d1fdd8654374a | 8df6d51dbff9ddaf | bbe40df82c9e623a | 6231ccf8fca2283f |
| holtwinters-multiplicative | d49a5a62e2e56bb6 | 8ea8adf3ce3677e9 | b4527085a076f4fe | e6cdbd540175f484 | db35c88da059e9e1 | db35c88da059e9e1 | d49a5a62e2e56bb6 | 55b8c755b3169576 | cbf95f4b980df3c4 |
| holtwinters-multiplicative infer | 733c9600a564ad92 | 54aab1a29ccacdfe | 4c14823c8b1dbcd7 | c0221c39c93138de | 5e7dba822d698dd4 | 5e7dba822d698dd4 | 733c9600a564ad92 | 899a6730dedaa535 | 462c8ebc8d2efa04 |
| kpss                   | 36455bfad879c922 | e2af1cdd45ece5cc | e2740931cdd962b4 | c8c3b024d1abd609 | 0c9ec0cbd3fc4a07 | 0c9ec0cbd3fc4a07 | 36455bfad879c922 | 07aae613cbeaf7d1 | 90309fb16aa854ac |
| arima-011              | 444512355dd3dcc7 | 18ad2790f8b3319b | ed2fc6041b9e6b34 | dcaecce707040ce1 | 1ec68f0334b2a8f7 | 1ec68f0334b2a8f7 | 444512355dd3dcc7 | fe873ed580ec36a5 | 4510d9cca33c3880 |
| arima-011 infer        | 436e34843e2d7277 | b18657cbfbe91ac6 | 7ff4a9e790ef0f8b | f566c47f48821c72 | 395747692aa405a7 | 395747692aa405a7 | 436e34843e2d7277 | b17ec31edbdbf345 | 126a57415caeead2 |
| arima-seasonal-c       | 192cac65b75a4e9d | 226754a32af96ebb | 2c8f2249375b77da | 79f2c8172e739a12 | e22ec2fed1a5f9a0 | e22ec2fed1a5f9a0 | 192cac65b75a4e9d | 638697a3196b80ea | fa010819b07e078a |
| arima-seasonal-c infer | 51863aef53c592d2 | d75b867e7900df54 | fa0e863d9ac994d8 | a60f83352adc3c98 | dd8a852ab073617c | dd8a852ab073617c | 51863aef53c592d2 | f4ef2ece26c02783 | 6e18078db22d851f |
| gp-matern12            | a54e340b4a22147f | 2661efdd41bfdb23 | ece4c902bf99f265 | 770208f9d55b9e6d | 6ca669d68732c77e | 6ca669d68732c77e | dc7d705bf6b6fb42 | 91b8075bebf3738a | 5e78849478852ef7 |
| gp-matern12 infer      | 4f79f8b5efa024a7 | a001b7e2647b5504 | d97f7a7856e5c3cf | d85b3fdd5a0d4b83 | b18535ebf335687e | b18535ebf335687e | f28fbf34f5e2f5e4 | 70c7a448533ae162 | 7a4ce4fbf93bfe0a |
| gp-matern32            | 03066455003d7df7 | f4c49d5c4fd7edda | 2a98418556cb39e1 | 710809cd4f31ce7e | 36a4bd5f93641a74 | 36a4bd5f93641a74 | 5346a4ac3a9fb082 | 0e42009aae37b1a3 | 415c32e64ea7e125 |
| gp-matern32 infer      | a89afc94af5f084c | d4ebe9e3a969d687 | 9b2c58c951e46aa6 | e01432f62e53b456 | e6f4a9df1fb82418 | e6f4a9df1fb82418 | e0a8a2dff9f3e703 | cebcbbd1a0cf26a5 | 59c1f19475065932 |
| gp-matern52-ard        | 68f9bac4021de057 | e7965892a63545e5 | 5a0369e0406e8d1a | fd640b7c289a6327 | 1991a044f55d7f40 | 1991a044f55d7f40 | c2a1b1e411a6de85 | f05b1867f7b7d159 | 51fb6cf765695237 |
| gp-matern52-ard infer  | 7ed07da2d9a2b815 | d9e5f730b649eff6 | d616a8cbf56f719b | 74c9cc4f5bcd42f7 | 15773a44eee1c9ad | 15773a44eee1c9ad | 4cb708614a14be4f | de417da177231058 | 5ddd0786ba58e285 |
| gemm-transposed        | ddc8b55e6cddf5de | e13a4a9f5dad6f79 | 7afa12a82e80341e | c6f1aec707fad665 | df5a3c681bd376d1 | df5a3c681bd376d1 | c1b112fda0504296 | ad44389370e9df9e | 90fd8f4ad742b486 |
/root/mojolearn/tools/identity_break.py:1756: RuntimeWarning: Precision is ill-defined and being set to 0.0 due to zero denominator; use zero_division to control this behavior.
  parts[f"{fn.__name__}:{avg}"] = _h(np.asarray(fn(yt, yp, average=avg), dtype=np.float64))
| metrics-classification | cfc3f690a8b5869b | 3757b56df29e9142 | 2394774c754f1f2a | 12cdcf15c29d74f2 | 677972ace9502d25 | 677972ace9502d25 | 53b54fc177085957 | 1fa28775897b6923 | a6a9d8361afa75db |
| cross-val              | b2fdf1f50bf4c89a | 274de5ea7441d6ac | 5f66aca6dc6b2a3a | 74ace7ceff4f3f9c | bc2c785a08838cb7 | bc2c785a08838cb7 | 46cc9eae6bc88253 | c2d79851d9be64e6 | c3bce63513677e76 |
| iforest                | 8703d4a008ffd13d | 5043855ee14799da | 72260557474879ae | 8703d4a008ffd13d | 54ea9b5c8c3fc38b | 54ea9b5c8c3fc38b | b879bcf3dcf99f38 | 9b849a13c8d35adb | a5b7676e39778af5 |
| iforest infer          | c4247bb3a6c4675e | 288c5e41c62cddea | e4d04598e6d55395 | a8612e7e09b4983b | f3dcde6748050803 | f3dcde6748050803 | db8a00a8aa424f7c | 7b104f74d47a6e15 | 99572e40ada83cdf |
| iforest-tuned          | 0a149db6290bacd6 | 8f43ab374b0ab900 | 46897d2134eb25a8 | 0a149db6290bacd6 | 760dacdb8d26ad32 | 760dacdb8d26ad32 | cf1224bee78e2e10 | 55a9927fb2f6741d | e8719530b4c1542e |
| iforest-tuned infer    | bcbf71b247c3951c | 9f8aee8ed2215f71 | 043d1749e42fd0da | bcbf71b247c3951c | 7eb9b5890a6a932a | 7eb9b5890a6a932a | b6c59cfe033236ce | 5420ba75304c5329 | e9cb81dac0aed7a2 |

cells=1062 stable=1053 moved=9 refused=0
infer: stable=891 n/a=171
model: stable=558 n/a=504
n/a: agglomerative infer n/a:transductive, agglomerative model n/a:no-save, arima model n/a:no-save, arima-011 model n/a:no-save, arima-seasonal-c model n/a:no-save, byte-lm-host-infer model n/a:no-save, byte-lm-host-infer-threaded model n/a:no-save, byte-lm-host-train model n/a:no-save, cross-entropy-arms infer n/a:function, cross-entropy-arms model n/a:no-save, cross-val infer n/a:function, cross-val model n/a:no-save, dbscan infer n/a:transductive, dbscan model n/a:no-save, dbscan-brute-l1 infer n/a:transductive, dbscan-brute-l1 model n/a:no-save, dbscan-weighted infer n/a:transductive, dbscan-weighted model n/a:no-save, elasticnet model n/a:no-save, elasticnet-l2end-no-intercept model n/a:no-save, gbdt-adapter-clf model n/a:save-not-implemented, gbdt-adapter-reg model n/a:save-not-implemented, gemm-pinned infer n/a:function, gemm-pinned model n/a:no-save, gemm-transposed infer n/a:function, gemm-transposed model n/a:no-save, gp model n/a:no-save, gp-matern12 model n/a:no-save, gp-matern32 model n/a:no-save, gp-matern52-ard model n/a:no-save, holtwinters model n/a:no-save, holtwinters-multiplicative model n/a:no-save, iforest model n/a:no-save, iforest-tuned model n/a:no-save, kmeans infer n/a:no-predict, kmeans model n/a:no-save, kmeans-array infer n/a:no-predict, kmeans-array model n/a:no-save, kmeans-random infer n/a:no-predict, kmeans-random model n/a:no-save, kmeans-weighted infer n/a:no-predict, kmeans-weighted model n/a:no-save, kpss infer n/a:function, kpss model n/a:no-save, lasso model n/a:no-save, mamba1 model n/a:no-save, mamba2 model n/a:no-save, mamba2-dtlimit model n/a:no-save, mamba3 model n/a:no-save, metrics infer n/a:function, metrics model n/a:no-save, metrics-classification infer n/a:function, metrics-classification model n/a:no-save, minmax-scaler model n/a:no-save, minmax-scaler-clip model n/a:no-save, optim-adam-clip infer n/a:function, optim-adam-clip model n/a:no-save, optim-sgd infer n/a:function, optim-sgd model n/a:no-save, radius model n/a:no-save, radius-chebyshev model n/a:no-save, radius-manhattan model n/a:no-save, radius-minkowski-p3 model n/a:no-save, spectral infer n/a:transductive, spectral model n/a:no-save, spectral-precomputed infer n/a:transductive, spectral-precomputed model n/a:no-save, standard-scaler model n/a:no-save, standard-scaler-no-mean model n/a:no-save, standard-scaler-no-std model n/a:no-save, svr model n/a:no-save, svr-linear model n/a:no-save, transformer model n/a:no-save, transformer-window model n/a:no-save, umap model n/a:no-save
MOVED   byte-lm-resident/base: ['3c1786e68ccab363', '4e6997c7613e21e6']
MOVED   byte-lm-resident/ties: ['225d96aba10abe1e', 'b8cc2cd3a643c89d']
MOVED   byte-lm-resident/hashed: ['34bb59f081446350', '6623fcce2de3f531']
MOVED   byte-lm-resident/wide: ['0280dbdcede6d3ea', '9db79a4e861b89a9']
MOVED   byte-lm-resident/denormal: ['eed13410dd538153', '11b5102d54ca0a40']
MOVED   byte-lm-resident/denormal_ftz: ['28742fea2b718ec1', 'dd3f95cf539fa702']
MOVED   byte-lm-resident/dupes: ['7c0b931133adc0ca', '8839b026a141fb92']
MOVED   byte-lm-resident/odd: ['9f5bc98aabcde00a', '2a1b14402263a20f']
MOVED   byte-lm-resident/negative: ['c7c56beb7a9f3cc2', 'f82a89414a7f5fc8']
wrote /root/gemm_leg_out/identity/identity_break.nvidia-nvidia-h100-80gb-hbm3-sm_90a.json
