NOTE: --lanes scopes this diff to 5 lane(s); 161 other lane(s) the JSONs carry are not compared
NOTE: column cpu-apple-m4 is a CPU column: cpu_model='Apple M4' column=cpu families=['_mojolearn_arima_host', '_mojolearn_core_host', '_mojolearn_estimators_host', '_mojolearn_forecast_host', '_mojolearn_metrics_host'] commit=ae97a3e0ffe3b1a1abf4dcdabf0a021e1a4e6aae
| lane/fixture                 | verdict    | apple-m4         | nvidia-h100-sm_90a | amd-mi325x-gfx942 | cpu-apple-m4     |
|------------------------------|------------|------------------|------------------|------------------|------------------|
| arima-011/base               | IDENTICAL x4 | 444512355dd3dcc7 | 444512355dd3dcc7 | 444512355dd3dcc7 | 444512355dd3dcc7 |
| arima-011/denormal           | IDENTICAL x4 | 1ec68f0334b2a8f7 | 1ec68f0334b2a8f7 | 1ec68f0334b2a8f7 | 1ec68f0334b2a8f7 |
| arima-011/denormal_ftz       | IDENTICAL x4 | 1ec68f0334b2a8f7 | 1ec68f0334b2a8f7 | 1ec68f0334b2a8f7 | 1ec68f0334b2a8f7 |
| arima-011/dupes              | IDENTICAL x4 | 444512355dd3dcc7 | 444512355dd3dcc7 | 444512355dd3dcc7 | 444512355dd3dcc7 |
| arima-011/hashed             | IDENTICAL x4 | ed2fc6041b9e6b34 | ed2fc6041b9e6b34 | ed2fc6041b9e6b34 | ed2fc6041b9e6b34 |
| arima-011/negative           | IDENTICAL x4 | 4510d9cca33c3880 | 4510d9cca33c3880 | 4510d9cca33c3880 | 4510d9cca33c3880 |
| arima-011/odd                | IDENTICAL x4 | fe873ed580ec36a5 | fe873ed580ec36a5 | fe873ed580ec36a5 | fe873ed580ec36a5 |
| arima-011/ties               | IDENTICAL x4 | 18ad2790f8b3319b | 18ad2790f8b3319b | 18ad2790f8b3319b | 18ad2790f8b3319b |
| arima-011/wide               | IDENTICAL x4 | dcaecce707040ce1 | dcaecce707040ce1 | dcaecce707040ce1 | dcaecce707040ce1 |
| arima-seasonal-c/base        | IDENTICAL x4 | 192cac65b75a4e9d | 192cac65b75a4e9d | 192cac65b75a4e9d | 192cac65b75a4e9d |
| arima-seasonal-c/denormal    | IDENTICAL x4 | e22ec2fed1a5f9a0 | e22ec2fed1a5f9a0 | e22ec2fed1a5f9a0 | e22ec2fed1a5f9a0 |
| arima-seasonal-c/denormal_ftz | IDENTICAL x4 | e22ec2fed1a5f9a0 | e22ec2fed1a5f9a0 | e22ec2fed1a5f9a0 | e22ec2fed1a5f9a0 |
| arima-seasonal-c/dupes       | IDENTICAL x4 | 192cac65b75a4e9d | 192cac65b75a4e9d | 192cac65b75a4e9d | 192cac65b75a4e9d |
| arima-seasonal-c/hashed      | IDENTICAL x4 | 2c8f2249375b77da | 2c8f2249375b77da | 2c8f2249375b77da | 2c8f2249375b77da |
| arima-seasonal-c/negative    | IDENTICAL x4 | fa010819b07e078a | fa010819b07e078a | fa010819b07e078a | fa010819b07e078a |
| arima-seasonal-c/odd         | IDENTICAL x4 | 638697a3196b80ea | 638697a3196b80ea | 638697a3196b80ea | 638697a3196b80ea |
| arima-seasonal-c/ties        | IDENTICAL x4 | 226754a32af96ebb | 226754a32af96ebb | 226754a32af96ebb | 226754a32af96ebb |
| arima-seasonal-c/wide        | IDENTICAL x4 | 79f2c8172e739a12 | 79f2c8172e739a12 | 79f2c8172e739a12 | 79f2c8172e739a12 |
| arima/base                   | IDENTICAL x4 | 377790cb117abb61 | 377790cb117abb61 | 377790cb117abb61 | 377790cb117abb61 |
| arima/denormal               | IDENTICAL x4 | 7dbefd70378dfac6 | 7dbefd70378dfac6 | 7dbefd70378dfac6 | 7dbefd70378dfac6 |
| arima/denormal_ftz           | IDENTICAL x4 | 7dbefd70378dfac6 | 7dbefd70378dfac6 | 7dbefd70378dfac6 | 7dbefd70378dfac6 |
| arima/dupes                  | IDENTICAL x4 | 377790cb117abb61 | 377790cb117abb61 | 377790cb117abb61 | 377790cb117abb61 |
| arima/hashed                 | IDENTICAL x4 | d4ed8b9405da9691 | d4ed8b9405da9691 | d4ed8b9405da9691 | d4ed8b9405da9691 |
| arima/negative               | IDENTICAL x4 | 29f18fa209679839 | 29f18fa209679839 | 29f18fa209679839 | 29f18fa209679839 |
| arima/odd                    | IDENTICAL x4 | 20bf64323fc5fa12 | 20bf64323fc5fa12 | 20bf64323fc5fa12 | 20bf64323fc5fa12 |
| arima/ties                   | IDENTICAL x4 | 990e96a6d7fd2874 | 990e96a6d7fd2874 | 990e96a6d7fd2874 | 990e96a6d7fd2874 |
| arima/wide                   | IDENTICAL x4 | 440f5eba6a3ddede | 440f5eba6a3ddede | 440f5eba6a3ddede | 440f5eba6a3ddede |
| pca-full-whiten/base         | IDENTICAL x4 | 45270a0e8f27cd6d | 45270a0e8f27cd6d | 45270a0e8f27cd6d | 45270a0e8f27cd6d |
| pca-full-whiten/denormal     | IDENTICAL x4 | 61cf181eed072841 | 61cf181eed072841 | 61cf181eed072841 | 61cf181eed072841 |
| pca-full-whiten/denormal_ftz | IDENTICAL x4 | 61cf181eed072841 | 61cf181eed072841 | 61cf181eed072841 | 61cf181eed072841 |
| pca-full-whiten/dupes        | IDENTICAL x4 | 56ac0f3579ac6d83 | 56ac0f3579ac6d83 | 56ac0f3579ac6d83 | 56ac0f3579ac6d83 |
| pca-full-whiten/hashed       | IDENTICAL x4 | 3ac062517b27d389 | 3ac062517b27d389 | 3ac062517b27d389 | 3ac062517b27d389 |
| pca-full-whiten/negative     | IDENTICAL x4 | 1b0f14140ed067ef | 1b0f14140ed067ef | 1b0f14140ed067ef | 1b0f14140ed067ef |
| pca-full-whiten/odd          | IDENTICAL x4 | 99b78b139f8fc21b | 99b78b139f8fc21b | 99b78b139f8fc21b | 99b78b139f8fc21b |
| pca-full-whiten/ties         | IDENTICAL x4 | 2af64405abd586d8 | 2af64405abd586d8 | 2af64405abd586d8 | 2af64405abd586d8 |
| pca-full-whiten/wide         | IDENTICAL x4 | 218cc831a9e9a64a | 218cc831a9e9a64a | 218cc831a9e9a64a | 218cc831a9e9a64a |
| umap/base                    | IDENTICAL x4 | ab4c3cd4fd49687a | ab4c3cd4fd49687a | ab4c3cd4fd49687a | ab4c3cd4fd49687a |
| umap/denormal                | IDENTICAL x4 | cbe8436743821717 | cbe8436743821717 | cbe8436743821717 | cbe8436743821717 |
| umap/denormal_ftz            | IDENTICAL x4 | cbe8436743821717 | cbe8436743821717 | cbe8436743821717 | cbe8436743821717 |
| umap/dupes                   | IDENTICAL x4 | ab4c3cd4fd49687a | ab4c3cd4fd49687a | ab4c3cd4fd49687a | ab4c3cd4fd49687a |
| umap/hashed                  | IDENTICAL x4 | 599b7220e7521ae8 | 599b7220e7521ae8 | 599b7220e7521ae8 | 599b7220e7521ae8 |
| umap/negative                | IDENTICAL x4 | 21f603efa2721d85 | 21f603efa2721d85 | 21f603efa2721d85 | 21f603efa2721d85 |
| umap/odd                     | IDENTICAL x4 | 957d02d6d6f9dc71 | 957d02d6d6f9dc71 | 957d02d6d6f9dc71 | 957d02d6d6f9dc71 |
| umap/ties                    | IDENTICAL x4 | f8e184c57a909342 | f8e184c57a909342 | f8e184c57a909342 | f8e184c57a909342 |
| umap/wide                    | IDENTICAL x4 | fc649bf2d55856cd | fc649bf2d55856cd | fc649bf2d55856cd | fc649bf2d55856cd |

summary: IDENTICAL=45

| lane/fixture                 | column | verdict      | apple-m4         | nvidia-h100-sm_90a | amd-mi325x-gfx942 | cpu-apple-m4     |
|------------------------------|--------|--------------|------------------|------------------|------------------|------------------|
| arima-011/base               | infer  | IDENTICAL x4 | 436e34843e2d7277 | 436e34843e2d7277 | 436e34843e2d7277 | 436e34843e2d7277 |
| arima-011/base               | model  | OWED x1      | n/a:no-save      | n/a:no-save      | n/a:no-save      | d10f42f4fa3ab9cb |
| arima-011/base               | batch  | IDENTICAL x4 | 91fcd2a61774b596 | 91fcd2a61774b596 | 91fcd2a61774b596 | 91fcd2a61774b596 |
| arima-011/denormal           | infer  | IDENTICAL x4 | 395747692aa405a7 | 395747692aa405a7 | 395747692aa405a7 | 395747692aa405a7 |
| arima-011/denormal           | model  | OWED x1      | n/a:no-save      | n/a:no-save      | n/a:no-save      | 944696485594466c |
| arima-011/denormal           | batch  | IDENTICAL x4 | e3462e27f217a8a9 | e3462e27f217a8a9 | e3462e27f217a8a9 | e3462e27f217a8a9 |
| arima-011/denormal_ftz       | infer  | IDENTICAL x4 | 395747692aa405a7 | 395747692aa405a7 | 395747692aa405a7 | 395747692aa405a7 |
| arima-011/denormal_ftz       | model  | OWED x1      | n/a:no-save      | n/a:no-save      | n/a:no-save      | 223eca22fe4ed993 |
| arima-011/denormal_ftz       | batch  | IDENTICAL x4 | e3462e27f217a8a9 | e3462e27f217a8a9 | e3462e27f217a8a9 | e3462e27f217a8a9 |
| arima-011/dupes              | infer  | IDENTICAL x4 | 436e34843e2d7277 | 436e34843e2d7277 | 436e34843e2d7277 | 436e34843e2d7277 |
| arima-011/dupes              | model  | OWED x1      | n/a:no-save      | n/a:no-save      | n/a:no-save      | d10f42f4fa3ab9cb |
| arima-011/dupes              | batch  | IDENTICAL x4 | 91fcd2a61774b596 | 91fcd2a61774b596 | 91fcd2a61774b596 | 91fcd2a61774b596 |
| arima-011/hashed             | infer  | IDENTICAL x4 | 7ff4a9e790ef0f8b | 7ff4a9e790ef0f8b | 7ff4a9e790ef0f8b | 7ff4a9e790ef0f8b |
| arima-011/hashed             | model  | OWED x1      | n/a:no-save      | n/a:no-save      | n/a:no-save      | aff5062457b3d2e6 |
| arima-011/hashed             | batch  | IDENTICAL x4 | 903c1a2ac7948d1d | 903c1a2ac7948d1d | 903c1a2ac7948d1d | 903c1a2ac7948d1d |
| arima-011/negative           | infer  | IDENTICAL x4 | 126a57415caeead2 | 126a57415caeead2 | 126a57415caeead2 | 126a57415caeead2 |
| arima-011/negative           | model  | OWED x1      | n/a:no-save      | n/a:no-save      | n/a:no-save      | 6f23846990695b23 |
| arima-011/negative           | batch  | IDENTICAL x4 | 17db770f01fb74e1 | 17db770f01fb74e1 | 17db770f01fb74e1 | 17db770f01fb74e1 |
| arima-011/odd                | infer  | IDENTICAL x4 | b17ec31edbdbf345 | b17ec31edbdbf345 | b17ec31edbdbf345 | b17ec31edbdbf345 |
| arima-011/odd                | model  | OWED x1      | n/a:no-save      | n/a:no-save      | n/a:no-save      | a1e2bf9001d05853 |
| arima-011/odd                | batch  | IDENTICAL x4 | f37f4bc3878ceacb | f37f4bc3878ceacb | f37f4bc3878ceacb | f37f4bc3878ceacb |
| arima-011/ties               | infer  | IDENTICAL x4 | b18657cbfbe91ac6 | b18657cbfbe91ac6 | b18657cbfbe91ac6 | b18657cbfbe91ac6 |
| arima-011/ties               | model  | OWED x1      | n/a:no-save      | n/a:no-save      | n/a:no-save      | 171b7c3c93902b38 |
| arima-011/ties               | batch  | IDENTICAL x4 | 26e5f53b13398024 | 26e5f53b13398024 | 26e5f53b13398024 | 26e5f53b13398024 |
| arima-011/wide               | infer  | IDENTICAL x4 | f566c47f48821c72 | f566c47f48821c72 | f566c47f48821c72 | f566c47f48821c72 |
| arima-011/wide               | model  | OWED x1      | n/a:no-save      | n/a:no-save      | n/a:no-save      | a4b2a96029f6a692 |
| arima-011/wide               | batch  | IDENTICAL x4 | 8d82402c30a63f76 | 8d82402c30a63f76 | 8d82402c30a63f76 | 8d82402c30a63f76 |
| arima-seasonal-c/base        | infer  | IDENTICAL x4 | 51863aef53c592d2 | 51863aef53c592d2 | 51863aef53c592d2 | 51863aef53c592d2 |
| arima-seasonal-c/base        | model  | OWED x1      | n/a:no-save      | n/a:no-save      | n/a:no-save      | 4b68b52e2c4312b5 |
| arima-seasonal-c/base        | batch  | IDENTICAL x4 | c9f23e9e56d51e65 | c9f23e9e56d51e65 | c9f23e9e56d51e65 | c9f23e9e56d51e65 |
| arima-seasonal-c/denormal    | infer  | IDENTICAL x4 | dd8a852ab073617c | dd8a852ab073617c | dd8a852ab073617c | dd8a852ab073617c |
| arima-seasonal-c/denormal    | model  | OWED x1      | n/a:no-save      | n/a:no-save      | n/a:no-save      | fc65b3899d79005b |
| arima-seasonal-c/denormal    | batch  | IDENTICAL x4 | 9317d76faabd662c | 9317d76faabd662c | 9317d76faabd662c | 9317d76faabd662c |
| arima-seasonal-c/denormal_ftz | infer  | IDENTICAL x4 | dd8a852ab073617c | dd8a852ab073617c | dd8a852ab073617c | dd8a852ab073617c |
| arima-seasonal-c/denormal_ftz | model  | OWED x1      | n/a:no-save      | n/a:no-save      | n/a:no-save      | 2c910011c8584684 |
| arima-seasonal-c/denormal_ftz | batch  | IDENTICAL x4 | 9317d76faabd662c | 9317d76faabd662c | 9317d76faabd662c | 9317d76faabd662c |
| arima-seasonal-c/dupes       | infer  | IDENTICAL x4 | 51863aef53c592d2 | 51863aef53c592d2 | 51863aef53c592d2 | 51863aef53c592d2 |
| arima-seasonal-c/dupes       | model  | OWED x1      | n/a:no-save      | n/a:no-save      | n/a:no-save      | 4b68b52e2c4312b5 |
| arima-seasonal-c/dupes       | batch  | IDENTICAL x4 | c9f23e9e56d51e65 | c9f23e9e56d51e65 | c9f23e9e56d51e65 | c9f23e9e56d51e65 |
| arima-seasonal-c/hashed      | infer  | IDENTICAL x4 | fa0e863d9ac994d8 | fa0e863d9ac994d8 | fa0e863d9ac994d8 | fa0e863d9ac994d8 |
| arima-seasonal-c/hashed      | model  | OWED x1      | n/a:no-save      | n/a:no-save      | n/a:no-save      | a3440799cbaf2776 |
| arima-seasonal-c/hashed      | batch  | IDENTICAL x4 | 1f446b75dd151172 | 1f446b75dd151172 | 1f446b75dd151172 | 1f446b75dd151172 |
| arima-seasonal-c/negative    | infer  | IDENTICAL x4 | 6e18078db22d851f | 6e18078db22d851f | 6e18078db22d851f | 6e18078db22d851f |
| arima-seasonal-c/negative    | model  | OWED x1      | n/a:no-save      | n/a:no-save      | n/a:no-save      | 03944e32fe4ec8c9 |
| arima-seasonal-c/negative    | batch  | IDENTICAL x4 | f83eb3f3f676182b | f83eb3f3f676182b | f83eb3f3f676182b | f83eb3f3f676182b |
| arima-seasonal-c/odd         | infer  | IDENTICAL x4 | f4ef2ece26c02783 | f4ef2ece26c02783 | f4ef2ece26c02783 | f4ef2ece26c02783 |
| arima-seasonal-c/odd         | model  | OWED x1      | n/a:no-save      | n/a:no-save      | n/a:no-save      | f1da7032b63a307e |
| arima-seasonal-c/odd         | batch  | IDENTICAL x4 | 0da2e77d1a656b25 | 0da2e77d1a656b25 | 0da2e77d1a656b25 | 0da2e77d1a656b25 |
| arima-seasonal-c/ties        | infer  | IDENTICAL x4 | d75b867e7900df54 | d75b867e7900df54 | d75b867e7900df54 | d75b867e7900df54 |
| arima-seasonal-c/ties        | model  | OWED x1      | n/a:no-save      | n/a:no-save      | n/a:no-save      | 95387cc89a6d3b76 |
