create (POST to ssh up)	99
arm (on-pod watchdog)	5
stage (source + R2 URL maps)	36
env (pixi binary + envs)	25
build (host bindings)	23
run (command)	9
create to first result (POST to command end)	198
cache upload (misses only)	0
fetch	1
teardown (DELETE to verified gone)	1
billed (POST to verified gone)	210
spend	$0.0140 at $0.24/hr
