lane	mode	round	seconds	hash
cd	FAST	1	0.445777419	3bc909a47ebc9bda
cd	IDENTICAL	1	0.450721873	3cb298860e514e8a
cd	FAST	2	0.419704997	3bc909a47ebc9bda
cd	IDENTICAL	2	0.479440628	3cb298860e514e8a
cd	FAST	3	0.41722582	3bc909a47ebc9bda
cd	IDENTICAL	3	0.421697734	3cb298860e514e8a
cd	FAST	4	0.466512676	3bc909a47ebc9bda
cd	IDENTICAL	4	0.480452811	3cb298860e514e8a
cd	FAST	5	0.503171632	3bc909a47ebc9bda
cd	IDENTICAL	5	0.49795798	3cb298860e514e8a
kde	FAST	1	0.000637824	4ec9d98c61d3ae83
kde	IDENTICAL	1	0.00071965	3719b9e6a55377a7
kde	FAST	2	0.000614542	4ec9d98c61d3ae83
kde	IDENTICAL	2	0.000799197	3719b9e6a55377a7
kde	FAST	3	0.00065323	4ec9d98c61d3ae83
kde	IDENTICAL	3	0.00070698	3719b9e6a55377a7
kde	FAST	4	0.000610099	4ec9d98c61d3ae83
kde	IDENTICAL	4	0.000729127	3719b9e6a55377a7
kde	FAST	5	0.000618853	4ec9d98c61d3ae83
kde	IDENTICAL	5	0.000962085	3719b9e6a55377a7
linkage	FAST	1	0.129617308	d486f76f518b97e2
linkage	IDENTICAL	1	0.002775686	5d3155fc940e61d2
linkage	FAST	2	0.124066646	d486f76f518b97e2
linkage	IDENTICAL	2	0.002836139	5d3155fc940e61d2
linkage	FAST	3	0.144457069	d486f76f518b97e2
linkage	IDENTICAL	3	0.002785109	5d3155fc940e61d2
linkage	FAST	4	0.130382647	d486f76f518b97e2
linkage	IDENTICAL	4	0.002781962	5d3155fc940e61d2
linkage	FAST	5	0.129444505	d486f76f518b97e2
linkage	IDENTICAL	5	0.002786231	5d3155fc940e61d2
svm	FAST	1	0.60355117	24f8ac7fce032509
svm	IDENTICAL	1	0.421267855	9bec403e03e1a2cc
svm	FAST	2	0.56894173	24f8ac7fce032509
svm	IDENTICAL	2	0.412039712	9bec403e03e1a2cc
svm	FAST	3	0.540528785	24f8ac7fce032509
svm	IDENTICAL	3	0.425719214	9bec403e03e1a2cc
svm	FAST	4	0.549984746	24f8ac7fce032509
svm	IDENTICAL	4	0.433926595	9bec403e03e1a2cc
svm	FAST	5	0.54164052	24f8ac7fce032509
svm	IDENTICAL	5	0.432895595	9bec403e03e1a2cc
metrics	FAST	1	0.409188699	ec63266074ceab42
metrics	IDENTICAL	1	0.40469735	2321a95d3439fc2b
metrics	FAST	2	0.458532725	ec63266074ceab42
metrics	IDENTICAL	2	0.422633109	2321a95d3439fc2b
metrics	FAST	3	0.422197309	ec63266074ceab42
metrics	IDENTICAL	3	0.423650929	2321a95d3439fc2b
metrics	FAST	4	0.406580132	ec63266074ceab42
metrics	IDENTICAL	4	0.398096897	2321a95d3439fc2b
metrics	FAST	5	0.4037297	ec63266074ceab42
metrics	IDENTICAL	5	0.410577467	2321a95d3439fc2b
gemm	FAST	1	0.10597516	c751624f62b9f822
gemm	IDENTICAL	1	0.000229973	79adfe2dd5bd57e6
gemm	FAST	2	0.112309727	c751624f62b9f822
gemm	IDENTICAL	2	0.000230222	79adfe2dd5bd57e6
gemm	FAST	3	0.097199166	c751624f62b9f822
gemm	IDENTICAL	3	0.000230351	79adfe2dd5bd57e6
gemm	FAST	4	0.096504609	c751624f62b9f822
gemm	IDENTICAL	4	0.000353071	79adfe2dd5bd57e6
gemm	FAST	5	0.10002329	c751624f62b9f822
gemm	IDENTICAL	5	0.000231819	79adfe2dd5bd57e6
