lane	mode	round	seconds	hash
cd	FAST	1	0.001427277	3bc909a47ebc9bda
cd	IDENTICAL	1	0.001672636	3cb298860e514e8a
cd	FAST	2	0.001344826	3bc909a47ebc9bda
cd	IDENTICAL	2	0.001781964	3cb298860e514e8a
cd	FAST	3	0.00131613	3bc909a47ebc9bda
cd	IDENTICAL	3	0.00166769	3cb298860e514e8a
cd	FAST	4	0.001328226	3bc909a47ebc9bda
cd	IDENTICAL	4	0.001673233	3cb298860e514e8a
cd	FAST	5	0.001339655	3bc909a47ebc9bda
cd	IDENTICAL	5	0.002253257	3cb298860e514e8a
kde	FAST	1	0.00031168	4ec9d98c61d3ae83
kde	IDENTICAL	1	0.000389021	3719b9e6a55377a7
kde	FAST	2	0.000314552	4ec9d98c61d3ae83
kde	IDENTICAL	2	0.000393946	3719b9e6a55377a7
kde	FAST	3	0.000308064	4ec9d98c61d3ae83
kde	IDENTICAL	3	0.000407105	3719b9e6a55377a7
kde	FAST	4	0.000309678	4ec9d98c61d3ae83
kde	IDENTICAL	4	0.000386839	3719b9e6a55377a7
kde	FAST	5	0.000311568	4ec9d98c61d3ae83
kde	IDENTICAL	5	0.000396351	3719b9e6a55377a7
linkage	FAST	1	0.001711445	d486f76f518b97e2
linkage	IDENTICAL	1	0.001591401	5d3155fc940e61d2
linkage	FAST	2	0.001674738	d486f76f518b97e2
linkage	IDENTICAL	2	0.001597264	5d3155fc940e61d2
linkage	FAST	3	0.001701076	d486f76f518b97e2
linkage	IDENTICAL	3	0.001757949	5d3155fc940e61d2
linkage	FAST	4	0.001689474	d486f76f518b97e2
linkage	IDENTICAL	4	0.001651372	5d3155fc940e61d2
linkage	FAST	5	0.001692168	d486f76f518b97e2
linkage	IDENTICAL	5	0.001609161	5d3155fc940e61d2
svm	FAST	1	0.003649839	24f8ac7fce032509
svm	IDENTICAL	1	0.003178839	9bec403e03e1a2cc
svm	FAST	2	0.005609232	24f8ac7fce032509
svm	IDENTICAL	2	0.003157031	9bec403e03e1a2cc
svm	FAST	3	0.003312652	24f8ac7fce032509
svm	IDENTICAL	3	0.003311625	9bec403e03e1a2cc
svm	FAST	4	0.003390718	24f8ac7fce032509
svm	IDENTICAL	4	0.003099791	9bec403e03e1a2cc
svm	FAST	5	0.003300157	24f8ac7fce032509
svm	IDENTICAL	5	0.003098812	9bec403e03e1a2cc
metrics	FAST	1	0.002199204	ec63266074ceab42
metrics	IDENTICAL	1	0.001558481	2321a95d3439fc2b
metrics	FAST	2	0.001747187	ec63266074ceab42
metrics	IDENTICAL	2	0.001560468	2321a95d3439fc2b
metrics	FAST	3	0.001888876	ec63266074ceab42
metrics	IDENTICAL	3	0.003185491	2321a95d3439fc2b
metrics	FAST	4	0.001553413	ec63266074ceab42
metrics	IDENTICAL	4	0.0015714	2321a95d3439fc2b
metrics	FAST	5	0.001544941	ec63266074ceab42
metrics	IDENTICAL	5	0.001484675	2321a95d3439fc2b
gemm	FAST	1	9.3574e-05	c751624f62b9f822
gemm	IDENTICAL	1	6.5148e-05	79adfe2dd5bd57e6
gemm	FAST	2	0.000117539	c751624f62b9f822
gemm	IDENTICAL	2	6.2356e-05	79adfe2dd5bd57e6
gemm	FAST	3	8.5727e-05	c751624f62b9f822
gemm	IDENTICAL	3	6.6259e-05	79adfe2dd5bd57e6
gemm	FAST	4	0.000404131	c751624f62b9f822
gemm	IDENTICAL	4	8.2724e-05	79adfe2dd5bd57e6
gemm	FAST	5	0.000100452	c751624f62b9f822
gemm	IDENTICAL	5	6.3624e-05	79adfe2dd5bd57e6
