| lane/fixture                 | verdict    | apple-m4         | nvidia-nvidia-h100-80gb-hbm3-sm_90a | amd-gfx942       |
| gbdt-ordered-rmse/dupes      | IDENTICAL x3 | 1e39bd4034194fb0 | 1e39bd4034194fb0 | 1e39bd4034194fb0 |
| gbdt-ordered-rmse/hashed     | IDENTICAL x3 | 30d789002f114183 | 30d789002f114183 | 30d789002f114183 |
| gbdt-ordered-rmse/negative   | IDENTICAL x3 | 50eaef5f0c669042 | 50eaef5f0c669042 | 50eaef5f0c669042 |
| gbdt-ordered-rmse/odd        | IDENTICAL x3 | d83c83930af5d802 | d83c83930af5d802 | d83c83930af5d802 |
| gbdt-ordered-rmse/ties       | IDENTICAL x3 | 563f339900c22c9d | 563f339900c22c9d | 563f339900c22c9d |
| gbdt-ordered-rmse/wide       | IDENTICAL x3 | 356a38c2904749c0 | 356a38c2904749c0 | 356a38c2904749c0 |
| gbdt-rmse/base               | IDENTICAL x3 | 3f8aef8d73be249c | 3f8aef8d73be249c | 3f8aef8d73be249c |
| gbdt-rmse/denormal           | IDENTICAL x3 | 400f099e655dc453 | 400f099e655dc453 | 400f099e655dc453 |
| gbdt-rmse/denormal_ftz       | IDENTICAL x3 | 400f099e655dc453 | 400f099e655dc453 | 400f099e655dc453 |
| gbdt-rmse/dupes              | IDENTICAL x3 | 49848bfd3c26b52e | 49848bfd3c26b52e | 49848bfd3c26b52e |
| gbdt-rmse/hashed             | IDENTICAL x3 | a89dba586c0f1ab4 | a89dba586c0f1ab4 | a89dba586c0f1ab4 |
| gbdt-rmse/negative           | IDENTICAL x3 | e54f74cdab3f29f0 | e54f74cdab3f29f0 | e54f74cdab3f29f0 |
| gbdt-rmse/odd                | IDENTICAL x3 | 7b54ca9d69e29714 | 7b54ca9d69e29714 | 7b54ca9d69e29714 |
| gbdt-rmse/ties               | IDENTICAL x3 | 88cba1574daa922e | 88cba1574daa922e | 88cba1574daa922e |
| gbdt-rmse/wide               | IDENTICAL x3 | 5ea3a06d9df1d862 | 5ea3a06d9df1d862 | 5ea3a06d9df1d862 |
| gbdt-symmetric/base          | IDENTICAL x3 | 56560dec5bdb6cb9 | 56560dec5bdb6cb9 | 56560dec5bdb6cb9 |
| gbdt-symmetric/denormal      | IDENTICAL x3 | 56560dec5bdb6cb9 | 56560dec5bdb6cb9 | 56560dec5bdb6cb9 |
| gbdt-symmetric/denormal_ftz  | IDENTICAL x3 | 56560dec5bdb6cb9 | 56560dec5bdb6cb9 | 56560dec5bdb6cb9 |
| gbdt-symmetric/dupes         | IDENTICAL x3 | 9d55545ce5f2ac2b | 9d55545ce5f2ac2b | 9d55545ce5f2ac2b |
| gbdt-symmetric/hashed        | IDENTICAL x3 | cf3de2636433b65a | cf3de2636433b65a | cf3de2636433b65a |
| gbdt-symmetric/negative      | IDENTICAL x3 | fb9966f26639c286 | fb9966f26639c286 | fb9966f26639c286 |
| gbdt-symmetric/odd           | IDENTICAL x3 | 0836bd47530040d0 | 0836bd47530040d0 | 0836bd47530040d0 |
| gbdt-symmetric/ties          | IDENTICAL x3 | b32c469f812adf25 | b32c469f812adf25 | b32c469f812adf25 |
| gbdt-symmetric/wide          | IDENTICAL x3 | bc0084b9b1e30f87 | bc0084b9b1e30f87 | bc0084b9b1e30f87 |
| gemm-pinned/base             | IDENTICAL x3 | 931036cbc84c1ce0 | 931036cbc84c1ce0 | 931036cbc84c1ce0 |
| gemm-pinned/denormal         | IDENTICAL x3 | 026720f450eda8a3 | 026720f450eda8a3 | 026720f450eda8a3 |
| gemm-pinned/denormal_ftz     | IDENTICAL x3 | 026720f450eda8a3 | 026720f450eda8a3 | 026720f450eda8a3 |
| gemm-pinned/dupes            | IDENTICAL x3 | 4d5d6e4a621ef9af | 4d5d6e4a621ef9af | 4d5d6e4a621ef9af |
| gemm-pinned/hashed           | IDENTICAL x3 | 06057c0eeb212963 | 06057c0eeb212963 | 06057c0eeb212963 |
| gemm-pinned/negative         | IDENTICAL x3 | 1ef67a1833b19819 | 1ef67a1833b19819 | 1ef67a1833b19819 |
| gemm-pinned/odd              | IDENTICAL x3 | d5a7a31e551215d9 | d5a7a31e551215d9 | d5a7a31e551215d9 |
| gemm-pinned/ties             | IDENTICAL x3 | 8ddd60b67526c1b1 | 8ddd60b67526c1b1 | 8ddd60b67526c1b1 |
| gemm-pinned/wide             | IDENTICAL x3 | 01701582fa724ce4 | 01701582fa724ce4 | 01701582fa724ce4 |
| gp/base                      | IDENTICAL x3 | ea70c56b99a74791 | ea70c56b99a74791 | ea70c56b99a74791 |
| gp/denormal                  | IDENTICAL x3 | f0986dd9686ae3c2 | f0986dd9686ae3c2 | f0986dd9686ae3c2 |
| gp/denormal_ftz              | IDENTICAL x3 | f0986dd9686ae3c2 | f0986dd9686ae3c2 | f0986dd9686ae3c2 |
| gp/dupes                     | IDENTICAL x3 | fba9e6f4ea05af2c | fba9e6f4ea05af2c | fba9e6f4ea05af2c |
| gp/hashed                    | IDENTICAL x3 | f01c58a79fb1af27 | f01c58a79fb1af27 | f01c58a79fb1af27 |
| gp/negative                  | IDENTICAL x3 | 40fd2f479f775ec4 | 40fd2f479f775ec4 | 40fd2f479f775ec4 |
| gp/odd                       | IDENTICAL x3 | cbdbd1248c92a3f8 | cbdbd1248c92a3f8 | cbdbd1248c92a3f8 |
| gp/ties                      | IDENTICAL x3 | c92496318cb78403 | c92496318cb78403 | c92496318cb78403 |
| gp/wide                      | IDENTICAL x3 | ca779c84b786d493 | ca779c84b786d493 | ca779c84b786d493 |
| holtwinters/base             | IDENTICAL x3 | 9781c2061a287937 | 9781c2061a287937 | 9781c2061a287937 |
| holtwinters/denormal         | IDENTICAL x3 | db35c88da059e9e1 | db35c88da059e9e1 | db35c88da059e9e1 |
| holtwinters/denormal_ftz     | IDENTICAL x3 | db35c88da059e9e1 | db35c88da059e9e1 | db35c88da059e9e1 |
| holtwinters/dupes            | IDENTICAL x3 | 9781c2061a287937 | 9781c2061a287937 | 9781c2061a287937 |
| holtwinters/hashed           | IDENTICAL x3 | 66f688c307cabc3b | 66f688c307cabc3b | 66f688c307cabc3b |
| holtwinters/negative         | IDENTICAL x3 | 8fa4116875bdf59c | 8fa4116875bdf59c | 8fa4116875bdf59c |
| holtwinters/odd              | IDENTICAL x3 | 8fb4dd76d8080a46 | 8fb4dd76d8080a46 | 8fb4dd76d8080a46 |
| holtwinters/ties             | IDENTICAL x3 | b2a5df45db1395b0 | b2a5df45db1395b0 | b2a5df45db1395b0 |
| holtwinters/wide             | IDENTICAL x3 | 560cdc45a69cc987 | 560cdc45a69cc987 | 560cdc45a69cc987 |
| iforest/base                 | IDENTICAL x3 | 8703d4a008ffd13d | 8703d4a008ffd13d | 8703d4a008ffd13d |
| iforest/denormal             | IDENTICAL x3 | 54ea9b5c8c3fc38b | 54ea9b5c8c3fc38b | 54ea9b5c8c3fc38b |
| iforest/denormal_ftz         | IDENTICAL x3 | 54ea9b5c8c3fc38b | 54ea9b5c8c3fc38b | 54ea9b5c8c3fc38b |
| iforest/dupes                | IDENTICAL x3 | b879bcf3dcf99f38 | b879bcf3dcf99f38 | b879bcf3dcf99f38 |
| iforest/hashed               | IDENTICAL x3 | 72260557474879ae | 72260557474879ae | 72260557474879ae |
| iforest/negative             | IDENTICAL x3 | a5b7676e39778af5 | a5b7676e39778af5 | a5b7676e39778af5 |
| iforest/odd                  | IDENTICAL x3 | 9b849a13c8d35adb | 9b849a13c8d35adb | 9b849a13c8d35adb |
| iforest/ties                 | IDENTICAL x3 | 5043855ee14799da | 5043855ee14799da | 5043855ee14799da |
| iforest/wide                 | IDENTICAL x3 | 8703d4a008ffd13d | 8703d4a008ffd13d | 8703d4a008ffd13d |
| kde/base                     | IDENTICAL x3 | e0d6e3d0623d6112 | e0d6e3d0623d6112 | e0d6e3d0623d6112 |
| kde/denormal                 | IDENTICAL x3 | 2128392fe1eb228a | 2128392fe1eb228a | 2128392fe1eb228a |
| kde/denormal_ftz             | IDENTICAL x3 | 2128392fe1eb228a | 2128392fe1eb228a | 2128392fe1eb228a |
| kde/dupes                    | IDENTICAL x3 | e0d6e3d0623d6112 | e0d6e3d0623d6112 | e0d6e3d0623d6112 |
| kde/hashed                   | IDENTICAL x3 | dc279c30b7c5d070 | dc279c30b7c5d070 | dc279c30b7c5d070 |
| kde/negative                 | IDENTICAL x3 | 84ca35b6a157c265 | 84ca35b6a157c265 | 84ca35b6a157c265 |
| kde/odd                      | IDENTICAL x3 | 8a2b6beee09a98f3 | 8a2b6beee09a98f3 | 8a2b6beee09a98f3 |
| kde/ties                     | IDENTICAL x3 | 0a800c7b3cca66e4 | 0a800c7b3cca66e4 | 0a800c7b3cca66e4 |
| kde/wide                     | IDENTICAL x3 | 36c3cbb2ef71f768 | 36c3cbb2ef71f768 | 36c3cbb2ef71f768 |
| kmeans/base                  | IDENTICAL x3 | 5aa44cc11034dec9 | 5aa44cc11034dec9 | 5aa44cc11034dec9 |
| kmeans/denormal              | IDENTICAL x3 | 993fe5caff144b0c | 993fe5caff144b0c | 993fe5caff144b0c |
| kmeans/denormal_ftz          | IDENTICAL x3 | 993fe5caff144b0c | 993fe5caff144b0c | 993fe5caff144b0c |
| kmeans/dupes                 | IDENTICAL x3 | 2ae942d45a51757a | 2ae942d45a51757a | 2ae942d45a51757a |
| kmeans/hashed                | IDENTICAL x3 | 0a570e84b0002723 | 0a570e84b0002723 | 0a570e84b0002723 |
| kmeans/negative              | IDENTICAL x3 | d4cc38e75f8e2d75 | d4cc38e75f8e2d75 | d4cc38e75f8e2d75 |
| kmeans/odd                   | IDENTICAL x3 | 43d8a3d3859f4143 | 43d8a3d3859f4143 | 43d8a3d3859f4143 |
