create (POST to ssh up)	57
arm (on-pod watchdog)	8
stage (source + R2 URL maps)	23
env (pixi binary + envs)	5
build (host bindings)	0
run (command)	245
create to first result (POST to command end)	339
cache upload (misses only)	0
fetch	1
teardown (DELETE to verified gone)	2
billed (POST to verified gone)	353
spend	$0.0275 at $0.28/hr
