lane	mode	round	seconds	hash
kmeans	FAST	1	0.003689595	23250b50508d95f9
kmeans	IDENTICAL	1	0.003922293	eeea38872c935b98
kmeans	FAST	2	0.003718395	23250b50508d95f9
kmeans	IDENTICAL	2	0.003872863	eeea38872c935b98
kmeans	FAST	3	0.003703026	23250b50508d95f9
kmeans	IDENTICAL	3	0.003951514	eeea38872c935b98
knn	FAST	1	0.000491838	a846602efa98482c
knn	IDENTICAL	1	0.003236367	4c6f4a612b096067
knn	FAST	2	0.000559667	ef63e704dd6598dc
knn	IDENTICAL	2	0.003256558	4c6f4a612b096067
knn	FAST	3	0.000492928	94a97ba2b785ba2c
knn	IDENTICAL	3	0.003294568	4c6f4a612b096067
dbscan	FAST	1	0.0419066	a9223881fb236c77
dbscan	IDENTICAL	1	0.040477776	a9223881fb236c77
dbscan	FAST	2	0.041812114	a9223881fb236c77
dbscan	IDENTICAL	2	0.040529319	a9223881fb236c77
dbscan	FAST	3	0.041793506	a9223881fb236c77
dbscan	IDENTICAL	3	0.040458689	a9223881fb236c77
gram	FAST	1	0.000265449	37fc8ca7a94b7568
gram	IDENTICAL	1	0.000568327	0e9de1a0121f721a
gram	FAST	2	0.000332539	37fc8ca7a94b7568
gram	IDENTICAL	2	0.000569349	0e9de1a0121f721a
gram	FAST	3	0.000269158	37fc8ca7a94b7568
gram	IDENTICAL	3	0.000569348	0e9de1a0121f721a
nt	FAST	1	8.5149e-05	5c68413208583222
nt	IDENTICAL	1	4.889e-05	5c68413208583222
nt	FAST	2	6.731e-05	5c68413208583222
nt	IDENTICAL	2	4.868e-05	5c68413208583222
nt	FAST	3	8.01e-05	5c68413208583222
nt	IDENTICAL	3	5.05e-05	5c68413208583222
gemv	FAST	1	1.635e-05	baa72e10387fa2c8
gemv	IDENTICAL	1	4.018e-05	a0d44fa8c1343b19
gemv	FAST	2	1.767e-05	baa72e10387fa2c8
gemv	IDENTICAL	2	3.938e-05	a0d44fa8c1343b19
gemv	FAST	3	2.135e-05	baa72e10387fa2c8
gemv	IDENTICAL	3	4.0769e-05	a0d44fa8c1343b19
gbdt	FAST	1	0.602194071	45bfcba4070bf931
gbdt	IDENTICAL	1	0.463962211	edde9bd742ac76f3
gbdt	FAST	2	0.601748649	45bfcba4070bf931
gbdt	IDENTICAL	2	0.470735603	edde9bd742ac76f3
gbdt	FAST	3	0.599840083	45bfcba4070bf931
gbdt	IDENTICAL	3	0.47372891	edde9bd742ac76f3
rf	FAST	1	0.641337697	0c961d27f113ab44
rf	IDENTICAL	1	0.637171627	acfbdbde102e8c54
rf	FAST	2	0.641891586	0c961d27f113ab44
rf	IDENTICAL	2	0.638222982	acfbdbde102e8c54
rf	FAST	3	0.639110453	0c961d27f113ab44
rf	IDENTICAL	3	0.637168917	acfbdbde102e8c54
et	FAST	1	2.113933557	a4d03520b4584c37
et	IDENTICAL	1	2.115557722	a4d03520b4584c37
et	FAST	2	2.10344715	a4d03520b4584c37
et	IDENTICAL	2	2.108922472	a4d03520b4584c37
et	FAST	3	2.108159976	a4d03520b4584c37
et	IDENTICAL	3	2.106617127	a4d03520b4584c37
